Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
E9	17	120	Null	15.204641	2.889939
F7	2	90	HET	17.219213	-0.11437966
E9	8	120	Null	15.171112	-1.2812349
C7	5	100	HET	15.817311	-1.5301574
D8	10	87	HET	16.359888	-1.9203413
D9	1	135	Null	16.080011	-1.7463614
B12	2	148	Null	15.432273	1.0291939
C4	12	104	WT	16.94787	-1.1799433
F4	11	94	WT	15.423126	1.8411891
D1	18	91	WT	14.616519	0.41338128
C11	7	154	Null	14.062919	2.1482613
C12	11	119	Null	15.392057	-0.2527709
G11	17	129	Null	14.181159	2.528127
F12	5	125	Null	16.886787	0.32935414
D8	17	87	HET	15.725174	-2.4867694
D10	5	157	Null	15.402347	-0.6244269
G10	3	129	Null	13.127557	-0.9452606
D5	6	99	HET	14.559559	0.32076934
D4	2	102	WT	15.793472	2.0934772
F7	7	90	HET	14.524381	-1.6041305
B10	21	155	Null	16.855453	-0.7365626
D5	19	99	HET	11.413631	-0.67098844
E3	6	122	WT	11.72922	-1.0712389
C7	11	100	HET	14.955427	1.5758035
G8	16	65	HET	13.971283	2.0225294
F12	11	125	Null	17.322214	-0.7734305
D9	5	135	Null	14.447553	2.3270855
D11	3	178	Null	16.189068	1.5538005
F4	11	94	WT	15.672576	2.8683221
G4	2	100	WT	15.13881	-0.70463175
D7	5	83	HET	15.591632	-1.6567402
G12	21	121	Null	16.840828	0.2617554
G11	13	129	Null	15.912576	-2.3049488
D5	14	99	HET	14.318432	-1.0268536
C3	13	117	WT	15.997931	-1.3044456
F9	3	149	Null	16.79625	3.3507009
C10	12	125	Null	12.333189	-1.0782195
D5	20	99	HET	13.988325	-0.14463732
B9	10	173	Null	12.429046	-0.83147866
G2	3	125	WT	15.388155	-0.39802453
C11	18	154	Null	15.508779	-1.5727137
C8	17	85	HET	13.87844	-2.6745844
B10	16	155	Null	14.687651	2.6181817
F2	16	111	WT	15.870606	-0.07040159
F4	12	94	WT	15.436936	2.3078945
F8	16	63	HET	12.758828	1.6914049
B10	16	155	Null	16.526922	-1.4193754
D10	1	157	Null	13.818266	-1.5488503
G5	8	61	HET	14.394764	1.5008655
B4	12	112	WT	13.2014885	-0.46519727
E4	5	86	WT	16.06946	-0.119927526
C4	15	104	WT	15.919499	2.1174347
F4	7	94	WT	14.855854	-1.4484067
C3	20	117	WT	15.498899	1.0490657
C4	9	104	WT	17.131317	1.6818492
D12	21	106	Null	15.282671	-1.1641829
C12	19	119	Null	13.495756	1.0747613
D7	11	83	HET	14.790533	1.0090748
F11	1	135	Null	13.497885	-0.31251293
F7	11	90	HET	14.424661	-0.3172881
D2	7	98	WT	17.199484	1.1254296
F7	17	90	HET	14.035403	-2.1685336
D6	12	76	HET	15.93903	1.1314745
G9	3	149	Null	13.729208	-2.5033765
E2	18	102	WT	17.827925	0.9856457
C3	8	117	WT	15.562368	2.559471
E5	1	89	HET	16.395687	-1.3520749
B11	10	148	Null	14.322458	0.19491307
E4	2	86	WT	17.491985	-0.0973636
F12	14	125	Null	16.277859	-1.4845219
C9	17	156	Null	14.362026	2.397304
G3	18	121	WT	15.985	1.1811466
E5	8	89	HET	16.304123	1.6666858
E11	6	185	Null	14.966196	-1.4695854
F9	21	149	Null	14.065614	-2.1401787
G12	13	121	Null	14.18813	-1.5813323
F7	13	90	HET	16.167025	1.7664818
E10	8	132	Null	14.882443	-2.2859533
D9	20	135	Null	15.816631	2.3237147
B12	8	148	Null	15.60642	2.3102732
B4	11	112	WT	16.80749	-0.11909106
F10	6	152	Null	15.2379875	-0.35000446
D11	14	178	Null	14.666814	-2.1781528
G2	4	125	WT	16.86174	-2.445472
E5	6	89	HET	17.196096	-0.8447343
C12	6	119	Null	17.06413	0.20724747
G2	18	125	WT	14.434533	-1.6532173
B10	18	155	Null	17.108158	-1.2449021
B6	21	99	HET	17.630638	-0.98214495
E11	16	185	Null	13.897956	2.4647944
F4	3	94	WT	16.055567	2.210185
B10	5	155	Null	16.321827	-0.9478993
E5	8	89	HET	15.699647	-0.67266816
D7	5	83	HET	13.770732	1.4246075
C6	11	71	HET	16.87647	1.0547857
E3	7	122	WT	12.932292	0.8728243
G3	7	121	WT	17.699827	1.0589229
C5	13	78	HET	15.552231	0.20641679
D11	8	178	Null	13.346092	-0.6241621
B9	7	173	Null	13.7035265	0.81248206
F8	8	63	HET	13.89085	2.8261197
G9	1	149	Null	12.355778	-0.8085129
G7	10	94	HET	12.204979	0.424903
E1	15	101	WT	15.695728	2.3771935
D9	20	135	Null	15.39095	-2.4129345
E2	4	102	WT	15.264942	-0.108871356
F8	14	63	HET	14.655561	2.1771002
D8	7	87	HET	13.561988	1.1771541
B2	17	97	WT	15.883352	-3.042525
G6	18	79	HET	14.313077	-0.15533619
E2	19	102	WT	17.63928	0.97017735
E5	3	89	HET	16.31729	-2.8448827
C6	19	71	HET	16.549623	-1.0197921
D3	12	128	WT	15.7817545	-2.4569185
G10	13	129	Null	11.735899	1.2302134
C9	14	156	Null	15.092811	2.6188443
B3	19	79	WT	15.870216	2.7671516
G4	5	100	WT	15.420224	-1.8921342
E5	6	89	HET	15.066225	1.3421855
G5	8	61	HET	12.814563	1.3196899
D1	3	91	WT	13.217823	0.12049139
G9	1	149	Null	15.197068	-0.5268204
E10	14	132	Null	14.045267	-1.7047396
G3	1	121	WT	16.699766	0.78802824
G1	3	72	WT	17.3797	0.5938973
C9	4	156	Null	13.568436	0.0090079885
C7	4	100	HET	14.912422	-2.998792
F5	1	109	HET	16.290173	0.14390537
E7	5	103	HET	14.897377	1.9652233
B4	18	112	WT	15.838848	-1.3599724
E4	1	86	WT	15.058873	0.86838686
C10	2	125	Null	16.681202	1.1885393
D10	21	157	Null	15.395922	2.0609384
E10	14	132	Null	13.272096	-1.0880859
F10	15	152	Null	15.317125	-2.339646
B6	4	99	HET	15.924427	-0.048498396
C9	8	156	Null	11.013049	-1.4307144
E10	13	132	Null	12.405889	1.2326287
G12	20	121	Null	16.557589	-1.2242005
B4	16	112	WT	16.894768	-0.61675537
G10	15	129	Null	13.831775	-2.0177343
D4	7	102	WT	12.50581	0.5396154
B1	1	79	WT	12.842975	-0.38732788
F9	7	149	Null	13.999358	-1.5649143
C4	4	104	WT	17.208412	1.951845
E8	11	59	HET	15.289349	2.3534217
E1	1	101	WT	15.827843	-1.6988901
F11	2	135	Null	15.211786	1.2815417
G1	12	72	WT	16.203478	-1.7039586
B5	8	101	HET	11.40166	-1.3307829
C10	11	125	Null	17.11343	-1.1310414
F2	17	111	WT	17.680134	0.30733013
D3	3	128	WT	14.80173	-1.954672
D4	5	102	WT	12.256607	1.4533067
B3	21	79	WT	16.662954	2.5492308
C10	3	125	Null	16.042862	-0.5771449
C8	15	85	HET	11.241358	-1.5257002
G8	18	65	HET	13.115152	-0.25835615
D2	10	98	WT	15.516625	1.168747
D10	2	157	Null	11.25103	-1.1892713
D10	1	157	Null	15.220306	1.0407468
F7	13	90	HET	12.592117	0.47539544
D5	6	99	HET	16.062016	-1.5407121
D10	19	157	Null	11.289238	-1.0049059
B4	19	112	WT	15.748551	0.46740857
G11	2	129	Null	11.79926	-0.14049876
D4	13	102	WT	17.658092	-0.6372114
B4	7	112	WT	16.09267	2.6179347
E11	13	185	Null	12.51642	1.3824217
B11	1	148	Null	16.066662	-1.3714418
E2	6	102	WT	16.33302	1.8987073
E3	13	122	WT	13.65673	-1.1969638
G8	15	65	HET	14.13218	-0.12326152
F6	21	82	HET	15.045277	2.0877948
G6	14	79	HET	16.738579	-0.26617724
D10	14	157	Null	13.363292	-0.19421709
B7	1	78	HET	16.004635	-1.1355275
G4	11	100	WT	14.333789	-2.001415
E1	15	101	WT	12.618556	-1.0901198
C5	17	78	HET	14.324874	1.5187708
B1	14	79	WT	16.288145	-2.0430517
C9	3	156	Null	16.612171	2.2863722
F9	17	149	Null	13.485918	-1.8627651
G12	7	121	Null	14.135433	0.6077286
E7	3	103	HET	16.304272	1.0204295
C5	20	78	HET	14.808329	1.1914519
B9	1	173	Null	16.41176	-0.9530164
D4	19	102	WT	15.010257	1.0234118
G5	1	61	HET	14.978106	1.1153241
G6	10	79	HET	12.02824	0.4105527
G9	15	149	Null	14.293879	0.040903915
B5	10	101	HET	14.3415575	2.664547
C9	21	156	Null	16.371462	-0.75527805
C1	5	66	WT	15.7963295	-1.5394356
F3	12	92	WT	16.635931	-0.7087413
F7	8	90	HET	13.515008	-0.22080025
E8	7	59	HET	16.100035	-1.6935948
C6	3	71	HET	16.081879	-0.5034531
B9	4	173	Null	15.776241	-2.4524934
E12	16	115	Null	13.699715	-2.20323
C11	13	154	Null	13.804563	2.1951277
G2	20	125	WT	16.347647	-2.6099756
B4	11	112	WT	13.808015	-0.55649966
D5	13	99	HET	12.283744	1.2517325
F10	5	152	Null	12.337371	0.9128875
B10	3	155	Null	15.594502	1.7729894
G11	18	129	Null	16.391819	0.5734145
F10	4	152	Null	12.976412	0.8504617
F5	9	109	HET	14.737606	-1.9279125
C3	13	117	WT	15.057654	1.890204
G1	17	72	WT	13.217061	-1.0764189
C10	16	125	Null	11.599461	1.1727657
C12	20	119	Null	16.13034	-0.8302085
G6	17	79	HET	15.127176	-1.3632163
C9	4	156	Null	15.165177	2.3182673
E10	18	132	Null	15.6720705	-2.714944
D2	16	98	WT	16.101067	2.4911764
F3	17	92	WT	12.712521	-0.99869066
D3	16	128	WT	16.212906	1.0874233
G7	6	94	HET	16.841722	-0.4085642
B2	20	97	WT	16.722544	-1.8893788
C10	7	125	Null	17.36538	-1.7846164
C12	19	119	Null	14.020168	2.757167
D10	4	157	Null	14.168383	-1.3725618
G8	4	65	HET	17.513855	-0.75435126
F11	8	135	Null	14.742968	0.612985
B7	9	78	HET	15.914419	0.16660108
C6	2	71	HET	15.709511	-2.4010756
B12	13	148	Null	14.434099	1.5920551
E10	3	132	Null	14.068126	-0.65516126
D6	13	76	HET	16.174322	-1.1906751
G9	3	149	Null	15.141103	2.089948
D4	18	102	WT	15.761575	-0.29896063
C5	1	78	HET	16.502884	0.78233117
F1	5	88	WT	17.040022	-1.1094186
B5	4	101	HET	16.661427	1.4707066
C11	5	154	Null	15.814737	-2.9453135
F4	20	94	WT	12.762412	1.4472635
D11	21	178	Null	14.331118	-2.6810617
G9	17	149	Null	11.61988	1.1412758
C6	8	71	HET	16.16399	-2.9076154
B5	4	101	HET	17.53829	-0.9158089
G2	10	125	WT	15.918698	2.2952385
E2	18	102	WT	14.433146	-0.25459182
B2	9	97	WT	15.890229	-1.2128727
C12	1	119	Null	16.424007	1.7669647
B10	8	155	Null	14.443199	1.2520148
D9	1	135	Null	14.87175	2.310981
B9	3	173	Null	17.122723	0.3542836
D1	9	91	WT	17.274168	1.1862037
G10	2	129	Null	14.02188	-0.87210083
F9	16	149	Null	17.105936	-0.47890493
D10	19	157	Null	14.778688	2.285895
D6	15	76	HET	16.078287	-2.0381713
G9	11	149	Null	16.855736	1.1416084
F10	5	152	Null	15.2446	1.4267986
D10	15	157	Null	17.30295	-1.9418916
F10	15	152	Null	16.09564	-2.9336991
F3	19	92	WT	15.297517	0.8801682
D4	19	102	WT	16.770962	3.3278549
F12	14	125	Null	16.39085	1.4069206
D8	1	87	HET	14.705083	-2.7997427
D6	3	76	HET	16.478174	1.2851541
E12	15	115	Null	17.32276	-0.05306511
B12	12	148	Null	11.19693	-1.2029291
F10	16	152	Null	16.165998	-0.88464075
D2	4	98	WT	15.127691	1.9091399
E10	18	132	Null	14.553519	-2.8945944
F4	1	94	WT	15.393755	1.1074328
E12	3	115	Null	12.791241	-0.79740375
G9	5	149	Null	13.145197	-1.061119
F10	4	152	Null	15.539286	-1.1984804
C4	2	104	WT	16.591763	-2.4360561
E11	17	185	Null	14.945786	-2.4295356
F11	12	135	Null	14.72194	-0.6134649
D1	20	91	WT	17.181072	0.8878075
B7	9	78	HET	15.259648	1.6388191
F2	16	111	WT	16.037277	-1.3903255
C5	2	78	HET	12.9560995	1.294938
D3	3	128	WT	16.166039	-0.27008086
D8	13	87	HET	12.724727	0.70932794
F6	3	82	HET	16.737226	1.8557979
G12	16	121	Null	15.0804825	-0.7791161
D3	10	128	WT	17.016773	1.9118453
D12	7	106	Null	16.637789	1.8911576
E4	16	86	WT	17.308033	-0.9362697
B6	5	99	HET	17.118063	-0.8208348
F9	17	149	Null	17.059334	-0.204925
D3	11	128	WT	17.756428	1.0161945
C2	4	137	WT	14.801646	1.4803994
E6	7	66	HET	13.086601	1.5846367
C10	11	125	Null	15.556338	2.2317572
G11	18	129	Null	14.983049	-2.2933536
E5	1	89	HET	13.19691	1.3904345
C3	18	117	WT	15.704215	-1.8866315
E1	21	101	WT	15.583297	-1.4077697
C5	9	78	HET	15.042821	3.0442383
D1	13	91	WT	16.174051	-2.6839461
D11	11	178	Null	14.368895	2.196872
B3	18	79	WT	15.710361	-1.6504713
E5	15	89	HET	12.351707	0.30151403
E4	7	86	WT	12.096752	1.44965
F3	8	92	WT	14.453248	-0.572982
B9	10	173	Null	15.698076	0.4474432
C2	4	137	WT	13.755547	-1.0591252
B10	17	155	Null	12.802421	1.7142038
C2	9	137	WT	15.883244	-1.7574079
E5	21	89	HET	14.073977	0.043215055
G7	5	94	HET	17.65244	-1.050795
F10	1	152	Null	15.8249445	0.7412258
E4	7	86	WT	12.429854	0.7953344
D9	19	135	Null	14.56113	1.275947
D1	8	91	WT	16.512218	0.59031564
F11	17	135	Null	14.0857	1.3373694
C9	4	156	Null	13.293973	-0.8840543
G9	16	149	Null	13.0074625	-1.3291558
F2	19	111	WT	17.589369	1.5026714
B2	5	97	WT	17.475965	-1.7303655
C5	7	78	HET	12.2216215	-1.6681665
G1	15	72	WT	16.28948	-2.0188146
B5	4	101	HET	16.346222	-1.4340296
G4	7	100	WT	12.747467	1.3871508
B11	10	148	Null	16.03282	2.067029
C4	16	104	WT	11.485151	-1.7854904
B6	14	99	HET	14.142011	-1.3047936
E1	4	101	WT	15.4905	2.9377816
D9	8	135	Null	17.128378	1.3726255
B9	10	173	Null	17.321764	1.3403296
E3	6	122	WT	17.673483	-0.9914394
G7	8	94	HET	16.825712	2.3294506
E11	12	185	Null	11.371347	-0.87754214
G10	18	129	Null	11.069936	-1.4838885
G5	9	61	HET	16.789783	1.4360898
C11	14	154	Null	14.360086	-2.601136
C7	13	100	HET	14.633453	0.8457658
D10	1	157	Null	14.452091	-2.7022586
F10	7	152	Null	13.998149	2.9196966
F9	21	149	Null	14.619291	2.171992
B7	13	78	HET	14.7348585	2.1469715
B4	11	112	WT	13.357382	-0.7592047
E3	9	122	WT	15.510322	-2.2864544
G10	19	129	Null	12.539041	0.49492243
D10	10	157	Null	15.119236	2.5145025
C3	13	117	WT	13.521717	-2.2599945
F5	6	109	HET	16.941326	2.2878392
B2	17	97	WT	17.31169	-0.006910911
D6	4	76	HET	14.969277	1.1789634
D5	2	99	HET	15.607755	2.71
E11	9	185	Null	14.324043	2.7135217
E2	7	102	WT	12.591911	0.40846983
B1	6	79	WT	14.26694	1.6247793
G11	9	129	Null	12.468155	-0.14357936
B12	13	148	Null	15.01285	-2.3565245
C11	17	154	Null	16.020853	2.579111
G2	15	125	WT	14.785801	1.8570163
B4	16	112	WT	17.16395	-2.1828043
F11	13	135	Null	14.007752	2.3156166
D3	3	128	WT	14.257797	0.23865958
D5	17	99	HET	13.937666	2.643616
C5	19	78	HET	12.278033	1.5808672
E7	5	103	HET	12.167613	1.537608
D4	18	102	WT	13.960841	0.45030203
B9	10	173	Null	15.00369	2.0880685
B8	17	64	HET	12.682977	0.64731807
F11	3	135	Null	14.291166	-2.9395127
E11	4	185	Null	14.694726	-2.3351793
F10	5	152	Null	16.635176	2.7354298
C12	13	119	Null	15.847928	-1.1118081
F11	13	135	Null	14.236897	-1.3624569
B12	18	148	Null	14.860963	2.7173085
F3	7	92	WT	17.436972	-0.2301722
C12	19	119	Null	13.851106	-2.1773622
B2	7	97	WT	12.717531	1.3756517
D10	7	157	Null	17.199102	0.14267236
B10	6	155	Null	15.218971	1.559285
E2	19	102	WT	15.910935	1.7278612
B8	10	64	HET	15.489364	-2.7555568
C4	15	104	WT	16.512794	1.0811355
C2	13	137	WT	17.2003	-1.535093
G11	7	129	Null	11.337984	-1.3853852
F5	17	109	HET	16.852755	-1.2121645
D12	14	106	Null	16.84972	-0.25699374
E10	21	132	Null	14.525148	-1.6628419
B11	11	148	Null	14.74599	2.5264096
D7	1	83	HET	15.6303005	1.3948572
G4	11	100	WT	14.947682	2.67726
E12	9	115	Null	17.6085	-0.8067695
C1	7	66	WT	15.570698	0.48170316
D9	16	135	Null	15.771589	1.6263483
B3	17	79	WT	16.313953	-1.3751473
F3	6	92	WT	17.194649	-1.3917887
E3	6	122	WT	12.029537	-1.180123
E11	18	185	Null	13.928242	0.62898976
D11	3	178	Null	17.524126	0.7095569
F7	18	90	HET	16.973804	-1.4508563
C1	10	66	WT	16.723898	-1.6863756
B12	14	148	Null	15.018983	0.027890092
G9	9	149	Null	14.000125	0.2523576
F9	13	149	Null	14.912291	-1.1906065
G7	9	94	HET	17.431208	0.5445893
G2	7	125	WT	14.314196	-1.0522066
F4	14	94	WT	17.270111	0.20455472
D4	18	102	WT	12.332292	1.117244
B11	13	148	Null	16.470242	0.5808892
D10	19	157	Null	12.199883	1.5698622
F11	21	135	Null	16.205984	-0.991202
C3	6	117	WT	16.666279	2.3877444
F10	6	152	Null	17.293299	1.7074584
F2	8	111	WT	16.410152	0.45550546
D11	6	178	Null	17.642538	0.09110992
E7	4	103	HET	14.178715	0.26059097
B9	18	173	Null	14.409214	-2.6003647
C9	12	156	Null	17.393167	1.2032645
D8	12	87	HET	15.237102	-2.2091196
C10	3	125	Null	16.495754	1.0940323
D12	1	106	Null	17.223148	1.5796171
D10	16	157	Null	15.179621	-1.0281429
D9	6	135	Null	13.960109	0.18541804
G4	10	100	WT	15.363259	1.4432409
C12	5	119	Null	15.081783	2.816898
G2	14	125	WT	11.768156	-1.3003445
C6	18	71	HET	15.8945265	-0.5904216
F11	9	135	Null	14.364177	-1.3312103
E4	2	86	WT	16.922945	0.9256875
B6	12	99	HET	15.873439	2.0808349
B8	19	64	HET	13.97833	1.3224268
G1	7	72	WT	17.291527	-1.7481761
D7	7	83	HET	16.994555	-1.7457227
G6	2	79	HET	14.254936	-2.0356605
E7	14	103	HET	14.29157	-0.29966626
G12	15	121	Null	14.411054	0.91718113
C6	1	71	HET	16.406607	-0.5873878
G7	4	94	HET	12.886653	1.1536151
B5	20	101	HET	14.862246	0.8038964
F8	20	63	HET	16.627722	-0.4096641
G10	9	129	Null	14.309102	-0.22039743
F3	15	92	WT	14.960844	0.19748902
B5	9	101	HET	13.734131	-1.4131143
C12	9	119	Null	17.67217	-0.19181466
D8	16	87	HET	15.052952	-3.0033903
C12	1	119	Null	16.725296	0.1187371
B5	11	101	HET	16.060986	1.7514997
D10	20	157	Null	11.612614	1.1536536
D1	15	91	WT	17.112623	0.53138703
C4	10	104	WT	14.984169	2.823717
C11	13	154	Null	15.042011	1.161065
C5	14	78	HET	16.425596	2.4459238
C10	9	125	Null	16.888475	1.9196665
D9	17	135	Null	12.461712	-1.6514794
E6	2	66	HET	16.081612	1.2859344
G10	18	129	Null	16.960558	-0.50635904
G11	9	129	Null	12.258423	0.31586197
C10	11	125	Null	16.577427	-1.5437217
G3	7	121	WT	14.104299	-1.992025
D9	6	135	Null	17.237896	-0.940009
C11	20	154	Null	14.633443	0.568246
E2	8	102	WT	15.511332	2.875042
B7	1	78	HET	16.534666	-1.0049459
G2	3	125	WT	17.091127	1.5472978
B7	16	78	HET	17.097692	-1.5142399
C8	6	85	HET	14.24809	-2.3807192
F11	19	135	Null	13.711563	-2.6214104
E5	4	89	HET	12.957326	1.1225853
E11	19	185	Null	12.627843	1.130771
F12	16	125	Null	11.770475	0.8823554
G3	5	121	WT	16.585907	0.46110505
B8	9	64	HET	17.199488	-0.30904394
F8	6	63	HET	17.35609	1.8038551
C3	11	117	WT	16.10785	2.197691
B10	7	155	Null	13.237786	1.6270878
D9	4	135	Null	15.644451	0.24631606
E5	19	89	HET	11.784551	0.06915707
C4	12	104	WT	16.645138	-2.612
D2	1	98	WT	12.470474	-0.94066584
G11	15	129	Null	16.910175	-1.5009791
F2	17	111	WT	15.820682	1.1108137
B5	7	101	HET	15.337147	1.5071976
G1	11	72	WT	16.729197	1.1538062
C7	21	100	HET	15.389156	1.501051
F12	17	125	Null	14.154996	2.098163
E10	19	132	Null	14.471545	-2.6997976
E9	1	120	Null	14.887218	-2.8309157
B8	2	64	HET	17.133854	3.946423
B10	9	155	Null	14.74999	2.2202084
F9	5	149	Null	14.405557	0.85694534
F10	14	152	Null	12.737886	-0.7485334
G1	3	72	WT	17.695747	-0.53726953
E1	19	101	WT	16.13877	1.683928
G11	18	129	Null	12.954157	-0.5026033
G9	4	149	Null	13.672954	-2.219328
D12	5	106	Null	16.870163	0.18720016
D11	18	178	Null	14.755327	-0.24221107
C12	7	119	Null	17.312798	1.1064361
F3	8	92	WT	14.779884	1.9531672
G5	16	61	HET	12.419637	0.43606237
C1	4	66	WT	15.301238	-0.17975761
D3	11	128	WT	16.732296	1.1795802
F10	7	152	Null	14.32893	1.0716045
D9	7	135	Null	17.428646	-1.9707222
B11	10	148	Null	11.701829	-1.290818
G9	6	149	Null	14.612008	0.60541075
F10	12	152	Null	14.580724	1.1455868
D5	8	99	HET	16.241669	0.082544774
F5	9	109	HET	14.584471	-0.6773269
B2	15	97	WT	12.991343	-1.4701285
C10	9	125	Null	13.676187	0.8217505
E8	8	59	HET	16.756083	1.7918135
E11	16	185	Null	11.645906	1.1519393
B11	9	148	Null	15.471493	-0.7828361
B5	19	101	HET	16.03994	-2.2577612
B10	11	155	Null	16.324944	-1.5837624
B5	6	101	HET	17.005295	0.2070197
D2	20	98	WT	14.588832	-2.5718148
E12	10	115	Null	12.577661	0.71659815
D1	10	91	WT	17.078005	-1.7010515
F5	9	109	HET	16.504986	1.8996171
C12	14	119	Null	14.561659	-1.6595215
D3	11	128	WT	17.860823	0.12758842
E12	2	115	Null	17.66584	0.97329235
C9	18	156	Null	13.990056	0.39285567
C11	9	154	Null	14.17573	0.26831698
E10	17	132	Null	14.24241	2.8619409
E1	13	101	WT	16.38853	2.613227
C12	21	119	Null	16.415611	0.99586844
G3	11	121	WT	15.515767	-2.8021958
C12	10	119	Null	17.185364	0.8781399
F7	13	90	HET	11.96359	-0.5385856
C10	1	125	Null	16.728418	3.3486328
D7	1	83	HET	16.536182	1.9519311
C3	19	117	WT	15.044388	2.0759892
D3	9	128	WT	16.278498	-0.78004223
C10	13	125	Null	13.463603	1.0289346
F11	10	135	Null	14.828117	-0.7953614
F10	6	152	Null	16.293335	1.380105
C11	15	154	Null	15.360415	1.9469378
E3	21	122	WT	14.8074255	2.0110116
F3	1	92	WT	17.330553	-1.2619336
D10	4	157	Null	14.388472	-2.7959354
G12	20	121	Null	14.719851	-0.59126496
B11	1	148	Null	16.443598	0.24339075
F2	1	111	WT	16.357662	-1.876132
C10	7	125	Null	14.640318	2.7056317
F12	15	125	Null	15.6027155	-1.1989464
B6	2	99	HET	15.430619	-2.906841
E2	17	102	WT	13.89534	1.8550051
G9	13	149	Null	13.7690525	-2.6933556
G12	2	121	Null	16.461834	-1.7129078
E1	16	101	WT	15.288109	-1.8107097
D5	4	99	HET	15.098866	0.854423
B10	5	155	Null	16.160341	-1.8157556
E3	1	122	WT	17.124533	3.9242022
E7	5	103	HET	12.47095	-0.3238927
G11	11	129	Null	16.387358	0.94682264
E3	4	122	WT	11.084468	-1.5073268
G12	11	121	Null	14.731549	-0.49151617
B12	5	148	Null	16.530825	0.43627316
B4	20	112	WT	17.379187	-1.421049
E3	3	122	WT	14.277624	-1.1836755
B6	8	99	HET	15.193824	-2.6116784
G12	4	121	Null	15.703566	-0.4836894
B3	2	79	WT	17.711191	-1.5078568
D8	4	87	HET	14.331696	-0.21484873
C6	20	71	HET	16.356968	1.9107182
E4	8	86	WT	14.264893	0.70713043
F7	18	90	HET	14.694467	-2.4215186
D11	20	178	Null	13.022083	-1.0639827
E3	9	122	WT	17.28086	0.6081742
D7	3	83	HET	14.044633	-1.1557333
G11	9	129	Null	12.648588	-1.71321
D2	16	98	WT	16.77503	1.4208765
D4	21	102	WT	14.444715	1.8203143
F10	21	152	Null	14.26271	0.10352085
G12	19	121	Null	13.953342	0.38661516
C2	17	137	WT	17.515453	-0.81389433
F9	12	149	Null	14.5365095	-1.1278499
C8	3	85	HET	16.885897	-1.6955986
F4	18	94	WT	12.796604	-0.5936465
B12	12	148	Null	11.253025	-1.2489488
G2	3	125	WT	13.792339	-2.3508284
F9	21	149	Null	15.62108	0.05442241
C9	10	156	Null	13.346473	2.1427543
B6	14	99	HET	11.271333	-1.4633778
D7	21	83	HET	16.55781	-1.2567613
B12	21	148	Null	14.032457	1.7529762
B11	3	148	Null	16.70808	1.2898552
F4	3	94	WT	14.665981	-0.7563843
E6	17	66	HET	15.635957	0.90699756
D9	17	135	Null	11.98426	-0.9606056
F5	2	109	HET	12.399698	0.074203886
D10	6	157	Null	15.648181	-1.6619434
G6	8	79	HET	16.004688	-1.5608965
D8	16	87	HET	14.085549	1.3814176
B8	17	64	HET	16.03221	1.339946
E7	4	103	HET	16.984411	2.2921302
D5	2	99	HET	17.113895	1.9534206
C11	5	154	Null	15.68766	1.1079985
E11	7	185	Null	14.459605	-2.1114113
F11	6	135	Null	14.991856	2.4248254
G12	18	121	Null	15.0003395	0.14242831
C12	6	119	Null	14.187163	0.8032373
G5	20	61	HET	16.833748	1.4400578
G7	5	94	HET	17.325964	-0.45191655
G11	7	129	Null	13.698871	0.11954958
D7	5	83	HET	13.514283	-0.83886564
D8	8	87	HET	14.236588	0.5828171
F9	10	149	Null	14.369728	-1.7433118
D11	14	178	Null	12.082909	0.87298393
C11	4	154	Null	14.855871	2.3877208
E7	13	103	HET	13.98422	-2.7358572
G9	17	149	Null	15.75067	-0.7205261
F12	6	125	Null	16.371447	1.7357479
G12	3	121	Null	16.534664	0.5627407
G8	18	65	HET	13.28871	-0.16687807
F9	7	149	Null	13.965457	2.0478399
D7	7	83	HET	15.391313	1.3735728
B4	14	112	WT	13.670773	2.7520056
D8	6	87	HET	17.523922	-1.4372884
E3	9	122	WT	13.287887	-0.3066923
C5	2	78	HET	14.012079	1.2054864
B1	14	79	WT	12.180727	1.3686954
C9	1	156	Null	17.17498	-1.7826432
D9	4	135	Null	16.54745	-1.0683422
C10	7	125	Null	16.818445	2.4015708
G6	21	79	HET	16.592148	1.0327407
D11	11	178	Null	15.304526	-0.59570086
B10	19	155	Null	15.910902	-2.3591654
C3	11	117	WT	15.427213	1.0956163
G2	13	125	WT	17.550306	-0.060981404
G9	5	149	Null	13.102632	0.58346003
C3	13	117	WT	14.390973	-2.7991674
E2	1	102	WT	14.951223	2.0458822
D9	13	135	Null	11.60447	1.2414801
F10	7	152	Null	15.945393	-1.2705423
B12	5	148	Null	17.013834	1.7423567
F6	10	82	HET	13.992061	1.553982
D7	14	83	HET	16.285776	-2.6444309
B1	14	79	WT	15.959507	0.41897428
D3	3	128	WT	13.994485	-1.973534
C11	15	154	Null	14.954622	1.7394389
F9	19	149	Null	16.31434	-1.23213
E7	3	103	HET	14.323588	-2.3270485
E9	8	120	Null	14.233559	1.2888348
E6	10	66	HET	16.574717	0.7684079
E7	14	103	HET	12.962341	-1.309991
G7	10	94	HET	16.336212	-0.4092453
G8	17	65	HET	14.554778	0.23267227
D7	7	83	HET	15.936466	2.8327682
G11	2	129	Null	13.9402	-1.7011986
G11	13	129	Null	16.600538	-2.3941941
E11	20	185	Null	13.904272	-1.5380061
C9	5	156	Null	12.372311	-1.0280137
