Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	Metadata_Plate	UMAP0	UMAP1
E11	22	232	WT	Plate_6_filtered	8.026918	1.3915035
E7	14	194	WT	Plate_6_filtered	9.196852	5.685293
G5	32	131	Null	Plate_6_filtered	6.3552923	1.282771
G5	18	131	Null	Plate_6_filtered	6.8536057	1.831383
B2	29	129	WT	Plate_6_filtered	11.335801	1.1116264
D7	2	68	Null	Plate_6_filtered	10.758175	4.0211506
G8	14	132	Null	Plate_6_filtered	6.558314	3.7649114
B8	6	92	WT	Plate_6_filtered	10.431962	1.8008535
E3	32	161	WT	Plate_6_filtered	8.246893	1.9426795
B2	29	129	WT	Plate_6_filtered	10.745143	1.7117108
E9	34	251	WT	Plate_6_filtered	8.267342	4.688986
B9	24	135	WT	Plate_6_filtered	11.555969	3.8171268
B7	34	102	WT	Plate_6_filtered	10.102019	2.6594734
B2	29	129	WT	Plate_6_filtered	11.355054	1.5992703
E11	36	232	WT	Plate_6_filtered	8.990856	6.8585596
G4	6	109	Null	Plate_6_filtered	10.650799	5.7662826
D7	28	68	Null	Plate_6_filtered	9.821412	2.892945
B10	6	124	WT	Plate_6_filtered	10.426697	1.7170208
G9	13	87	Null	Plate_6_filtered	8.66697	4.3479
E9	20	251	WT	Plate_6_filtered	10.402239	6.747887
E8	11	215	WT	Plate_6_filtered	8.116395	1.7165451
G6	6	133	Null	Plate_6_filtered	6.8654366	6.394075
E9	10	251	WT	Plate_6_filtered	10.862074	5.6243324
E8	14	215	WT	Plate_6_filtered	8.233683	4.5448356
G5	1	131	Null	Plate_6_filtered	9.300948	6.0885334
E9	15	251	WT	Plate_6_filtered	9.715822	5.0061088
B11	4	122	WT	Plate_6_filtered	11.55772	2.5500884
G11	36	114	Null	Plate_6_filtered	7.539031	4.7167487
E6	24	144	WT	Plate_6_filtered	9.273946	6.088126
G4	6	109	Null	Plate_6_filtered	5.9882526	2.1704879
B3	3	116	WT	Plate_6_filtered	8.625717	7.2513523
E6	20	144	WT	Plate_6_filtered	6.1107764	3.0220082
E6	24	144	WT	Plate_6_filtered	6.857547	3.6999032
E8	18	215	WT	Plate_6_filtered	6.8643	6.3148084
G9	19	87	Null	Plate_6_filtered	9.945116	5.0551324
B4	18	88	WT	Plate_6_filtered	11.085836	3.7587402
G10	15	88	Null	Plate_6_filtered	10.018962	7.086197
G4	10	109	Null	Plate_6_filtered	9.994587	3.147575
E10	27	224	WT	Plate_6_filtered	8.120729	1.945212
D9	22	74	Null	Plate_6_filtered	9.079717	3.1977456
G4	21	109	Null	Plate_6_filtered	8.918787	3.7398174
