Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	UMAP0	UMAP1
F4	8	284	WT	2.0883608	-4.0650883
B4	13	219	WT	2.761438	-3.8991058
F4	25	284	WT	3.4054687	-7.059184
C12	17	321	Null	3.4987597	-7.8723245
G3	24	248	WT	1.2939354	-1.8642077
G8	7	358	HET	0.85471773	-4.405998
F3	16	174	WT	5.251423	-2.7407095
E4	15	246	WT	3.201136	-3.9345338
E11	9	59	Null	0.739648	-3.6411028
G8	4	358	HET	1.3633932	-2.1292582
B4	5	219	WT	4.285686	-5.03842
G10	13	72	Null	3.6199467	0.6533823
G4	18	388	WT	-1.9571764	-3.6389027
F1	20	13	WT	3.5978317	-0.4322501
F4	14	284	WT	0.81316304	-1.4325992
G8	25	358	HET	2.1727629	-5.3026032
C4	20	127	WT	1.5558921	-4.6511936
G4	8	388	WT	4.180936	-3.3838506
F4	23	284	WT	1.7464925	-4.6688385
B12	9	200	Null	3.259175	-3.5646708
G8	14	358	HET	0.8468396	-4.137854
B8	15	107	HET	5.132213	-4.446148
D9	23	24	Null	2.5730894	-0.35943386
D12	20	193	Null	2.3667994	-3.2620008
D3	19	168	WT	1.1722304	-3.509119
G3	17	248	WT	0.2743234	-1.5612156
D12	5	193	Null	1.38697	-4.6070027
E4	4	246	WT	1.7598604	-5.4996705
F10	1	66	Null	-0.12782729	-2.9808986
C4	23	127	WT	4.686124	-4.3816967
G5	6	66	HET	4.712522	-0.27664897
G8	17	358	HET	0.4901384	-1.9448118
C12	20	321	Null	3.604843	-4.344544
E12	24	328	Null	4.5116296	-3.6298108
E12	19	328	Null	1.00212	-1.7471266
D10	11	51	Null	2.5340507	-0.29120815
D8	25	122	HET	3.4220576	-7.0174956
D12	19	193	Null	3.867152	-3.7133062
D4	18	358	WT	3.7038112	-5.5483274
F4	15	284	WT	0.7303051	-5.1420994
D4	15	358	WT	3.790465	-4.4379106
D3	24	168	WT	2.8485842	-3.4357557
G12	15	187	Null	0.9129715	-2.3608613
B12	15	200	Null	2.2802043	-4.4121704
B12	9	200	Null	2.9082253	-2.7294133
C3	18	138	WT	-0.01339654	-4.365076
G8	13	358	HET	1.6338279	-3.231456
D12	15	193	Null	0.31228438	-1.6645558
B4	4	219	WT	2.0065522	-3.4365277
C4	25	127	WT	5.0548015	-4.336789
E4	13	246	WT	4.4134426	-3.560213
D4	19	358	WT	3.565915	-5.0893073
D3	23	168	WT	0.5752932	-4.6652737
B1	23	30	WT	2.1007514	-0.045640964
E4	24	246	WT	4.9106116	-4.138134
F12	10	125	Null	4.057868	-3.365988
E4	20	246	WT	2.896743	-3.231881
G4	18	388	WT	1.8174139	-4.0321836
D12	24	193	Null	2.899166	-4.248691
F2	17	91	WT	4.5149026	-0.83184636
D3	10	168	WT	0.5538915	-3.391263
D4	13	358	WT	3.2417998	-3.4979696
F10	15	66	Null	3.6602957	0.66331977
G8	13	358	HET	1.1048641	-3.918906
D6	19	99	HET	4.8733087	-0.20450126
D4	20	358	WT	0.6984847	-5.0020046
E10	7	74	Null	3.7883375	-1.3861103
B11	18	53	Null	-0.2799424	-2.747573
D3	5	168	WT	2.8180916	-3.0040836
D12	19	193	Null	3.9218626	-4.062704
F1	12	13	WT	4.8074203	0.32787797
G3	5	248	WT	1.793426	-3.7122917
D4	19	358	WT	3.692807	-4.4255095
E5	15	53	HET	4.828738	0.04788993
F12	22	125	Null	3.2181106	-5.582023
G8	19	358	HET	1.9380683	-4.6176934
D12	23	193	Null	-0.0239527	-0.1357236
F6	23	117	HET	2.36788	-0.46063948
E3	15	156	WT	1.4688989	-1.8183293
B3	14	77	WT	1.4037598	-4.519338
E12	9	328	Null	3.4611826	-5.2694893
E12	19	328	Null	3.8451385	-4.9809203
D4	8	358	WT	2.0376096	-4.443754
G6	1	125	HET	4.3804264	0.32943633
F3	18	174	WT	3.478551	-3.355759
F6	5	117	HET	4.8439384	-0.11707962
F4	20	284	WT	0.21146145	-2.0618002
C4	20	127	WT	2.2531462	-5.2723336
B4	13	219	WT	4.4538975	-3.8005106
F1	20	13	WT	0.7438208	0.45381194
G8	20	358	HET	3.678061	-5.1896925
E12	13	328	Null	1.7219105	-4.1977916
F4	10	284	WT	0.95405537	-4.890355
F2	6	91	WT	1.9420675	-0.17668386
B2	11	55	WT	4.8441415	0.08987466
G12	20	187	Null	1.3275594	-2.1442971
C11	24	54	Null	2.939781	-4.2701945
F11	17	100	Null	0.2867848	-1.6000179
F4	10	284	WT	3.3038583	-5.19923
F4	10	284	WT	0.7366931	-2.1835752
D1	18	47	WT	3.5147395	0.61760205
C12	9	321	Null	3.1493301	-4.223854
F4	25	284	WT	2.5973153	-4.996176
E7	25	37	HET	0.18689568	-2.3633394
B5	10	45	HET	3.2771885	-0.8490572
C6	10	98	HET	2.3576617	-0.67698073
G9	19	44	Null	2.5815797	-0.56084794
C12	25	321	Null	2.924476	-5.079942
C12	10	321	Null	3.7107694	-3.6081161
B4	22	219	WT	0.17842914	-4.3814206
D6	5	99	HET	1.0433902	0.34166074
G8	22	358	HET	2.0271237	-3.519768
D6	15	99	HET	4.4482965	0.6634006
F5	24	47	HET	3.5558052	1.0724416
D4	5	358	WT	4.787173	-4.178315
B8	23	107	HET	3.3729851	-6.4183455
E6	14	94	HET	3.7815073	0.72230357
C2	1	42	WT	4.2566986	0.88994837
F12	18	125	Null	3.0054927	-2.858475
G11	10	142	Null	1.7978271	-2.1124527
F1	17	13	WT	4.8867116	-1.0102172
F11	20	100	Null	0.3049337	-0.7685088
E4	23	246	WT	4.318589	-3.9483647
B5	6	45	HET	4.538348	0.45722622
G7	9	82	HET	3.6961055	-2.7406309
E4	22	246	WT	4.8292994	-3.172005
B2	7	55	WT	4.4394536	-0.4141277
D8	5	122	HET	1.5841578	-3.0249314
E3	25	156	WT	4.798617	-3.1539447
C3	18	138	WT	0.8431401	-3.6420121
D11	4	100	Null	1.1483043	-1.9580309
G8	4	358	HET	5.0897455	-3.4594927
G5	25	66	HET	2.2939487	0.2812963
G12	20	187	Null	1.9703004	-3.9109294
B6	9	104	HET	3.5454347	1.0399079
G3	7	248	WT	4.514332	-2.9868894
B11	23	53	Null	2.2494485	-4.5524487
D8	14	122	HET	5.047874	-4.0654306
B7	25	33	HET	1.8703226	-1.9459956
C3	14	138	WT	4.234228	-2.9264867
G10	21	72	Null	4.729663	-0.66743416
G4	14	388	WT	3.0398836	-4.2642546
D2	25	44	WT	4.6426773	-0.43909264
F6	20	117	HET	3.4876485	-0.19240159
G6	15	125	HET	3.5261762	-0.0014571644
D4	23	358	WT	3.8902295	-4.841619
E4	10	246	WT	4.937476	-4.320395
D5	5	39	HET	3.8718593	0.8193169
C4	9	127	WT	4.7506337	-4.438568
C2	17	42	WT	3.238421	0.7378074
F7	15	40	HET	0.07455331	-4.285785
D11	8	100	Null	3.268211	-2.447323
G12	8	187	Null	2.035877	-4.341396
G8	23	358	HET	0.25005463	-2.5693028
D4	25	358	WT	2.4871674	-4.1565585
C9	25	42	Null	2.1619885	0.4338847
C12	8	321	Null	4.125901	-5.1054873
D4	2	358	WT	4.8424354	-4.52374
F3	9	174	WT	4.8681884	-2.7771237
G4	22	388	WT	2.9136739	-5.251841
C7	24	54	HET	2.5343323	-2.9157314
F4	17	284	WT	4.881834	-2.7360532
B12	18	200	Null	1.6137745	-4.894341
G11	22	142	Null	0.24049504	-3.6494317
B12	24	200	Null	2.4814608	-4.519425
G8	8	358	HET	0.2654935	-2.105998
D4	15	358	WT	4.0071726	-4.529577
E12	15	328	Null	4.569845	-3.6751516
G4	23	388	WT	2.751402	-3.0614278
E4	4	246	WT	4.0889597	-5.1522284
C12	5	321	Null	1.6043783	-4.1013656
E6	7	94	HET	2.5455825	-0.54956627
F11	25	100	Null	4.285637	-2.1231372
D2	6	44	WT	3.0193548	-0.08973092
F11	7	100	Null	3.301877	-2.612681
G5	16	66	HET	3.4222097	0.4640241
E3	12	156	WT	5.26005	-3.3388426
C11	20	54	Null	0.31458473	-3.2762482
E12	4	328	Null	2.5915976	-2.1153753
D12	25	193	Null	1.3696678	-1.4901069
G8	6	358	HET	0.39253008	-4.4963465
G11	17	142	Null	0.6800736	-1.3915988
E4	5	246	WT	2.068147	-5.2805505
E4	4	246	WT	5.0973372	-4.3328032
G12	4	187	Null	1.3288934	-2.0682511
E3	13	156	WT	5.3117375	-2.4485343
E12	18	328	Null	3.717539	-4.9091387
G3	7	248	WT	2.6884875	-4.1796174
F12	22	125	Null	1.8402269	-2.766064
G7	23	82	HET	0.9632062	-3.710691
F4	15	284	WT	5.2961745	-3.7765617
E4	20	246	WT	0.6245974	-1.341361
F12	25	125	Null	3.7528727	-5.144664
D7	5	76	HET	1.2248399	-2.459857
B4	18	219	WT	4.474842	-2.823815
C3	16	138	WT	5.451458	-2.4288793
F3	14	174	WT	0.3559356	-3.3380084
E7	10	37	HET	1.7328149	-3.0388844
C3	12	138	WT	3.3234413	-2.8275013
D3	14	168	WT	0.14557324	-4.6571894
C11	19	54	Null	4.885217	-2.5173025
C9	3	42	Null	3.6185033	-0.13022904
G12	20	187	Null	0.52456033	-2.2889054
B6	1	104	HET	2.7231843	0.35862306
D3	21	168	WT	2.8516436	-4.0563865
B4	5	219	WT	2.7752202	-2.1327536
B12	4	200	Null	5.1816015	-2.942319
C12	15	321	Null	3.0693467	-3.0235238
E5	4	53	HET	3.2619543	0.102162935
E12	14	328	Null	1.0805407	-4.6661906
F12	23	125	Null	3.9253814	-3.3434405
C1	15	33	WT	3.470558	0.97898626
D11	2	100	Null	3.481561	-2.732404
C10	21	45	Null	3.3294864	-0.6573916
F5	6	47	HET	3.1673608	1.2511013
D6	22	99	HET	3.2116416	0.0446835
B12	23	200	Null	3.951627	-3.099371
B6	20	104	HET	3.468224	-0.4140576
D1	6	47	WT	3.0272517	0.8226479
G8	15	358	HET	2.2288182	-2.681105
G10	22	72	Null	4.635621	-0.9400878
C7	10	54	HET	1.0721793	-3.3878105
C6	7	98	HET	1.7892263	-0.5934268
B5	11	45	HET	1.2111356	-1.7802439
F4	9	284	WT	1.3854616	-5.6830773
E4	10	246	WT	4.7166905	-4.2165837
D4	4	358	WT	2.560959	-3.927965
C12	21	321	Null	3.2116482	-3.787961
B4	23	219	WT	0.25048316	-1.546376
B4	14	219	WT	0.96189356	-3.7742288
F7	24	40	HET	1.444706	-2.020178
C12	9	321	Null	4.0590568	-4.501594
B5	7	45	HET	3.566088	-1.2376468
F3	12	174	WT	2.2636104	-3.7980254
F4	18	284	WT	0.052020036	-0.5337791
C4	22	127	WT	3.100758	-4.7268643
G4	20	388	WT	2.4074478	-3.957259
G7	15	82	HET	-0.15649073	-2.3760145
F4	9	284	WT	0.96215576	-1.700042
G6	13	125	HET	3.354675	0.9526543
B6	22	104	HET	4.7337704	-0.101807006
E11	4	59	Null	1.5739609	-2.8271961
G8	23	358	HET	3.0404067	-4.17058
E12	25	328	Null	4.2859454	-2.7852697
E5	21	53	HET	2.1380472	-2.180186
D8	5	122	HET	1.9109527	-3.818379
F4	13	284	WT	4.372646	-4.169225
F11	15	100	Null	3.8630152	-3.8118808
E1	11	20	WT	3.88447	0.5706984
B8	25	107	HET	0.8897889	-2.615558
F12	22	125	Null	1.4594612	-4.5994763
D12	22	193	Null	0.77633	-4.6213098
E6	23	94	HET	3.9838626	0.14043702
D6	17	99	HET	4.521007	-0.5444857
E10	18	74	Null	3.5340202	-0.8587415
E2	23	60	WT	2.9962995	-0.5306619
F4	18	284	WT	4.174226	-4.0935354
D7	10	76	HET	3.7202537	-2.9972446
G8	17	358	HET	2.0613215	-2.7150302
D4	25	358	WT	2.8331206	-5.419205
D3	15	168	WT	1.6015141	-4.5250287
G8	11	358	HET	0.8586519	-2.5976336
D4	24	358	WT	1.5077372	-4.1761403
C3	9	138	WT	1.776714	-2.3545854
F4	13	284	WT	2.144213	-4.2467465
C6	14	98	HET	2.9869654	-1.0182974
F3	17	174	WT	0.5813247	-1.9070735
G7	23	82	HET	3.692435	-2.242551
F2	9	91	WT	3.3129268	0.6158051
B8	15	107	HET	4.4199224	-3.672749
E6	5	94	HET	3.299746	-0.44480178
C3	8	138	WT	2.3965182	-2.5638845
F2	11	91	WT	2.892956	0.4842624
G2	14	94	WT	3.5216358	0.96604335
C3	9	138	WT	1.1224178	-0.48516718
D4	23	358	WT	4.173629	-4.927469
G11	15	142	Null	0.37435734	-1.3263136
F3	15	174	WT	4.835117	-2.8273578
G6	4	125	HET	3.0648549	0.35038197
G4	17	388	WT	1.1962609	-4.161698
E10	18	74	Null	4.32236	0.10263901
F2	6	91	WT	1.9883443	0.004986692
B11	5	53	Null	1.6215858	-4.752077
C6	2	98	HET	2.9241943	0.70334756
G3	3	248	WT	5.0998335	-3.07485
G8	20	358	HET	0.5448363	-3.1906648
C12	25	321	Null	3.5036197	-3.771163
G8	10	358	HET	3.40091	-5.070605
E10	6	74	Null	3.9705293	-1.3832238
G8	8	358	HET	3.6672301	-5.1958632
D5	4	39	HET	4.035285	0.39294145
C12	9	321	Null	3.0665884	-5.7541666
B4	4	219	WT	2.4378774	-4.0952516
D3	9	168	WT	1.6084783	-5.258071
F9	1	36	Null	0.37371054	-0.50773615
E12	4	328	Null	3.0531962	-6.409626
B6	3	104	HET	2.6834981	0.015391168
D12	23	193	Null	2.8031788	-5.586387
C4	22	127	WT	0.96182954	-4.979632
C11	23	54	Null	0.38959435	-3.9026523
C11	20	54	Null	1.2011608	-0.63380134
G12	25	187	Null	3.0381663	-4.333253
G12	9	187	Null	1.5538604	-4.0776052
E3	8	156	WT	5.368873	-2.494571
E10	21	74	Null	2.8322167	-0.9382357
F2	23	91	WT	2.0190403	0.13051806
B12	15	200	Null	3.372438	-6.9632945
G3	13	248	WT	3.5963674	-3.274568
D12	25	193	Null	3.910268	-4.471876
B1	21	30	WT	2.3174677	-0.3955509
G3	19	248	WT	-0.30732593	-2.814289
D12	23	193	Null	4.3115582	-4.362376
C12	8	321	Null	2.3909485	-4.685209
C2	21	42	WT	2.5680516	0.48996505
G4	8	388	WT	3.9577737	-3.0690358
E6	11	94	HET	3.2038858	0.66796964
C3	9	138	WT	1.8534644	-4.2897773
F12	19	125	Null	0.046465628	-1.8690552
B12	25	200	Null	0.032073908	-4.0656266
D3	21	168	WT	4.4154396	-2.8636394
G8	7	358	HET	1.5240422	-3.920696
D12	19	193	Null	4.42878	-5.157278
G3	6	248	WT	1.3768246	-0.9069521
D10	3	51	Null	4.128597	0.7302029
F12	25	125	Null	1.6094433	-2.8037539
B6	7	104	HET	3.6148887	-0.03508365
D3	4	168	WT	2.8493469	-3.1760683
E6	16	94	HET	1.0819116	-0.53095233
B3	25	77	WT	2.67656	-3.7112012
B9	11	47	Null	3.4432018	-1.2699157
D9	23	24	Null	3.4870684	-1.8389105
G8	23	358	HET	3.0887535	-2.386142
F6	3	117	HET	3.6183226	-0.1814119
D3	7	168	WT	4.2826004	-2.9311342
G4	4	388	WT	2.5565124	-6.001563
C4	23	127	WT	4.1653204	-3.8186066
G5	18	66	HET	4.5451183	0.32227814
D4	23	358	WT	3.5161207	-5.789612
C7	5	54	HET	1.8892075	-2.9606035
G6	5	125	HET	3.3915222	-0.0008994162
G4	15	388	WT	5.027698	-2.6256971
G12	4	187	Null	1.0398625	-2.672279
B8	25	107	HET	2.2273445	-1.9752508
C3	10	138	WT	2.469603	-3.4609842
F3	8	174	WT	3.0707355	-3.488866
G8	23	358	HET	4.478152	-3.866763
F12	25	125	Null	2.9421492	-5.0988283
D4	13	358	WT	1.9811367	-4.161317
B10	21	49	Null	1.8729862	-0.25015187
D11	23	100	Null	3.9948096	-2.2075272
F3	14	174	WT	1.7066737	-2.6968124
D3	9	168	WT	5.4548774	-2.1336117
C4	25	127	WT	4.621922	-4.458075
F6	24	117	HET	2.726085	-0.29835635
G8	8	358	HET	3.1372995	-5.521061
E6	20	94	HET	4.1607018	-0.17670874
C3	10	138	WT	4.601012	-3.2838292
B2	23	55	WT	3.639434	-0.290944
E10	2	74	Null	3.548737	-1.5455027
E4	20	246	WT	4.8715167	-4.2265244
F4	13	284	WT	2.3933501	-3.7833316
E1	15	20	WT	3.1531186	0.117413096
G3	10	248	WT	2.429937	-2.5983803
C3	15	138	WT	1.0003773	-4.1973605
E2	7	60	WT	1.9291993	-0.068984814
G4	5	388	WT	0.3667085	-1.8629342
F11	24	100	Null	2.5879905	-2.256579
G4	25	388	WT	2.0315406	-4.179235
F5	21	47	HET	3.3529973	-0.9847802
B6	13	104	HET	4.805573	-0.45113695
G8	20	358	HET	3.4599597	-6.0623264
G4	10	388	WT	0.67446804	-4.4278884
G10	2	72	Null	2.1504169	-0.018729115
C12	4	321	Null	3.5595093	-3.8519902
G12	25	187	Null	2.3179994	-3.0963812
E11	17	59	Null	3.3646445	-3.233056
C11	14	54	Null	3.5290143	-2.6722205
D11	4	100	Null	2.927801	-2.616241
G8	22	358	HET	2.5049834	-4.0969877
D8	14	122	HET	5.4553437	-2.7777026
B12	24	200	Null	2.2603903	-5.1599045
C7	25	54	HET	4.067143	-2.5678146
F12	14	125	Null	3.7098672	-3.3812547
G8	24	358	HET	1.1318347	-2.9081905
C12	20	321	Null	3.8600776	-4.2346087
B12	16	200	Null	2.2537727	-4.966557
G3	8	248	WT	1.2323993	-3.562198
D4	10	358	WT	4.2492876	-2.897043
B5	17	45	HET	3.7268836	-5.562508
E6	14	94	HET	2.5850122	-0.25294343
G2	1	94	WT	3.9382133	-0.49429783
C10	19	45	Null	3.647274	-0.25762922
C11	18	54	Null	2.7236433	-2.4243667
B4	20	219	WT	-1.9565319	-3.6363673
D4	2	358	WT	1.1341032	-3.6039212
F5	5	47	HET	2.8179555	-0.04629096
D8	15	122	HET	1.7052734	-2.0312634
C3	15	138	WT	0.042733118	-0.43858922
B12	18	200	Null	3.2142165	-3.0438516
B11	4	53	Null	2.8994064	-2.8543742
G3	11	248	WT	0.5846288	-3.9790175
G2	6	94	WT	3.1828392	0.2761099
G4	15	388	WT	1.7340723	-4.3346214
G6	9	125	HET	3.5481005	0.41968155
F2	21	91	WT	-1.9854634	-3.6360033
G9	9	44	Null	2.686208	-0.6777712
F3	20	174	WT	4.1771607	-3.2110858
F9	21	36	Null	2.862855	-1.3293447
F2	15	91	WT	0.77562326	0.37903294
F6	17	117	HET	3.543226	1.103239
F4	15	284	WT	5.036118	-3.9931567
C11	24	54	Null	3.536431	-3.0032194
D1	7	47	WT	2.260364	-0.53682953
C6	15	98	HET	4.3298664	0.15886462
D5	4	39	HET	4.555815	-0.6884049
G11	25	142	Null	0.47508737	-1.3231237
E4	10	246	WT	1.5586495	-4.875193
D4	12	358	WT	1.5629058	-3.8397863
D3	9	168	WT	0.9127253	-4.606977
D8	15	122	HET	1.5622567	-3.503753
B12	18	200	Null	2.3632002	-4.9207788
D12	9	193	Null	1.4227828	-2.6000636
D5	20	39	HET	3.7664373	0.20004672
F12	25	125	Null	4.315153	-2.7973135
B8	25	107	HET	1.0755647	-3.2771695
E2	11	60	WT	3.595004	0.101710126
F4	13	284	WT	3.4116058	-4.350713
G4	18	388	WT	3.171406	-4.869672
F4	25	284	WT	4.053949	-5.063161
B5	9	45	HET	3.9312387	0.82911474
D10	23	51	Null	2.4286947	0.41335627
E11	9	59	Null	-0.18783179	0.3246129
C3	5	138	WT	0.62299496	-3.9411674
B1	14	30	WT	4.8173933	-0.008709548
B4	23	219	WT	1.24195	-4.265532
C4	19	127	WT	1.1500217	-5.50104
C11	23	54	Null	0.95744497	-4.418344
D4	7	358	WT	2.2919922	-4.537414
E5	1	53	HET	2.320967	-2.193293
D6	16	99	HET	3.8916566	0.18938307
D4	4	358	WT	1.6706277	-3.6058242
B12	14	200	Null	2.2557755	-5.4417405
F3	22	174	WT	3.9156702	-2.9759996
E12	13	328	Null	1.7439898	-4.5149717
E6	5	94	HET	3.492354	-0.24609134
E4	23	246	WT	4.495678	-4.5309086
F10	13	66	Null	2.2225976	-0.041292418
E12	12	328	Null	1.3124588	-4.9147716
E4	20	246	WT	4.228573	-5.2304816
C12	20	321	Null	4.222839	-3.8798368
B6	20	104	HET	3.5482464	0.84064573
E4	19	246	WT	3.8139002	-3.78503
C4	22	127	WT	0.73199207	-5.381266
F3	3	174	WT	4.0839405	-2.930028
B8	23	107	HET	1.6421806	-4.6780753
D4	17	358	WT	2.8234155	-4.373319
E12	8	328	Null	1.1447189	-3.851102
F4	13	284	WT	5.20157	-2.7447188
B4	13	219	WT	0.7373887	-5.262949
F9	15	36	Null	2.281574	0.63883114
F12	10	125	Null	2.2808628	-3.2306848
D11	13	100	Null	0.4731192	-2.5914826
F5	25	47	HET	4.3280616	0.27685153
D4	25	358	WT	3.8920672	-4.629576
D8	25	122	HET	0.7191919	-2.637959
E4	22	246	WT	2.9436378	-5.9679728
C3	19	138	WT	5.21133	-2.504555
D7	5	76	HET	1.1505527	-0.4768079
C11	19	54	Null	4.1320047	-3.1558752
D12	5	193	Null	3.9620225	-4.462403
G8	4	358	HET	0.35574126	-2.8703282
F10	25	66	Null	2.3924558	0.6507461
D7	20	76	HET	4.8848586	-2.598193
C12	24	321	Null	2.5627103	-3.5175614
D3	9	168	WT	1.6481035	-2.7560596
D12	15	193	Null	0.5797575	-3.2331083
E2	17	60	WT	4.2900295	-1.0590101
C3	16	138	WT	5.3079667	-2.5706584
C10	19	45	Null	3.7166023	-0.3407795
B9	16	47	Null	2.8360386	-1.8592244
D12	19	193	Null	0.7302564	-1.7394373
G6	5	125	HET	2.475416	-0.055750627
E12	17	328	Null	2.318797	-2.6762047
G12	9	187	Null	1.695341	-3.7853281
F11	13	100	Null	-0.017665418	-3.667605
D4	25	358	WT	1.207283	-2.0109181
F10	23	66	Null	2.7618442	-0.56403625
E4	20	246	WT	2.066687	-4.9654493
B6	17	104	HET	3.869057	-0.89020085
G10	1	72	Null	2.248143	0.61708856
D4	18	358	WT	2.1421547	-3.1513424
E4	4	246	WT	2.2896628	-4.1152925
C11	10	54	Null	4.8561454	-2.978591
F4	14	284	WT	1.0590384	-4.983646
G8	22	358	HET	4.4506483	-2.867852
C6	23	98	HET	2.6802046	-1.2254195
G10	3	72	Null	4.0054007	0.81419235
F4	19	284	WT	4.538095	-5.1488657
G6	2	125	HET	3.341767	-0.20601071
B7	19	33	HET	0.6339568	-3.6753235
D1	18	47	WT	3.0985782	-1.150761
E11	19	59	Null	1.0392112	-4.0762696
B12	18	200	Null	2.9291096	-4.503788
G9	6	44	Null	3.211308	-0.2581875
G3	18	248	WT	4.793075	-2.4891775
B8	23	107	HET	4.044204	-3.6085453
C3	24	138	WT	1.4812332	-5.145987
D4	25	358	WT	4.666813	-2.3628597
E1	6	20	WT	4.887534	-0.9686205
G4	12	388	WT	2.5556867	-3.0744536
B11	19	53	Null	4.317513	-3.4743347
D3	24	168	WT	4.5162935	-3.449985
E11	20	59	Null	2.7777917	-2.055173
B3	5	77	WT	1.5214449	-3.4136815
G11	18	142	Null	1.6267563	-3.0805986
F1	20	13	WT	2.8398905	0.47875303
G5	2	66	HET	2.4978158	-0.04745381
F6	20	117	HET	3.8193917	-0.17191133
E12	19	328	Null	4.239554	-4.2898726
G3	9	248	WT	1.7482136	-2.973593
D3	10	168	WT	1.3803115	-5.6677103
F12	10	125	Null	0.55871964	-4.571961
C12	24	321	Null	1.2375612	-5.178332
G4	24	388	WT	2.0033123	-3.443234
F4	25	284	WT	4.9228177	-4.4343696
D7	5	76	HET	2.239626	-1.955767
D12	4	193	Null	3.0582564	-3.6637242
C9	22	42	Null	2.8959873	-1.9034866
G4	18	388	WT	1.7056525	-3.8180325
F4	14	284	WT	0.3930519	-1.2141483
G6	1	125	HET	3.5822976	-0.614774
G12	13	187	Null	2.8517973	-4.518806
G4	9	388	WT	2.9114308	-4.101666
E3	24	156	WT	4.8889813	-3.3526936
D8	5	122	HET	0.9726759	-1.6471214
G12	20	187	Null	1.7780211	-3.6540341
E4	23	246	WT	3.363739	-4.22769
F6	2	117	HET	4.770785	-0.062442545
B2	13	55	WT	2.7509718	0.14619294
E11	2	59	Null	3.0841897	-2.4206898
E4	5	246	WT	1.6511825	-3.261417
E4	4	246	WT	4.5661683	-3.8390074
B10	14	49	Null	3.5448158	-0.93484414
F4	8	284	WT	2.855303	-4.7826204
E12	5	328	Null	0.07989762	-0.073600434
D2	6	44	WT	3.3883495	0.31808576
F12	19	125	Null	2.9841695	-3.4333
F6	4	117	HET	3.9063692	-0.01690918
B5	21	45	HET	-0.21583208	-2.8691523
D8	14	122	HET	0.8528259	-3.17186
E11	5	59	Null	1.7888435	-1.3899019
D11	5	100	Null	2.620127	-2.8114529
D12	9	193	Null	2.8877652	-3.2461755
G3	22	248	WT	2.1044564	-4.027795
F6	25	117	HET	4.6121674	0.3322564
G11	24	142	Null	1.8561765	-3.682408
B12	18	200	Null	2.1221793	-5.315884
G2	6	94	WT	2.7640674	-1.2223189
E12	12	328	Null	0.98413527	-4.7416577
G11	1	142	Null	1.2016889	-3.6687484
D3	7	168	WT	2.809328	-3.4261904
D4	18	358	WT	0.44041613	-5.147195
B4	13	219	WT	1.2764018	-3.407651
E6	20	94	HET	4.657706	-0.57439154
B3	20	77	WT	1.4311252	-5.089483
D4	17	358	WT	4.361594	-3.9010901
C4	25	127	WT	0.6836985	-5.3274713
G12	20	187	Null	3.1210423	-4.0264454
D10	7	51	Null	4.4787126	-0.37164533
E3	16	156	WT	4.822057	-2.83324
D6	6	99	HET	4.4288473	0.18094715
G7	23	82	HET	4.216734	-2.4331472
F11	8	100	Null	5.314979	-2.440086
B4	24	219	WT	0.7167235	-5.0468817
D12	13	193	Null	3.329664	-4.2562914
D4	9	358	WT	2.574595	-4.007218
G12	23	187	Null	3.153184	-3.9831307
B5	18	45	HET	4.018107	0.54848987
D11	9	100	Null	1.8906893	-2.7521648
B6	21	104	HET	3.4042852	1.2369919
G2	15	94	WT	4.074735	-0.116435096
G4	4	388	WT	2.2081394	-4.618353
E3	16	156	WT	0.37574136	-2.8909864
E3	13	156	WT	2.3399181	-4.588098
B4	15	219	WT	1.4894717	-2.4099832
D4	12	358	WT	0.54733205	-5.2154093
B7	25	33	HET	1.6509415	-3.245678
G6	1	125	HET	0.24606921	0.30107626
G2	10	94	WT	3.832253	-0.24418496
G10	17	72	Null	2.8245132	-0.19031423
B6	20	104	HET	2.8491738	-0.10053592
G8	8	358	HET	1.8113146	-3.4078298
C9	22	42	Null	2.421588	-1.3893013
C3	15	138	WT	0.13575175	-3.8354664
G4	23	388	WT	1.740199	-5.6702175
F5	5	47	HET	3.3320055	-0.46625966
B10	19	49	Null	3.5826776	-0.9655101
G11	9	142	Null	1.7994275	-3.1140797
B3	25	77	WT	3.0699825	-2.402024
G10	16	72	Null	3.9036353	-0.9040648
G4	12	388	WT	3.4452662	-4.776766
D8	15	122	HET	2.8512738	-5.59588
D12	25	193	Null	2.2801301	-3.5041404
E3	17	156	WT	0.0365598	-3.5113647
E10	25	74	Null	2.4608073	0.12504621
D12	9	193	Null	3.98723	-4.042076
F5	9	47	HET	0.022993209	0.44507924
E5	10	53	HET	3.9175637	0.19559787
G12	23	187	Null	2.1401587	-4.8629847
D11	14	100	Null	3.4678807	-2.8473
E12	4	328	Null	0.89905286	-4.030588
B3	25	77	WT	1.0948606	-5.3345103
C7	25	54	HET	5.5836177	-2.3870122
C3	24	138	WT	2.4094765	-4.3534684
B3	20	77	WT	0.2849614	-4.695838
F10	4	66	Null	4.085643	-0.38862363
E11	24	59	Null	2.7918062	-2.4995852
B6	20	104	HET	3.3600247	0.1250126
G3	21	248	WT	0.22859682	-3.7855551
G8	11	358	HET	3.0937996	-3.967946
F12	23	125	Null	2.7909253	-2.368915
G8	21	358	HET	3.4764278	-3.3715086
D2	6	44	WT	4.846791	-0.37858614
