Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3_prime	8	F4	WT	284	2.027502	0.9815867
Plate_5	13	B12	Null	148	2.0740533	2.2714887
Plate_3	23	E11	Null	331	3.4791596	-1.8833085
Plate_3	20	C4	WT	666	1.5006038	1.5374618
Plate_3	17	E11	Null	331	3.449582	-1.5635444
Plate_3	19	C11	Null	281	2.4900076	0.04103028
Plate_3	8	B11	Null	279	0.43195492	-0.36759013
Plate_3	4	D3	WT	305	1.9505448	2.0926433
Plate_5	11	C12	Null	119	3.3908937	-0.18806887
Plate_3_prime	20	E4	WT	246	2.258385	-2.2482252
Plate_3	17	F9	Null	71	-0.7187045	1.4805557
Plate_3	23	B12	Null	531	2.5291245	-0.76199824
Plate_3_prime	21	C12	Null	321	3.350416	1.4532292
Plate_5	21	F9	Null	149	1.5601687	-1.3208468
Plate_3	22	E12	Null	607	-2.3467762	-1.3656366
Plate_3	17	G12	Null	481	2.8453825	-2.6768432
Plate_5	10	C4	WT	104	0.17802434	1.2736604
Plate_3_prime	23	G4	WT	388	1.8586726	-1.1646899
Plate_3_prime	8	C12	Null	321	3.669399	-0.9091296
Plate_3	8	G3	WT	187	0.39507866	0.8434006
Plate_5	13	F11	Null	135	-0.7397866	1.6344242
Plate_5	6	E1	WT	101	0.9917102	2.2960763
Plate_5	4	E11	Null	185	1.8135006	-3.0488837
Plate_3	1	E10	Null	118	1.9184561	0.07154881
Plate_5	16	F10	Null	152	0.47421867	-1.3638335
Plate_3	4	D10	Null	135	1.4170858	1.9015889
Plate_5	5	E12	Null	115	1.7424793	0.6839383
Plate_3	13	F12	Null	647	3.1541743	-0.1539713
Plate_3_prime	7	C12	Null	321	0.74175197	2.0651326
Plate_3	21	G12	Null	481	3.8434682	-0.6963764
Plate_3	24	F2	WT	71	1.1550549	-3.4559305
Plate_5	4	B9	Null	173	0.9624945	2.9307585
Plate_3	13	E3	WT	168	2.5671597	-1.0167298
Plate_5	7	B4	WT	112	1.8992128	-3.3681378
Plate_3	6	C12	Null	570	2.320703	-3.4078033
Plate_3	23	B4	WT	559	2.7051985	-3.1739585
Plate_3	18	D10	Null	135	2.008365	-2.8950424
Plate_3_prime	20	E10	Null	74	1.9195036	2.361771
Plate_5	4	G4	WT	100	0.76477116	0.6234431
Plate_3_prime	20	F4	WT	284	3.1648593	-2.8296435
Plate_3	9	E12	Null	607	3.7898874	-1.3538369
Plate_3	4	C4	WT	666	3.7125015	-0.15497933
Plate_5	11	F12	Null	125	-0.48873165	0.57115847
Plate_3	16	F11	Null	329	-2.3131704	0.3637588
Plate_3	4	D12	Null	623	4.125015	-1.6712614
Plate_5	12	G11	Null	129	-0.8039936	1.099034
Plate_3	3	B3	WT	297	1.5084931	2.0103445
Plate_3	25	B11	Null	279	2.3573716	-1.0940138
Plate_3	19	D12	Null	623	1.6135269	-0.28321296
Plate_3_prime	21	D2	WT	44	3.0080884	0.20689921
Plate_3	16	B11	Null	279	-1.8853999	1.0266424
Plate_5	16	G3	WT	121	3.503692	-1.9779605
Plate_3	7	C4	WT	666	3.9026573	0.75904816
Plate_3	15	D2	WT	152	-0.3987692	-1.60284
Plate_3_prime	23	B12	Null	200	2.5405543	-0.99926263
Plate_3	16	C11	Null	281	2.821763	1.7001679
Plate_3	25	F12	Null	647	4.035935	-0.27392972
Plate_3	9	B3	WT	297	-2.1021137	-1.8379954
Plate_3_prime	15	E3	WT	156	0.26081857	-0.37325934
Plate_3_prime	22	G4	WT	388	2.5153506	-3.4443083
Plate_3	4	C2	WT	175	3.0573437	0.86900705
Plate_3	6	F1	WT	43	2.7427526	-3.7113085
Plate_3	19	D12	Null	623	-2.41923	-1.8430834
Plate_5	12	B12	Null	148	3.4877129	-0.43550134
Plate_3_prime	23	E4	WT	246	1.1492467	0.75083435
Plate_3	15	E3	WT	168	1.3073148	0.79829496
Plate_3_prime	22	G4	WT	388	3.053729	-3.2726567
Plate_3_prime	12	G4	WT	388	1.1758271	1.8693846
Plate_3	17	B3	WT	297	2.013481	1.0535218
Plate_3_prime	13	E4	WT	246	3.2424817	-2.6698272
Plate_3	3	B4	WT	559	4.266782	0.8882598
Plate_3	14	F11	Null	329	2.902001	0.37565205
Plate_5	14	B1	WT	79	1.8756517	-3.4976835
Plate_3	22	D3	WT	305	0.9941366	-0.43880257
Plate_3	19	B4	WT	559	2.3934424	-1.6361892
Plate_3_prime	22	C3	WT	138	2.1150496	2.278344
Plate_3_prime	14	B4	WT	219	1.6145017	-2.1446323
Plate_3_prime	20	G12	Null	187	3.1927896	-1.8837409
Plate_5	18	G2	WT	125	-0.7965443	1.6388044
Plate_3_prime	13	F11	Null	100	1.1326493	0.5933106
Plate_3	18	C9	Null	61	1.0694207	-2.24291
Plate_5	10	C11	Null	154	1.9714092	-3.2754123
Plate_3_prime	23	E12	Null	328	2.1633239	-1.6606876
Plate_5	5	C4	WT	104	-0.10965287	-0.6903749
Plate_3	7	G12	Null	481	-2.3351734	-2.09406
Plate_3_prime	13	G3	WT	248	0.32617542	-0.82487977
Plate_3_prime	2	D4	WT	358	0.84016484	1.3431853
Plate_5	16	B2	WT	97	1.2355537	2.3597233
Plate_3	3	B2	WT	139	0.8297914	-2.4222026
Plate_3	1	D4	WT	636	1.9065951	-1.0484046
Plate_5	15	G4	WT	100	2.342392	-0.81645554
Plate_3	13	F11	Null	329	1.5076396	0.44273016
Plate_5	21	F11	Null	135	0.097158045	-0.4723378
Plate_3	5	D1	WT	38	-0.1758772	2.3565156
Plate_3	9	F4	WT	438	3.3585424	-1.3633417
Plate_3	7	C4	WT	666	2.8701665	-3.3606014
Plate_5	4	C9	Null	156	2.2766175	1.4015957
Plate_3_prime	23	B12	Null	200	1.4838464	-2.2525947
Plate_3	21	E12	Null	607	3.3982244	-1.7428296
Plate_3_prime	24	G4	WT	388	3.3005052	0.8609072
Plate_5	15	D11	Null	178	1.210017	-2.1224089
Plate_3	24	G4	WT	386	3.0215092	-1.3092966
Plate_3_prime	18	G10	Null	72	0.961172	2.841534
Plate_3	19	C10	Null	136	0.8061519	-0.915425
Plate_3	19	C4	WT	666	3.9004402	1.46349
Plate_3	13	C4	WT	666	2.505041	2.1864138
Plate_3	20	C12	Null	570	6.9070497	1.6659697
Plate_3_prime	21	D3	WT	168	1.8715446	-3.6091702
Plate_5	8	C10	Null	125	1.3586693	-2.8949642
Plate_3	12	D12	Null	623	1.0398213	-1.406644
Plate_3	5	B11	Null	279	1.1081063	1.9438568
Plate_3_prime	22	C12	Null	321	1.5497379	-2.2174728
Plate_3	4	B11	Null	279	1.813078	-2.2669792
Plate_3_prime	17	C12	Null	321	3.0068486	1.9161011
Plate_3	5	D3	WT	305	-2.079373	-1.7705883
Plate_3	23	F11	Null	329	-2.3704908	0.41135594
Plate_5	3	F2	WT	111	3.1067421	-2.793812
Plate_3	3	E11	Null	331	0.45917508	1.1958563
Plate_5	20	C3	WT	117	1.2621058	2.6700213
Plate_3	14	B12	Null	531	1.7246817	-0.5341209
Plate_3	7	D12	Null	623	2.8887653	-0.89532804
Plate_3_prime	23	B9	Null	47	-1.0697727	-1.0041425
Plate_5	13	B4	WT	112	0.6828154	2.9042666
Plate_3	25	B4	WT	559	2.6878958	-2.1419575
Plate_3	12	D12	Null	623	1.3440516	-2.0890446
Plate_5	16	F9	Null	149	-1.4691149	-0.30864987
Plate_5	13	D4	WT	102	3.2952175	1.0100894
Plate_3	5	C9	Null	61	-0.015760612	0.33815834
Plate_3	16	D9	Null	51	-0.5384673	1.2435725
Plate_3	23	E3	WT	168	3.068217	-2.1147845
Plate_3_prime	9	F12	Null	125	2.607379	0.007404777
Plate_3	12	C4	WT	666	2.4898639	-1.225987
Plate_3	3	F4	WT	438	2.7741644	1.5958072
Plate_3	2	E3	WT	168	-1.0343455	-0.0013437944
Plate_5	12	F1	WT	88	1.8173323	2.3098128
Plate_3	5	G12	Null	481	3.712921	1.7834821
Plate_3_prime	10	D11	Null	100	-0.7430075	1.7082484
Plate_5	12	G12	Null	121	1.5396948	1.1774517
Plate_5	21	B3	WT	79	3.7094772	-1.523824
Plate_5	5	C2	WT	137	2.9657838	-0.46375585
Plate_3_prime	25	G3	WT	248	3.313996	-1.72268
Plate_3	22	D10	Null	135	2.7619138	-0.6679861
Plate_3	7	F4	WT	438	0.8477447	0.21280463
Plate_3_prime	9	D11	Null	100	-0.10711687	1.5897899
Plate_5	18	E1	WT	101	2.4178808	-1.3136274
Plate_3	4	G12	Null	481	0.40531325	-0.22448646
Plate_3	2	C12	Null	570	0.63990706	-1.8918039
Plate_3	7	G4	WT	386	3.1263468	0.3461318
Plate_3	8	B4	WT	559	2.2077675	-3.1805067
Plate_3_prime	20	D2	WT	44	-0.04194452	2.2075555
Plate_3_prime	20	E12	Null	328	2.4336545	-0.5825277
Plate_5	1	D12	Null	106	1.7553585	2.484537
Plate_5	1	F2	WT	111	1.7600408	1.7678491
Plate_3	9	F12	Null	647	-2.683922	-1.6082205
Plate_3_prime	23	D12	Null	193	1.6037029	-1.2871337
Plate_3	13	G3	WT	187	1.8881328	0.95088357
Plate_5	13	E12	Null	115	-0.15121266	0.8034317
Plate_3_prime	9	C4	WT	127	2.7143369	-2.3483639
Plate_5	14	G2	WT	125	2.730505	-1.2867166
Plate_3	24	B12	Null	531	2.2652721	-2.0632923
Plate_5	18	G9	Null	149	2.4047844	-3.3791234
Plate_5	1	E3	WT	122	-0.8585194	-0.7471263
Plate_3	13	B11	Null	279	-2.6981778	0.23207976
Plate_3	2	E10	Null	118	2.7220325	-1.277765
Plate_3_prime	14	C12	Null	321	3.9928682	-1.0114491
Plate_3_prime	19	E4	WT	246	4.351227	-0.6039729
Plate_3	12	E12	Null	607	0.9107766	0.09354465
Plate_5	14	G10	Null	129	-1.0469294	0.17758301
Plate_3	13	C4	WT	666	4.244905	-1.0813271
Plate_3_prime	10	C12	Null	321	2.9595077	1.1302385
Plate_3	12	B12	Null	531	4.062977	1.1319835
Plate_3	12	B12	Null	531	2.8874097	-1.1262279
Plate_3	21	F4	WT	438	3.3465347	-0.29739076
Plate_5	19	B2	WT	97	1.834074	-2.2347727
Plate_3	22	G12	Null	481	3.408814	0.91347533
Plate_5	3	D11	Null	178	0.30545694	2.5410104
Plate_3_prime	4	D12	Null	193	-2.0919406	-0.09310339
Plate_3	6	G12	Null	481	1.162428	-0.016466726
Plate_3_prime	20	D12	Null	193	3.0789194	-0.15148494
Plate_5	21	D10	Null	157	2.7633445	-0.045343433
Plate_5	10	E3	WT	122	0.32574746	-2.436371
Plate_3	3	D12	Null	623	0.914412	1.701514
Plate_3_prime	5	B3	WT	77	2.438594	1.8623589
Plate_3	13	D3	WT	305	2.0489914	2.1996796
Plate_3	6	B12	Null	531	0.9725715	1.9508102
Plate_3	11	C12	Null	570	4.1771407	-0.17124188
Plate_3	7	F10	Null	150	0.7367324	-0.9851917
Plate_5	21	F1	WT	88	-0.48601383	-1.2664691
Plate_3	11	D2	WT	152	-2.425687	0.1843768
Plate_3_prime	15	F3	WT	174	-0.5073025	-0.6484844
Plate_3	22	B9	Null	71	-1.3235327	1.1535277
Plate_3	5	E12	Null	607	3.7409174	-0.94505733
Plate_3	12	G3	WT	187	0.21196844	-0.33587128
Plate_5	16	G10	Null	129	1.6926204	-1.7921658
Plate_5	9	C3	WT	117	3.2330205	-2.831402
Plate_3	6	F11	Null	329	0.63997716	-1.6682401
Plate_3	4	G2	WT	52	2.4491732	0.055332668
Plate_3	8	B12	Null	531	3.9501936	-1.1917031
Plate_3_prime	4	C12	Null	321	2.9772203	-0.9349796
Plate_3_prime	9	F3	WT	174	1.6106884	-3.8400593
Plate_3	3	D4	WT	636	4.2185726	-1.1232816
Plate_5	3	D2	WT	98	-1.0910825	-1.5051845
Plate_3_prime	17	F4	WT	284	1.9724522	-2.318759
Plate_3_prime	13	G2	WT	94	2.1947353	-2.5038857
Plate_3_prime	19	D11	Null	100	-0.43782008	-1.0132651
Plate_5	7	F3	WT	92	1.3197955	0.4642222
Plate_5	9	G9	Null	149	1.2173842	-2.7633011
Plate_5	4	E2	WT	102	-0.8886584	1.2498825
Plate_5	4	B12	Null	148	3.65317	-2.5954819
Plate_3_prime	25	B4	WT	219	3.319862	-2.312272
Plate_3	15	D4	WT	636	3.8951063	-0.17236432
Plate_3	4	F12	Null	647	0.8142015	2.0596237
Plate_3_prime	13	G12	Null	187	0.41344833	1.2510043
Plate_3_prime	3	G3	WT	248	-0.2656797	1.479073
Plate_3	12	C3	WT	346	-1.1790526	-1.0609277
Plate_3	22	F11	Null	329	2.2688262	-0.32782662
Plate_3	7	D4	WT	636	2.0310965	-1.4629298
Plate_3	21	C11	Null	281	1.3215677	2.1976006
Plate_3	14	C12	Null	570	4.1910777	-0.78620285
Plate_5	8	B10	Null	155	1.8625885	-2.1210635
Plate_3_prime	4	B11	Null	53	1.0252833	0.8737052
Plate_3	16	G4	WT	386	1.974055	-3.5427098
Plate_3_prime	10	B4	WT	219	1.4473417	1.6966587
Plate_3	7	D12	Null	623	3.2226121	-0.7447323
Plate_3	24	F1	WT	43	2.9915938	-0.93452907
Plate_3	2	C9	Null	61	-2.7167199	0.2554313
Plate_5	11	D9	Null	135	0.8551579	1.3706328
Plate_3	7	E12	Null	607	1.9321375	2.7699149
Plate_3	1	C11	Null	281	1.9729522	0.48665962
Plate_3	3	G1	WT	55	0.97666544	-2.4608617
Plate_3	3	G11	Null	250	-2.0966845	-1.5642523
Plate_3	24	G12	Null	481	3.7305896	0.25840658
Plate_3	3	C4	WT	666	2.5112352	1.9947431
Plate_5	16	G12	Null	121	1.0212805	-3.3028204
Plate_3	7	B11	Null	279	1.289945	-0.39278573
Plate_3_prime	12	G4	WT	388	3.4647236	1.1253629
Plate_3	23	C4	WT	666	4.6636343	0.8818155
Plate_3	19	B4	WT	559	4.2360005	0.438095
Plate_5	20	C11	Null	154	3.0303118	0.2984016
Plate_3	13	E10	Null	118	1.9655385	-0.35319072
Plate_3	5	C2	WT	175	1.7493492	0.80992436
Plate_5	4	C1	WT	66	0.68544847	-0.21560784
Plate_5	14	C3	WT	117	0.34009516	-2.2750988
Plate_3	3	D12	Null	623	1.7709074	-1.4448776
Plate_3	3	B12	Null	531	1.949215	-2.5000305
Plate_3	4	C4	WT	666	1.8235569	1.4342517
Plate_5	16	C2	WT	137	2.9784098	-0.95042515
Plate_3	18	G12	Null	481	3.3552942	0.0711664
Plate_3_prime	4	G4	WT	388	2.2211316	-1.4706967
Plate_3	13	F2	WT	71	1.5780174	-3.3737044
Plate_3_prime	9	C3	WT	138	3.0672352	-2.7646382
Plate_3	18	G11	Null	250	2.8048158	0.036667384
Plate_3	22	D4	WT	636	0.55873793	1.3581389
Plate_5	16	B4	WT	112	1.5249168	-2.752154
Plate_3_prime	23	G2	WT	94	2.9679782	-2.5109382
Plate_3	10	C12	Null	570	-2.2926707	-1.5228205
Plate_3_prime	5	E4	WT	246	3.2390504	0.19736107
Plate_3	25	D4	WT	636	4.112219	-1.7198066
Plate_5	16	F11	Null	135	0.8887472	-1.7342898
Plate_3	14	C3	WT	346	-0.5749117	-1.1177446
Plate_3	24	C4	WT	666	2.722346	-2.340003
Plate_5	18	G11	Null	129	-0.74363333	1.2918937
Plate_3_prime	18	G3	WT	248	2.8166666	1.861898
Plate_3	17	B2	WT	139	-1.3584661	-1.507861
Plate_5	8	F4	WT	94	1.5499351	2.49274
Plate_3	7	G12	Null	481	2.700181	-0.38149622
Plate_3	20	B2	WT	139	2.3899636	-3.5098925
Plate_3_prime	22	E4	WT	246	2.6840281	-1.6428276
Plate_3	11	E12	Null	607	1.4400927	-0.9791269
Plate_3	12	C12	Null	570	-2.3525414	0.37450525
Plate_5	8	B9	Null	173	2.9800053	1.5028838
Plate_3	12	F11	Null	329	2.1775906	-2.2009394
Plate_3	19	E12	Null	607	3.7728112	-0.86330307
Plate_5	21	G10	Null	129	3.4108377	-1.3284909
Plate_3_prime	14	D11	Null	100	-0.25336888	1.560084
Plate_5	13	E11	Null	185	-0.832767	1.7837626
Plate_3_prime	24	D12	Null	193	2.685844	1.1183822
Plate_3_prime	19	F4	WT	284	1.4816418	0.22956452
Plate_3_prime	14	B4	WT	219	3.152138	-0.36914477
Plate_3_prime	5	B3	WT	77	1.0646176	-2.512254
Plate_3_prime	22	F4	WT	284	2.2511983	0.72540706
Plate_5	13	D11	Null	178	-1.573155	1.154399
Plate_5	17	B10	Null	155	-0.15667114	-1.089103
Plate_3_prime	23	F4	WT	284	1.4719883	-2.385501
Plate_3	14	B4	WT	559	5.5393233	0.850968
Plate_3	3	G10	Null	117	0.17937239	-2.0001392
Plate_3	24	B3	WT	297	0.9778559	1.8316765
Plate_5	17	F2	WT	111	2.632214	-0.95038944
Plate_3	9	G11	Null	250	1.1284957	2.0504885
Plate_3	20	G11	Null	250	3.188547	1.08993
Plate_3	21	D12	Null	623	2.2607548	-0.47635978
Plate_3_prime	13	G10	Null	72	2.492768	-2.6803274
Plate_5	18	C2	WT	137	1.790296	-3.1773243
Plate_5	12	G9	Null	149	1.5534565	-0.40474987
Plate_3	24	F3	WT	185	-0.07259338	2.4376664
Plate_3	4	F4	WT	438	4.2597065	0.7813718
Plate_5	21	G10	Null	129	0.029473262	0.480536
Plate_5	1	E3	WT	122	0.16033499	1.51543
Plate_5	16	G3	WT	121	3.1839905	-1.8249261
Plate_3	2	C11	Null	281	0.75493133	0.6422332
Plate_5	9	G12	Null	121	2.5848913	-1.9315255
Plate_3	20	C4	WT	666	4.5290184	1.1747661
Plate_5	19	C1	WT	66	2.8947477	-2.6053014
Plate_3	12	C11	Null	281	3.2154408	-1.3355649
Plate_3	18	C3	WT	346	0.56477386	1.0086266
Plate_5	5	G4	WT	100	3.4324567	-1.6434121
Plate_3	25	C4	WT	666	4.3174076	1.2324812
Plate_3	16	D4	WT	636	3.3919992	0.12182188
Plate_3	16	C2	WT	175	0.7021542	-0.30764815
Plate_5	8	C9	Null	156	1.7950139	1.3046242
Plate_3_prime	12	G1	WT	27	-0.21232112	2.0921786
Plate_5	15	D4	WT	102	2.8708532	-0.94653994
Plate_5	19	E9	Null	120	1.8533709	2.667102
Plate_5	6	B1	WT	79	2.5796163	-0.9687644
Plate_5	13	G10	Null	129	0.8340453	-3.0333302
Plate_3	8	G12	Null	481	-2.7748964	-1.5314821
Plate_5	4	B9	Null	173	1.403658	-1.5000548
Plate_3_prime	20	E4	WT	246	3.3982534	1.3493975
Plate_3_prime	15	F11	Null	100	-1.6297354	-1.7475535
Plate_3_prime	20	G12	Null	187	2.4394565	2.3301637
Plate_3	7	G11	Null	250	1.2570361	-2.1333368
Plate_3_prime	21	B2	WT	55	2.5016253	2.1852505
Plate_3	23	F11	Null	329	2.2300136	-1.6496934
Plate_3_prime	22	D3	WT	168	2.0243132	-3.6257315
Plate_3_prime	16	G2	WT	94	2.7662346	-2.6568983
Plate_3_prime	9	F3	WT	174	0.3251553	2.6627576
Plate_3	4	C11	Null	281	3.8612635	-0.9076493
Plate_3	4	C4	WT	666	5.6324115	0.94132406
Plate_3	9	F11	Null	329	1.0253674	-1.3907623
Plate_3	15	C12	Null	570	2.8487604	-0.4325872
Plate_3	19	D12	Null	623	-2.4890952	-1.8041463
Plate_3	24	D4	WT	636	1.7964072	2.7846622
Plate_3_prime	23	D12	Null	193	2.711111	-1.9551078
Plate_3	15	D11	Null	216	0.14389081	-1.1230228
Plate_3	11	D12	Null	623	0.5803304	0.48426908
Plate_5	4	G4	WT	100	0.16815248	2.4514792
Plate_3	11	D12	Null	623	4.6443796	0.33731169
Plate_5	13	F10	Null	152	1.9716952	2.2025385
Plate_3	21	D10	Null	135	1.2194487	-0.35295105
Plate_3_prime	25	E4	WT	246	4.2657866	1.2813804
Plate_3_prime	24	C12	Null	321	3.7210658	-2.5700014
Plate_3	19	G4	WT	386	-0.8173154	-1.4049996
Plate_3	5	B2	WT	139	0.7056493	-0.6168627
Plate_5	13	F1	WT	88	3.9668114	-2.0313098
Plate_3_prime	8	C12	Null	321	2.7788124	-1.5345652
Plate_3	20	G4	WT	386	-2.496005	0.23209639
Plate_3_prime	19	E10	Null	74	-0.08186008	-0.57783484
Plate_3_prime	8	G3	WT	248	0.35240105	1.2058574
Plate_3_prime	9	F4	WT	284	4.0935526	0.26815492
Plate_3	14	D9	Null	51	2.1674938	1.1416522
Plate_3	3	C4	WT	666	1.096989	2.0016115
Plate_3	23	C4	WT	666	7.0518494	1.7605821
Plate_3	8	G4	WT	386	1.4674921	2.392839
Plate_5	9	D11	Null	178	2.1320984	-0.21412048
Plate_3	10	C4	WT	666	1.2290817	-1.2695552
Plate_5	19	B10	Null	155	0.33136868	0.63245827
Plate_5	20	F11	Null	135	-0.55530554	-0.24111244
Plate_3	3	E10	Null	118	-0.54721797	0.50487703
Plate_3	13	C4	WT	666	3.560566	-1.3459343
Plate_3	23	C3	WT	346	2.348345	-3.0775273
Plate_3_prime	13	G3	WT	248	2.188654	-0.639134
Plate_3_prime	10	C3	WT	138	2.8827133	0.67003745
Plate_5	2	D4	WT	102	3.288437	-0.1633326
Plate_3	24	G12	Null	481	2.991758	-0.77795494
Plate_3	24	C10	Null	136	0.98648936	3.1382852
Plate_5	16	B3	WT	79	-1.4373779	0.30060875
Plate_3	25	C10	Null	136	2.5709867	-0.38523695
Plate_3_prime	12	G4	WT	388	-0.09832298	1.5036256
Plate_3_prime	15	C3	WT	138	0.19660483	0.6708761
Plate_5	17	B9	Null	173	2.0464122	-2.748342
Plate_3_prime	9	G4	WT	388	2.472191	-2.3231966
Plate_3_prime	19	E12	Null	328	2.1988788	1.6851413
Plate_5	15	E1	WT	101	1.6190786	-2.3679566
Plate_3	24	B4	WT	559	-2.8140957	-1.6359577
Plate_5	16	C11	Null	154	1.0773462	2.0896437
Plate_3	7	B11	Null	279	-0.26720113	-1.4496875
Plate_3_prime	14	D11	Null	100	0.2732921	-0.8321449
Plate_5	17	B4	WT	112	2.191621	2.5855134
Plate_5	19	G3	WT	121	-0.04684979	-1.8200796
Plate_5	7	G3	WT	121	1.1207643	-3.1995223
Plate_3	24	G11	Null	250	2.1051037	0.2690783
Plate_3_prime	8	C12	Null	321	2.44584	2.2034078
Plate_5	15	F1	WT	88	2.6298432	-2.3530986
Plate_5	2	D3	WT	128	4.3627386	0.49723074
Plate_3	16	E11	Null	331	2.401285	-3.6021895
Plate_3	18	B12	Null	531	0.71337426	0.5672615
Plate_3	5	B4	WT	559	0.92531157	2.1125906
Plate_5	14	B9	Null	173	-2.4630103	-1.4916546
Plate_3	2	C4	WT	666	4.310173	-0.9732018
Plate_3_prime	13	D12	Null	193	4.4136424	-0.21329345
Plate_3	17	D10	Null	135	-0.97748774	0.9302537
Plate_5	15	G1	WT	72	2.1140275	-0.7976728
Plate_3_prime	25	C4	WT	127	4.346988	0.28372234
Plate_5	8	C9	Null	156	2.331685	0.24068372
Plate_3	19	F11	Null	329	-2.7095637	-1.7463839
Plate_3	13	C12	Null	570	1.4741217	-0.1637281
Plate_3	22	D4	WT	636	2.6184506	-1.2319001
Plate_3	7	G12	Null	481	-0.8059686	-0.68514544
Plate_5	7	G3	WT	121	3.1243167	-2.5427182
Plate_3	3	C4	WT	666	1.673684	1.625218
Plate_3	9	C12	Null	570	2.309917	1.3444186
Plate_3	10	C3	WT	346	1.7769535	-0.7881236
Plate_3	4	F3	WT	185	1.9886401	-0.3286216
Plate_5	17	D9	Null	135	5.1029844	0.6113041
Plate_5	12	B12	Null	148	-2.4535966	-1.7685211
Plate_3_prime	24	G3	WT	248	0.053607862	-1.304336
Plate_5	4	E11	Null	185	1.773389	-0.53699577
Plate_3	5	C4	WT	666	1.4974467	-0.6045946
Plate_3	4	D12	Null	623	3.5731344	-0.61395246
Plate_5	17	G10	Null	129	0.19620581	1.9371945
Plate_3	24	C4	WT	666	5.35722	0.8832885
Plate_3	9	F12	Null	647	3.027393	1.4874465
Plate_3	11	E12	Null	607	2.944467	0.26899186
Plate_3_prime	5	F11	Null	100	0.0072394274	-1.002331
Plate_3_prime	23	F4	WT	284	1.8785484	-0.62705314
Plate_5	8	G4	WT	100	0.9920958	-0.31511718
Plate_5	18	G4	WT	100	1.4221593	-0.36828387
Plate_3	15	G2	WT	52	-0.28338742	1.5500754
Plate_3_prime	2	G11	Null	142	-0.3020777	-0.6461523
Plate_3_prime	13	G2	WT	94	2.3994045	-0.46364927
Plate_3	18	F11	Null	329	2.9978325	-1.150783
Plate_3	1	D3	WT	305	3.422093	-0.7952061
Plate_3_prime	8	B2	WT	55	1.3812056	1.8756915
Plate_3_prime	20	G11	Null	142	2.7326581	-0.37228873
Plate_3	16	D3	WT	305	-0.9692542	-0.22210248
Plate_5	18	G4	WT	100	-0.32973337	-0.9996713
Plate_3	20	E12	Null	607	4.7067037	1.0110668
Plate_5	21	E4	WT	86	0.69022435	1.7885052
Plate_5	12	F11	Null	135	0.14927754	-2.0655184
Plate_3_prime	13	D4	WT	358	0.61986333	2.178987
Plate_5	13	C12	Null	119	3.6574636	-1.5856626
Plate_3	20	D4	WT	636	-1.3141879	-1.4600581
Plate_3	16	C12	Null	570	3.2302854	0.18577462
Plate_3	7	G10	Null	117	-2.7640307	0.28460747
Plate_3	18	C3	WT	346	2.0078952	-1.0733634
Plate_3	4	C4	WT	666	-0.8510493	-0.52910745
Plate_3	19	E3	WT	168	-2.44608	0.29944825
Plate_3	12	E12	Null	607	2.94409	0.14898543
Plate_3	16	C9	Null	61	0.6079776	0.3241533
Plate_3	25	C2	WT	175	0.8593746	1.249013
Plate_5	2	C12	Null	119	3.582604	-0.7434691
Plate_5	3	C1	WT	66	2.1459801	0.82893026
Plate_5	13	B10	Null	155	-1.0018909	1.6823457
Plate_3_prime	12	E10	Null	74	1.1356089	-2.9195056
Plate_5	19	E3	WT	122	0.9846154	2.8647268
Plate_3	23	D11	Null	216	0.94883263	-2.3581235
Plate_5	16	G10	Null	129	-1.3329896	0.25483054
Plate_3	3	F12	Null	647	-0.36260748	-1.1096721
Plate_3	4	B1	WT	45	0.5061045	-1.4127071
Plate_5	19	D10	Null	157	1.0071261	-2.157234
Plate_3	9	G11	Null	250	7.0808673	1.7848625
Plate_3_prime	13	B2	WT	55	3.8667824	-2.5348806
Plate_3_prime	19	E3	WT	156	1.848945	2.5549738
Plate_3	7	D9	Null	51	-1.1398016	1.295629
Plate_3	24	F4	WT	438	1.8960183	0.9947485
Plate_3_prime	15	B12	Null	200	2.6020834	-0.34493414
Plate_3	11	G4	WT	386	2.2606568	-1.4334527
Plate_5	20	C4	WT	104	2.1597848	1.5476015
Plate_5	19	C12	Null	119	-0.6736181	-0.33379653
Plate_3	4	E3	WT	168	1.7860235	-2.4587615
Plate_3	8	C3	WT	346	3.3330805	-1.2446418
Plate_3	23	C12	Null	570	2.7741373	-1.0219756
Plate_3	25	D3	WT	305	-2.7762394	-1.5222014
Plate_3	13	C9	Null	61	-0.70254964	1.8654995
Plate_3	11	B4	WT	559	2.4331872	-2.4630952
Plate_3	25	B12	Null	531	1.26315	1.126848
Plate_3	25	C4	WT	666	5.3155713	1.0332744
Plate_3	12	D4	WT	636	3.1439507	-2.7514732
Plate_3	4	B11	Null	279	1.0577313	1.5122228
Plate_3	23	D12	Null	623	3.8056982	-1.6343709
Plate_5	6	E2	WT	102	3.285717	-2.966332
Plate_3	14	E12	Null	607	3.024188	1.6698089
Plate_3_prime	8	C3	WT	138	1.8480512	-3.4203577
Plate_3	19	D12	Null	623	3.1376112	-1.2912676
Plate_3	9	B4	WT	559	1.895871	1.4868077
Plate_3_prime	18	E12	Null	328	3.628534	1.4024742
Plate_5	2	G12	Null	121	0.8841965	1.6995258
Plate_3_prime	15	B4	WT	219	4.457132	-0.68197834
