Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3	5	G12	Null	481	0.25703984	-0.82199776
Plate_5	5	D9	Null	135	0.84689116	1.34126
Plate_5	14	B4	WT	112	-1.2115972	-1.0537821
Plate_3	2	F4	WT	438	0.24376719	-1.6256273
Plate_5	4	D10	Null	157	0.5884609	-0.54381984
Plate_3	19	E11	Null	331	-2.0754378	-0.0047468436
Plate_3_prime	25	B4	WT	219	2.0397067	2.4390683
Plate_3_prime	22	E3	WT	156	2.8057816	-1.3772762
Plate_5	1	C4	WT	104	1.761199	0.5586916
Plate_5	8	E12	Null	115	-1.1884185	1.6471988
Plate_5	20	F2	WT	111	2.0129416	-2.109661
Plate_3_prime	22	G4	WT	388	1.638103	-3.509296
Plate_3	16	F11	Null	329	2.8038046	-2.4526482
Plate_3_prime	8	E12	Null	328	2.7599761	-0.2161452
Plate_3	4	B11	Null	279	2.0792365	1.0967324
Plate_3_prime	5	E4	WT	246	0.7672567	-0.26937348
Plate_3	16	E11	Null	331	1.0569423	-0.67364955
Plate_3	18	D2	WT	152	2.561492	-0.0068756565
Plate_3	7	E10	Null	118	1.3903618	-0.22268535
Plate_3	1	B3	WT	297	0.9272893	-2.8622072
Plate_3	23	F4	WT	438	2.1281118	-2.3803391
Plate_3	11	C4	WT	666	2.5995495	-2.527261
Plate_5	9	D9	Null	135	1.0140641	1.2220864
Plate_3	8	G11	Null	250	1.5200275	0.78056
Plate_5	20	G10	Null	129	1.4765382	0.67985207
Plate_3_prime	19	B4	WT	219	1.4247545	1.0611044
Plate_5	13	G11	Null	129	-1.5254587	0.8215691
Plate_3	5	C4	WT	666	0.8472183	-0.045273643
Plate_3_prime	16	C3	WT	138	0.9377122	-3.2078216
Plate_3	4	D4	WT	636	1.9058189	2.0821483
Plate_3	15	D4	WT	636	2.7771153	1.5975629
Plate_3	13	G10	Null	117	-0.17495297	0.7758553
Plate_3_prime	5	C12	Null	321	2.4295592	0.9831161
Plate_3	3	C2	WT	175	2.7176323	1.6969807
Plate_5	11	F1	WT	88	2.6742857	-2.3061268
Plate_3	7	C12	Null	570	3.7077904	-0.8547136
Plate_3	8	D12	Null	623	1.2690704	2.8462076
Plate_3	16	F11	Null	329	-0.8483366	-1.5743334
Plate_3_prime	11	D10	Null	51	-0.5596485	-0.5106624
Plate_3	19	C3	WT	346	2.8256817	-0.14396885
Plate_3_prime	7	G3	WT	248	1.9585533	2.1144338
Plate_3	9	E12	Null	607	3.2105627	0.18590318
Plate_3_prime	20	E4	WT	246	3.7610822	-1.472692
Plate_3	5	C11	Null	281	2.7539203	-0.7852636
Plate_3	22	C4	WT	666	2.7160788	-0.12559347
Plate_3	9	B4	WT	559	1.0905449	1.7934128
Plate_3	16	C11	Null	281	3.7612247	0.5020273
Plate_5	2	E2	WT	102	2.1147206	1.0895511
Plate_3_prime	12	C12	Null	321	4.5734463	1.2110864
Plate_3	15	E12	Null	607	0.57158154	0.7535784
Plate_5	18	E12	Null	115	1.0843766	-1.605391
Plate_3_prime	5	B11	Null	53	-0.39943326	2.0610132
Plate_3_prime	10	G12	Null	187	3.1137114	0.2078587
Plate_3_prime	25	G11	Null	142	2.4227958	-0.5434849
Plate_3	8	D1	WT	38	-1.4831613	0.3834211
Plate_3_prime	24	C11	Null	54	2.3146698	-3.790957
Plate_3	22	B12	Null	531	2.0275366	2.2662265
Plate_3	6	G12	Null	481	-0.68424463	1.0125386
Plate_3	21	C4	WT	666	3.41406	-0.50888926
Plate_3	20	C4	WT	666	3.533625	0.21687052
Plate_3_prime	13	F10	Null	66	2.6892166	-0.7397588
Plate_3	12	C10	Null	136	3.2908208	-0.40867755
Plate_3_prime	18	D4	WT	358	5.337789	0.8896606
Plate_5	15	E3	WT	122	3.1413143	0.9530738
Plate_3	18	G4	WT	386	0.09605589	-0.080887966
Plate_3	9	C3	WT	346	2.8188827	-0.5901815
Plate_3	25	B12	Null	531	2.710988	2.075522
Plate_3	7	B12	Null	531	3.072751	-1.7806916
Plate_3_prime	22	E4	WT	246	2.421738	2.180126
Plate_3	25	C3	WT	346	2.7112856	-0.7298163
Plate_3_prime	18	G3	WT	248	2.6258385	-3.5675235
Plate_3	3	F2	WT	71	-1.3991743	0.79382527
Plate_3	8	E12	Null	607	1.5368086	1.2863684
Plate_3_prime	25	E4	WT	246	1.9579438	0.40008307
Plate_3	11	F12	Null	647	2.6177282	-0.5308009
Plate_3	24	D11	Null	216	2.942832	-0.66598403
Plate_3	19	C3	WT	346	0.75880843	2.662549
Plate_5	12	D11	Null	178	2.1787648	-3.163576
Plate_3	5	B12	Null	531	3.0402884	-1.6259506
Plate_3	4	C4	WT	666	2.546984	-1.1052661
Plate_3	25	F10	Null	150	3.4683478	-1.1175508
Plate_5	19	D11	Null	178	1.8314363	-1.6059047
Plate_3	4	E11	Null	331	1.1425034	1.3727783
Plate_3	18	C12	Null	570	1.6120328	2.3698611
Plate_3_prime	13	C12	Null	321	3.984004	-0.96550405
Plate_3_prime	18	F4	WT	284	2.7870502	-1.9213563
Plate_3	6	E12	Null	607	2.4267104	-3.4989283
Plate_3	21	C11	Null	281	1.0176548	1.1672637
Plate_3	20	B4	WT	559	3.48759	-2.4173214
Plate_5	19	B2	WT	97	1.3776053	-3.686564
Plate_5	6	E1	WT	101	0.08397542	-1.0614185
Plate_5	7	D2	WT	98	3.3051407	-1.0257056
Plate_5	20	C11	Null	154	2.9232938	-3.395031
Plate_3	24	D12	Null	623	0.0053078155	-0.54521054
Plate_3	8	E12	Null	607	3.1257873	1.4632592
Plate_5	14	C10	Null	125	1.4583279	0.60787356
Plate_3_prime	20	F1	WT	13	2.7452772	1.2047026
Plate_5	4	B9	Null	173	2.9534943	0.052992295
Plate_3_prime	12	C12	Null	321	2.2086062	-2.5368147
Plate_3_prime	22	C1	WT	33	-1.4186993	1.3802572
Plate_3	20	C10	Null	136	3.3625174	0.121239945
Plate_3	5	F4	WT	438	2.6681151	1.397489
Plate_3	19	C12	Null	570	0.4054311	-0.7984366
Plate_3_prime	2	C12	Null	321	3.1870003	-1.3670353
Plate_3	9	B2	WT	139	2.6657746	1.4270146
Plate_3	3	G4	WT	386	2.6303253	-2.4622085
Plate_3	22	D4	WT	636	0.78860927	-0.33107677
Plate_3	15	D10	Null	135	0.608541	0.68530065
Plate_5	9	B2	WT	97	-1.9634379	-1.7690253
Plate_3_prime	24	G2	WT	94	0.5937763	1.8179711
Plate_3_prime	25	E12	Null	328	3.0362682	-0.9993724
Plate_3	20	B3	WT	297	2.8338606	-0.62730575
Plate_3	14	F10	Null	150	3.2978706	-0.5599252
Plate_3_prime	4	F2	WT	91	1.6971216	2.6821682
Plate_5	14	F10	Null	152	2.8806026	-2.2608569
Plate_3	8	E12	Null	607	0.41130057	0.1838722
Plate_3	11	F4	WT	438	-0.55330575	-1.6841174
Plate_3	15	F10	Null	150	2.8597107	-1.565241
Plate_3	22	D4	WT	636	3.9929426	0.5311566
Plate_3	8	E10	Null	118	0.74069536	0.3055849
Plate_3_prime	13	D11	Null	100	0.23419578	1.3720708
Plate_3_prime	19	C12	Null	321	3.9142458	-1.5710146
Plate_3	5	F12	Null	647	7.0681005	1.7591711
Plate_5	5	B9	Null	173	2.8499007	1.7991802
Plate_3_prime	6	D1	WT	47	0.51108915	2.0284843
Plate_3_prime	23	D1	WT	47	0.41025078	-1.1272157
Plate_3_prime	10	C11	Null	54	0.608718	1.5478559
Plate_3	12	B4	WT	559	3.5939395	-2.039926
Plate_3	12	G3	WT	187	1.1988385	2.915
Plate_3	21	E12	Null	607	1.3054062	-1.2753664
Plate_3	10	B12	Null	531	2.9786806	-2.4470594
Plate_3	2	E9	Null	44	0.37051752	-0.6532557
Plate_5	12	D11	Null	178	2.3333328	1.1310304
Plate_3	7	B12	Null	531	3.6052976	0.58730304
Plate_3_prime	19	E11	Null	59	1.9339656	-3.7487643
Plate_3_prime	14	E12	Null	328	5.299823	0.8927279
Plate_3	8	B11	Null	279	3.0481186	-1.7081746
Plate_3_prime	5	C12	Null	321	2.915421	-1.4404541
Plate_3_prime	22	G11	Null	142	0.982295	-2.038773
Plate_5	4	G4	WT	100	2.5861876	-2.5419116
Plate_3_prime	5	E12	Null	328	0.7591126	-0.24511987
Plate_3	5	D3	WT	305	2.5648327	2.2864203
Plate_3_prime	5	E4	WT	246	2.9066665	-1.6188598
Plate_5	2	B2	WT	97	1.433875	-2.2280936
Plate_3	11	B3	WT	297	-0.63781124	0.32716846
Plate_5	17	D4	WT	102	-2.663858	0.33039865
Plate_3	20	C11	Null	281	2.923446	-2.1656258
Plate_3	2	D4	WT	636	3.8338938	0.5696319
Plate_3_prime	19	D4	WT	358	2.0916877	-2.4396088
Plate_3	8	E10	Null	118	1.0799489	-0.30438825
Plate_3	22	D11	Null	216	2.7362425	1.0190427
Plate_3	12	D4	WT	636	2.2322156	-2.0823586
Plate_3	12	F11	Null	329	2.618822	-3.0000768
Plate_3_prime	22	B9	Null	47	3.7039359	-6.861856
Plate_3	11	F12	Null	647	0.89039874	1.1919547
Plate_3	25	G9	Null	58	0.13578363	-0.46174386
Plate_3	21	F12	Null	647	5.339429	0.8520494
Plate_5	5	B12	Null	148	-0.016013514	-1.3339369
Plate_3_prime	23	B11	Null	53	1.1717192	-2.3254595
Plate_5	2	G4	WT	100	-0.47852242	1.2582232
Plate_3	12	F11	Null	329	2.6177514	0.69071645
Plate_3	12	F4	WT	438	1.206917	-0.61349773
Plate_3_prime	20	G4	WT	388	0.5306469	-0.14309728
Plate_3	5	B4	WT	559	4.1174364	1.561381
Plate_3	25	D4	WT	636	1.348504	-1.0260104
Plate_3	20	E12	Null	607	-1.460547	-1.6063836
Plate_3	25	F11	Null	329	0.17059353	-0.5641218
Plate_3	18	C11	Null	281	2.3608465	-1.6662933
Plate_3	9	B12	Null	531	3.9917607	-1.4288293
Plate_5	16	E11	Null	185	1.3740158	-3.2962058
Plate_3	18	C11	Null	281	3.1101491	0.7974303
Plate_3_prime	13	D12	Null	193	3.956128	-1.1099854
Plate_3_prime	4	D3	WT	168	3.2764182	-3.0673711
Plate_3	16	C12	Null	570	-0.91123414	-1.2512797
Plate_3	20	F12	Null	647	2.8774471	1.8242251
Plate_3	22	F2	WT	71	0.38595206	-3.289068
Plate_3_prime	8	F3	WT	174	3.7164536	-6.836556
Plate_3	14	B11	Null	279	0.76462114	-1.9046384
Plate_3	11	C11	Null	281	3.8519075	-0.42126733
Plate_3	1	E12	Null	607	-2.381333	-0.0010936732
Plate_3_prime	4	D4	WT	358	0.28932554	2.3618927
Plate_3	9	D4	WT	636	0.9049885	1.7314062
Plate_5	6	B12	Null	148	3.7221704	-2.2909417
Plate_3_prime	7	G3	WT	248	2.3879082	-1.8244237
Plate_3	9	B3	WT	297	1.1972741	0.94104475
Plate_3_prime	24	F10	Null	66	1.6074485	-2.538703
Plate_5	9	F9	Null	149	1.0295304	-0.5636799
Plate_3	3	G11	Null	250	3.1196275	-1.2111534
Plate_5	16	B9	Null	173	3.0141907	-2.294424
Plate_5	8	F3	WT	92	1.1164103	2.1656241
Plate_3	18	E11	Null	331	2.1066642	-2.0189898
Plate_5	15	G1	WT	72	0.80261403	2.7291968
Plate_3_prime	3	G3	WT	248	2.468893	-3.4623916
Plate_3	25	D4	WT	636	3.8949966	-1.6529535
Plate_3	23	G11	Null	250	0.5268785	2.3026712
Plate_3	7	G2	WT	52	-0.05642894	0.92571914
Plate_3_prime	18	B4	WT	219	1.8574634	0.7906455
Plate_5	9	E1	WT	101	-0.53104776	-0.64411134
Plate_3	21	B12	Null	531	-1.8349359	-1.6543186
Plate_3	23	E11	Null	331	1.2863343	-3.0792768
Plate_3_prime	25	C12	Null	321	3.8405056	-0.2453016
Plate_3	9	D4	WT	636	1.5254623	-0.5728221
Plate_3_prime	17	F3	WT	174	2.2149274	1.4474397
Plate_5	17	G10	Null	129	-0.17780727	1.6974237
Plate_3	15	D4	WT	636	3.7563097	0.33577758
Plate_3_prime	4	E4	WT	246	2.8300374	-3.5538368
Plate_3	21	F11	Null	329	-0.41219556	-2.0887442
Plate_3_prime	19	E3	WT	156	1.7216257	-3.2407937
Plate_5	18	F4	WT	94	-0.37870955	0.9677309
Plate_3	18	C3	WT	346	-2.7001023	0.29765785
Plate_5	13	C3	WT	117	0.004711927	1.6305254
Plate_3_prime	11	G9	Null	44	1.3352487	-1.6847177
Plate_5	20	B9	Null	173	2.1404047	-1.6926242
Plate_3	1	G3	WT	187	2.5762203	1.2629294
Plate_3	20	G12	Null	481	3.0768614	-1.0217003
Plate_3	11	B11	Null	279	-0.20705485	2.0560749
Plate_3	1	C3	WT	346	2.0209553	0.02342026
Plate_3	3	F12	Null	647	3.4623954	-1.4403746
Plate_3	12	B1	WT	45	-0.76233554	1.6729479
Plate_3_prime	24	E4	WT	246	2.8026261	-3.539911
Plate_3	7	D11	Null	216	3.3672686	1.2129847
Plate_5	21	B10	Null	155	1.9522345	-3.3302054
Plate_3	18	B3	WT	297	1.4549606	-1.3933855
Plate_5	3	E3	WT	122	0.64290875	2.1450863
Plate_5	11	F2	WT	111	3.3763955	-2.035453
Plate_5	13	D3	WT	128	-0.90268385	1.315647
Plate_3_prime	8	B9	Null	47	2.6577327	0.57646435
Plate_3	5	D4	WT	636	-2.7455497	0.3123846
Plate_3	10	E10	Null	118	0.8494946	0.58627146
Plate_3	2	B4	WT	559	1.8507428	1.1491225
Plate_5	10	B2	WT	97	2.6810532	1.2762142
Plate_3	4	C12	Null	570	0.9290407	-0.48739624
Plate_5	9	D10	Null	157	-2.6501033	0.26949212
Plate_3	17	E11	Null	331	-2.3704755	0.11723951
Plate_3_prime	21	F3	WT	174	2.0189974	-3.6571584
Plate_3	21	B11	Null	279	-2.038564	-1.7835747
Plate_3	11	F11	Null	329	1.4868914	2.8628466
Plate_3_prime	19	B12	Null	200	2.2872782	0.35956022
Plate_3	25	B11	Null	279	3.1670408	0.7885923
Plate_3	19	D11	Null	216	2.1319413	0.34809935
Plate_3	13	B4	WT	559	2.0436332	-1.0700508
Plate_3	19	C11	Null	281	3.1620312	0.36199385
Plate_3	6	D3	WT	305	1.8740559	-1.8034495
Plate_3	5	C12	Null	570	1.5689939	1.0627444
Plate_3_prime	8	G3	WT	248	1.2681233	1.6184853
Plate_3	7	B4	WT	559	3.7659564	-1.7930373
Plate_3	21	G12	Null	481	2.7790258	0.15005566
Plate_3	25	B12	Null	531	0.51075083	1.1575109
Plate_3	6	C4	WT	666	1.7206781	1.5615346
Plate_3	1	D11	Null	216	2.2098684	-1.4223267
Plate_3	10	D4	WT	636	-2.6844633	0.25240594
Plate_3_prime	12	G1	WT	27	0.75298977	1.6415119
Plate_5	21	F11	Null	135	1.3549445	-0.24270317
Plate_3_prime	2	E3	WT	156	-0.3242249	1.6149399
Plate_3	16	E12	Null	607	0.68441457	-2.7467325
Plate_3	9	F4	WT	438	2.4455993	-2.5997846
Plate_3	4	D12	Null	623	4.5069084	-0.33519775
Plate_3_prime	22	F2	WT	91	0.28399056	0.7791188
Plate_3	3	D2	WT	152	0.87560034	1.9853889
Plate_5	20	C12	Null	119	1.356359	-0.28145608
Plate_3	21	D3	WT	305	1.9258795	-2.2649639
Plate_3	24	B1	WT	45	-1.5905704	1.194756
Plate_5	6	B3	WT	79	7.066317	1.7571634
Plate_3	23	C12	Null	570	3.8626072	0.038693998
Plate_3	6	F12	Null	647	3.6913888	-2.3131282
Plate_3	23	C3	WT	346	3.5968592	-2.6591675
Plate_3_prime	2	C9	Null	42	1.3886179	-3.4679897
Plate_5	13	C9	Null	156	-0.21129963	2.0939848
Plate_3	13	C3	WT	346	1.9122099	1.2008097
Plate_3_prime	15	G4	WT	388	2.4629774	2.1434715
Plate_3	5	G3	WT	187	-0.27281657	0.77769893
Plate_3	1	C10	Null	136	1.4948506	-0.046381183
Plate_3_prime	21	C10	Null	45	0.9663786	1.2187368
Plate_5	1	D1	WT	91	3.1308215	-3.0943165
Plate_3	11	C10	Null	136	-0.9667006	0.03431032
Plate_5	6	C3	WT	117	0.97343653	2.0878403
Plate_3	7	B4	WT	559	2.5013397	0.8168059
Plate_5	11	G4	WT	100	1.2465794	-2.3947566
Plate_3_prime	14	B3	WT	77	1.6177098	-0.46896458
Plate_3_prime	17	G11	Null	142	0.49424583	-1.5570902
Plate_3	3	B4	WT	559	1.3024131	2.2308567
Plate_3	7	F12	Null	647	2.0050225	-2.465365
Plate_3_prime	13	B2	WT	55	0.88212234	0.47139823
Plate_3	7	C4	WT	666	3.7717435	-1.4686707
Plate_5	8	E1	WT	101	-0.18190247	1.3152307
Plate_5	21	G4	WT	100	1.7735828	0.0022443498
Plate_3	22	G12	Null	481	-0.16464618	0.8835035
Plate_5	2	B3	WT	79	1.6059095	-1.3092468
Plate_3_prime	4	D12	Null	193	2.1813357	-0.6951012
Plate_5	6	B1	WT	79	0.7905697	-2.4467742
Plate_3	5	B12	Null	531	3.4191904	1.014253
Plate_5	9	D9	Null	135	0.15373832	-1.6391
Plate_5	9	C10	Null	125	-0.6965904	-0.14988786
Plate_3	6	D11	Null	216	1.6172135	-1.235527
Plate_3	11	E12	Null	607	3.0772195	-2.3781133
Plate_3	5	G4	WT	386	-1.2043304	0.19481662
Plate_3	3	G4	WT	386	2.4595354	-0.7651421
Plate_3	23	C9	Null	61	2.7473073	-3.3198516
Plate_5	14	C12	Null	119	2.0010467	-0.86453086
Plate_3	22	B12	Null	531	2.4780235	-1.5428581
Plate_3	18	B11	Null	279	1.642621	0.9916866
Plate_3_prime	4	G4	WT	388	6.4324727	1.3925323
Plate_3	20	D4	WT	636	5.5012155	0.9343704
Plate_3_prime	18	F12	Null	125	2.23441	0.5577861
Plate_3	19	B4	WT	559	4.5582094	-0.1294186
Plate_3	25	C2	WT	175	2.2037506	-2.7879655
Plate_3	25	E12	Null	607	0.48064518	-1.2172546
Plate_5	8	D2	WT	98	2.4247289	-3.2988422
Plate_3_prime	18	F4	WT	284	4.961815	0.22985004
Plate_3	20	G4	WT	386	3.2617037	-0.15038656
Plate_3_prime	24	B10	Null	49	-0.8560592	-1.2612039
Plate_5	20	F12	Null	125	3.507478	-1.695378
Plate_5	3	D2	WT	98	3.1119294	1.2614858
Plate_3_prime	22	B10	Null	49	1.0080789	-2.6582859
Plate_3	19	F2	WT	71	-0.37556398	2.44377
Plate_3_prime	21	G4	WT	388	2.86959	1.1847475
Plate_3	20	C9	Null	61	0.34604046	0.1872917
Plate_3	24	C11	Null	281	2.9019468	-2.622224
Plate_3	3	D4	WT	636	2.1445508	-1.0022608
Plate_3_prime	22	D3	WT	168	0.28252473	1.2782756
Plate_3	5	C12	Null	570	2.862863	2.1159415
Plate_3	20	E11	Null	331	0.8899322	2.0184326
Plate_5	6	F4	WT	94	2.038657	-2.16357
Plate_3	13	F12	Null	647	3.099681	0.16678368
Plate_3	13	B11	Null	279	2.1222968	-0.11629698
Plate_3	19	G1	WT	55	0.97951406	-3.2698112
Plate_3	10	B4	WT	559	3.5652215	-2.576386
Plate_3	25	D12	Null	623	1.2327455	1.509599
Plate_3	12	B11	Null	279	-2.3246794	-0.08753774
Plate_3	15	E11	Null	331	2.2580664	1.0777961
Plate_3	25	G11	Null	250	3.3090038	-2.3424928
Plate_5	1	C10	Null	125	3.3073974	-2.3263066
Plate_3	8	D10	Null	135	4.214502	1.780843
Plate_3	6	D2	WT	152	0.5694313	2.0370219
Plate_3	22	E12	Null	607	1.3464423	0.2319189
Plate_5	1	D1	WT	91	1.897328	1.1302961
Plate_3	23	E11	Null	331	2.9271822	-0.77144116
Plate_5	17	B11	Null	148	0.9441932	1.4773401
Plate_5	16	C4	WT	104	0.4196804	-3.0322337
Plate_5	18	G10	Null	129	1.1351624	0.88713956
Plate_3	16	C11	Null	281	2.866003	-0.8229833
Plate_3	24	F12	Null	647	3.1900203	-1.3280611
Plate_3	23	C4	WT	666	5.063115	1.0139529
Plate_3	12	B11	Null	279	1.4722317	-1.7277172
Plate_3	7	C9	Null	61	0.8786639	-1.3868921
Plate_5	19	E9	Null	120	-0.371546	1.5496391
Plate_3	19	C11	Null	281	2.9671059	1.3984736
Plate_5	8	C12	Null	119	2.074199	-3.5388868
Plate_3_prime	3	C12	Null	321	2.9850326	0.020157473
Plate_3	2	F4	WT	438	-0.1863463	-0.9217903
Plate_3_prime	20	D12	Null	193	0.46589804	-0.002910081
Plate_5	5	E11	Null	185	2.619007	-1.5389662
Plate_3	3	C3	WT	346	3.228061	-2.834558
Plate_3	15	C4	WT	666	2.7906308	-0.28669766
Plate_3	20	F12	Null	647	3.6719744	1.4547846
Plate_5	2	G3	WT	121	1.8196527	-1.1658956
Plate_3	16	B3	WT	297	1.1776186	0.0757098
Plate_3_prime	5	B4	WT	219	1.5051026	1.4991102
Plate_3	9	E11	Null	331	3.455935	-1.0185825
Plate_3	7	F12	Null	647	0.07252295	-2.0888925
Plate_3_prime	20	F4	WT	284	3.9883716	-0.3462785
Plate_3	24	G11	Null	250	3.684676	0.6675663
Plate_5	18	E10	Null	132	-0.32809103	2.0413256
Plate_3	23	B10	Null	86	1.5561868	-2.0200682
Plate_3	18	C12	Null	570	4.9750695	0.37441462
Plate_3_prime	13	E4	WT	246	1.0744632	-3.3845577
Plate_3	1	B2	WT	139	1.4572859	1.2794762
Plate_5	20	C9	Null	156	2.292172	-0.5463465
Plate_3	8	E12	Null	607	3.5204577	-2.8050196
Plate_3	16	B11	Null	279	0.31880945	-1.2789179
Plate_3	5	D4	WT	636	1.5688627	1.112179
Plate_5	8	B10	Null	155	0.3879793	-0.6035484
Plate_5	18	D4	WT	102	1.7538954	-0.17627025
Plate_3	11	D4	WT	636	2.8939152	-1.2486157
Plate_3_prime	18	C12	Null	321	4.659073	0.7177354
Plate_3_prime	14	B12	Null	200	2.3339903	-2.5793571
Plate_3_prime	4	G3	WT	248	1.6495546	-3.2878656
Plate_3	14	B3	WT	297	-1.1239953	-1.0384692
Plate_3_prime	4	D10	Null	51	2.1211982	-2.9653788
Plate_5	21	E2	WT	102	-0.6062473	-0.9810658
Plate_5	5	B3	WT	79	1.62746	-3.691587
Plate_3_prime	24	C4	WT	127	3.7794893	-1.3364339
Plate_3_prime	14	E12	Null	328	2.770738	2.1338332
Plate_5	21	G2	WT	125	2.728747	1.1207296
Plate_3	7	D3	WT	305	3.033572	-1.1241348
Plate_5	10	B10	Null	155	0.9776581	1.0853832
Plate_3	17	D12	Null	623	3.52198	-0.69350386
Plate_3	19	C12	Null	570	2.821936	0.30466327
Plate_3_prime	24	G10	Null	72	2.7751951	-0.70297647
Plate_5	5	C9	Null	156	1.4566131	-0.9513129
Plate_3_prime	4	C12	Null	321	3.2524748	0.5966438
Plate_3	21	B2	WT	139	0.8859883	2.003486
Plate_3	15	F1	WT	43	0.31891567	1.8067937
Plate_3	18	F12	Null	647	2.512577	-0.16477811
Plate_3	15	G10	Null	117	3.2761564	-0.89394265
Plate_3_prime	1	G2	WT	94	-1.052879	-1.4261769
Plate_3	12	G12	Null	481	0.44511184	-2.6070125
Plate_3	2	F11	Null	329	2.090467	-2.1749282
Plate_5	2	B3	WT	79	2.6313262	1.2138572
Plate_5	2	F3	WT	92	3.1309607	1.2578815
Plate_5	21	F4	WT	94	3.067422	1.055574
Plate_3	13	C3	WT	346	3.216054	-0.09427046
Plate_3	19	D4	WT	636	3.9120939	0.5438683
Plate_3_prime	10	F12	Null	125	0.6270477	-1.1255333
Plate_5	11	B2	WT	97	1.7425826	0.03931994
Plate_3	6	F12	Null	647	5.4287653	0.7729712
Plate_3	21	C11	Null	281	-0.6904633	-1.4220272
Plate_3	10	E12	Null	607	4.04286	-1.3205346
Plate_3	6	F12	Null	647	5.0146627	0.69647235
Plate_3_prime	13	E4	WT	246	2.343927	-2.538537
Plate_3_prime	12	F3	WT	174	1.4168749	-2.0180566
Plate_3_prime	6	C2	WT	42	1.7522746	-2.64953
Plate_3_prime	25	B3	WT	77	3.0111198	-2.0426152
Plate_3	7	E11	Null	331	1.0089083	2.9579508
Plate_5	6	G10	Null	129	0.4883273	0.35373485
Plate_3	6	C4	WT	666	1.233049	1.9208592
Plate_3	25	C4	WT	666	2.7315903	0.81565297
Plate_3	22	C4	WT	666	5.4125123	0.8818759
Plate_3	10	E11	Null	331	1.512794	-1.3304976
Plate_3	11	B10	Null	86	0.45308176	1.3624264
Plate_3	24	F4	WT	438	4.2213583	-0.7297329
Plate_3_prime	15	D3	WT	168	1.7558633	-3.1836355
Plate_3	19	F12	Null	647	4.272247	-0.5395415
Plate_5	13	G2	WT	125	3.6140125	-1.3356858
Plate_3	15	B4	WT	559	2.1792486	-0.08524607
Plate_3_prime	4	B11	Null	53	1.8771919	0.070381984
Plate_5	6	C12	Null	119	2.886014	0.44039127
Plate_5	15	D2	WT	98	1.3859764	1.602434
Plate_3	18	C11	Null	281	3.4676964	-0.5071103
Plate_3_prime	25	G12	Null	187	3.2692904	0.4702406
Plate_5	1	D3	WT	128	-1.0115621	0.53617805
Plate_5	13	F2	WT	111	0.6914041	0.2340611
Plate_5	13	E2	WT	102	3.9478269	-1.6834673
Plate_3	5	D10	Null	135	-1.6963668	-1.2904098
Plate_5	15	D2	WT	98	0.7157801	2.0874867
Plate_3_prime	23	F4	WT	284	3.6728265	1.4937861
Plate_3	1	F3	WT	185	1.9717526	1.5967473
Plate_3	21	D4	WT	636	-0.026133167	-1.1083305
Plate_5	21	E12	Null	115	0.63613534	1.8848033
Plate_3_prime	22	D3	WT	168	1.8733912	-3.5550158
Plate_3_prime	5	E3	WT	156	0.958444	-3.1080806
Plate_5	3	D10	Null	157	2.2245338	-3.2117076
Plate_5	6	D9	Null	135	2.3498454	1.8532596
Plate_5	19	D4	WT	102	2.7620409	-2.641509
Plate_3_prime	7	G3	WT	248	-0.18201208	1.0993283
Plate_3_prime	12	F3	WT	174	0.15361759	1.2957726
Plate_5	3	B12	Null	148	3.3523178	0.22756638
Plate_3_prime	23	E10	Null	74	1.2473545	-2.567377
Plate_3_prime	25	B12	Null	200	-0.13503014	1.6250459
Plate_3_prime	24	E4	WT	246	3.1746974	-1.0171678
Plate_3	25	F12	Null	647	3.9835474	-0.3991594
Plate_3	15	B12	Null	531	4.1469965	-1.0819423
Plate_3	17	F4	WT	438	2.5201464	-2.784543
Plate_3	25	C12	Null	570	-2.7389657	0.2066454
Plate_3	8	F11	Null	329	0.8581708	-1.8650256
Plate_3	4	B11	Null	279	-0.011720511	2.2128885
Plate_3_prime	9	E12	Null	328	-0.39557016	-1.2158552
Plate_5	19	D2	WT	98	0.6467937	-2.9003923
Plate_3	11	C2	WT	175	0.19658536	2.3822439
Plate_5	9	G9	Null	149	0.9731962	-1.1209745
Plate_3_prime	14	B12	Null	200	1.4031839	2.164935
Plate_5	7	D11	Null	178	1.6981554	2.7414954
Plate_5	10	F9	Null	149	1.6108813	2.4157765
Plate_3	18	G10	Null	117	-0.219709	0.25644037
Plate_5	10	D12	Null	106	0.8343296	-2.727447
Plate_3_prime	25	C3	WT	138	1.1536152	2.3279831
Plate_3_prime	19	D4	WT	358	3.6256437	1.1201613
Plate_3_prime	24	C4	WT	127	1.2823191	2.6528025
Plate_3	12	C10	Null	136	2.5226486	-1.2394757
Plate_3_prime	22	G3	WT	248	-0.29624408	1.0366755
Plate_3_prime	9	E12	Null	328	3.2532418	-2.5457067
Plate_5	5	B11	Null	148	3.130729	-1.8224341
Plate_3	11	B4	WT	559	1.084979	-2.0441587
Plate_3	8	B4	WT	559	1.6629748	0.41718745
Plate_3	2	D9	Null	51	-0.21266603	0.54629713
Plate_3_prime	19	F4	WT	284	1.5809788	-1.9403125
Plate_3	12	B4	WT	559	-0.06928873	-0.75244856
