Metadata_Well	Metadata_Site	Metadata_number_of_singlecells	Metadata_genotype	Metadata_Plate	UMAP0	UMAP1
B8	5	92	WT	Plate_6_filtered	9.116422	4.1925063
D11	23	67	Null	Plate_6_filtered	9.388214	4.5971
B11	14	122	WT	Plate_6_filtered	9.136632	5.2731094
E6	11	144	WT	Plate_6_filtered	3.3712409	4.2285547
B8	30	92	WT	Plate_6_filtered	10.321875	4.5850058
B4	17	88	WT	Plate_6_filtered	8.813714	3.0922806
E10	30	224	WT	Plate_6_filtered	3.697586	5.782619
E3	13	161	WT	Plate_6_filtered	3.5646386	4.3738556
G5	25	131	Null	Plate_6_filtered	6.169581	4.6053925
D2	12	53	Null	Plate_6_filtered	9.041469	4.4444485
G6	18	133	Null	Plate_6_filtered	2.6315658	4.2074966
B5	6	91	WT	Plate_6_filtered	9.764373	4.5332236
G10	34	88	Null	Plate_6_filtered	3.9977174	5.6593432
G11	12	114	Null	Plate_6_filtered	6.8601503	6.3543625
G6	6	133	Null	Plate_6_filtered	4.4936914	4.8550415
G4	13	109	Null	Plate_6_filtered	6.334035	6.004368
G5	12	131	Null	Plate_6_filtered	7.127533	5.229761
E8	25	215	WT	Plate_6_filtered	4.368757	3.4195864
G4	20	109	Null	Plate_6_filtered	6.1113963	5.670097
B10	11	124	WT	Plate_6_filtered	3.4110806	4.16477
G6	33	133	Null	Plate_6_filtered	6.8980355	8.206279
E11	17	232	WT	Plate_6_filtered	5.3773127	4.7521186
E10	30	224	WT	Plate_6_filtered	6.234041	4.0875087
E10	3	224	WT	Plate_6_filtered	5.6643147	3.299112
E10	9	224	WT	Plate_6_filtered	6.9176483	6.388801
B3	30	116	WT	Plate_6_filtered	9.249282	4.930219
E5	36	172	WT	Plate_6_filtered	5.07704	4.6517925
D10	11	59	Null	Plate_6_filtered	8.854365	4.3870854
E7	2	194	WT	Plate_6_filtered	3.7973874	3.168771
E8	28	215	WT	Plate_6_filtered	5.7850094	6.498001
B8	30	92	WT	Plate_6_filtered	9.389687	3.6514025
B8	28	92	WT	Plate_6_filtered	10.457302	5.792784
B8	8	92	WT	Plate_6_filtered	9.384583	4.296974
B4	19	88	WT	Plate_6_filtered	8.656291	5.152005
B7	15	102	WT	Plate_6_filtered	9.821549	4.447738
B10	25	124	WT	Plate_6_filtered	6.9302464	5.491804
B2	11	129	WT	Plate_6_filtered	8.400722	3.9584692
E4	2	131	WT	Plate_6_filtered	5.090127	6.1192307
B11	29	122	WT	Plate_6_filtered	10.629732	4.7219024
D11	2	67	Null	Plate_6_filtered	10.396898	4.2333922
E11	28	232	WT	Plate_6_filtered	6.802826	5.915808
E5	11	172	WT	Plate_6_filtered	5.0405684	6.9461303
D10	14	59	Null	Plate_6_filtered	7.8827105	5.742575
G5	18	131	Null	Plate_6_filtered	6.065928	7.680036
B3	28	116	WT	Plate_6_filtered	9.5359	2.8809297
G6	31	133	Null	Plate_6_filtered	7.150713	7.047825
E11	1	232	WT	Plate_6_filtered	4.226001	3.4390337
B6	21	93	WT	Plate_6_filtered	8.965302	5.2450757
E5	19	172	WT	Plate_6_filtered	4.844589	6.357222
G9	19	87	Null	Plate_6_filtered	5.8996067	3.8151865
G9	33	87	Null	Plate_6_filtered	4.8516936	3.4703188
E8	11	215	WT	Plate_6_filtered	6.287166	4.09614
G10	15	88	Null	Plate_6_filtered	3.940693	6.3937774
D7	26	68	Null	Plate_6_filtered	8.241277	3.7159102
B8	17	92	WT	Plate_6_filtered	9.812126	5.462316
B4	30	88	WT	Plate_6_filtered	8.786921	5.59416
E2	20	141	WT	Plate_6_filtered	4.3163695	3.3872724
B2	28	129	WT	Plate_6_filtered	9.305137	3.763671
B7	21	102	WT	Plate_6_filtered	9.87689	5.3583603
B6	23	93	WT	Plate_6_filtered	9.944091	4.302124
E4	17	131	WT	Plate_6_filtered	4.720822	4.6503663
E9	8	251	WT	Plate_6_filtered	6.6016903	6.444512
E5	32	172	WT	Plate_6_filtered	6.026674	8.467141
E8	23	215	WT	Plate_6_filtered	6.3280935	4.085968
E9	23	251	WT	Plate_6_filtered	6.4235406	5.942306
G2	28	114	Null	Plate_6_filtered	2.7061007	4.1150618
B4	12	88	WT	Plate_6_filtered	9.387606	4.8361397
E5	23	172	WT	Plate_6_filtered	5.333887	6.4161024
D3	6	55	Null	Plate_6_filtered	8.593943	6.321887
B4	18	88	WT	Plate_6_filtered	9.204139	6.1758227
E11	36	232	WT	Plate_6_filtered	4.1577005	2.5341184
B4	35	88	WT	Plate_6_filtered	8.305756	6.095985
G7	29	128	Null	Plate_6_filtered	4.049011	5.261189
B11	28	122	WT	Plate_6_filtered	9.344397	3.6473134
E11	17	232	WT	Plate_6_filtered	4.876108	5.8788733
D9	10	74	Null	Plate_6_filtered	10.022073	3.8667772
G10	19	88	Null	Plate_6_filtered	6.010711	7.097001
B9	27	135	WT	Plate_6_filtered	7.5015645	6.664294
G4	34	109	Null	Plate_6_filtered	5.7381997	8.475307
E5	4	172	WT	Plate_6_filtered	5.756274	7.817154
E11	22	232	WT	Plate_6_filtered	7.4216676	6.8324003
G6	29	133	Null	Plate_6_filtered	4.376136	3.390862
B9	29	135	WT	Plate_6_filtered	9.356171	6.1161857
E8	25	215	WT	Plate_6_filtered	4.305724	3.4172676
E11	13	232	WT	Plate_6_filtered	5.431182	7.0672393
B11	22	122	WT	Plate_6_filtered	7.034114	2.9256966
D9	18	74	Null	Plate_6_filtered	9.682136	4.7074604
E9	6	251	WT	Plate_6_filtered	6.454215	4.0037565
G8	3	132	Null	Plate_6_filtered	6.86668	8.271022
D7	21	68	Null	Plate_6_filtered	8.212597	4.0933647
B11	24	122	WT	Plate_6_filtered	9.911988	4.060045
D2	1	53	Null	Plate_6_filtered	8.249534	4.595911
B11	17	122	WT	Plate_6_filtered	10.558022	3.8765657
E8	28	215	WT	Plate_6_filtered	4.7946014	6.2952414
E2	7	141	WT	Plate_6_filtered	4.1504006	3.8659089
D5	30	50	Null	Plate_6_filtered	8.83509	5.7376666
E5	10	172	WT	Plate_6_filtered	3.777323	6.0032907
E2	27	141	WT	Plate_6_filtered	5.676395	5.573409
E3	21	161	WT	Plate_6_filtered	4.401485	4.450321
B11	22	122	WT	Plate_6_filtered	9.979967	4.220304
E8	2	215	WT	Plate_6_filtered	5.084397	4.0808325
B5	22	91	WT	Plate_6_filtered	8.715604	3.5639567
B7	27	102	WT	Plate_6_filtered	8.767676	4.8818316
D7	28	68	Null	Plate_6_filtered	4.619568	5.5958405
D5	1	50	Null	Plate_6_filtered	7.8298564	4.339536
E4	20	131	WT	Plate_6_filtered	5.0936656	7.8406444
G3	16	123	Null	Plate_6_filtered	6.6685457	3.4657784
E8	22	215	WT	Plate_6_filtered	6.3570275	5.091113
B7	5	102	WT	Plate_6_filtered	9.287218	5.5497923
B4	24	88	WT	Plate_6_filtered	9.544187	3.159523
E11	16	232	WT	Plate_6_filtered	6.721642	7.1243067
E6	20	144	WT	Plate_6_filtered	4.0480776	3.6327813
E2	9	141	WT	Plate_6_filtered	4.410063	4.4591227
G2	23	114	Null	Plate_6_filtered	6.2114873	8.305767
E7	16	194	WT	Plate_6_filtered	5.2594776	7.9932117
E9	26	251	WT	Plate_6_filtered	6.954265	7.5420437
E9	23	251	WT	Plate_6_filtered	3.602384	4.4088335
G9	5	87	Null	Plate_6_filtered	6.5539618	5.0939393
B11	10	122	WT	Plate_6_filtered	10.05134	4.1345716
E11	16	232	WT	Plate_6_filtered	6.6564527	6.9657288
G7	9	128	Null	Plate_6_filtered	4.196447	2.502913
G4	14	109	Null	Plate_6_filtered	3.699864	2.949825
E3	3	161	WT	Plate_6_filtered	4.2536983	4.3376055
E8	32	215	WT	Plate_6_filtered	5.810526	6.5163846
E4	28	131	WT	Plate_6_filtered	3.329298	3.683256
E8	15	215	WT	Plate_6_filtered	5.3958454	8.429619
B10	28	124	WT	Plate_6_filtered	10.83816	5.0369287
E8	5	215	WT	Plate_6_filtered	3.7572196	5.3857327
D8	32	62	Null	Plate_6_filtered	8.632621	3.0911987
G6	17	133	Null	Plate_6_filtered	6.4512773	3.8423204
E11	34	232	WT	Plate_6_filtered	4.555437	6.1764674
B2	10	129	WT	Plate_6_filtered	9.639303	3.149482
G7	9	128	Null	Plate_6_filtered	6.4117327	7.193146
D5	29	50	Null	Plate_6_filtered	7.918373	5.129909
E11	21	232	WT	Plate_6_filtered	6.748958	7.8323774
B4	28	88	WT	Plate_6_filtered	9.439589	5.4749937
E8	17	215	WT	Plate_6_filtered	6.5417414	4.1511316
E9	28	251	WT	Plate_6_filtered	6.783246	6.881472
B11	34	122	WT	Plate_6_filtered	9.359658	3.6757247
G7	24	128	Null	Plate_6_filtered	4.7369933	6.1952777
B11	29	122	WT	Plate_6_filtered	10.077919	5.140894
G10	5	88	Null	Plate_6_filtered	6.8407035	8.401498
B11	16	122	WT	Plate_6_filtered	10.114788	3.4078643
E7	16	194	WT	Plate_6_filtered	5.167882	7.2583117
G11	4	114	Null	Plate_6_filtered	4.4555106	2.8102453
G11	12	114	Null	Plate_6_filtered	6.347956	3.5805118
E4	14	131	WT	Plate_6_filtered	3.5834858	3.2829106
E8	7	215	WT	Plate_6_filtered	5.4654837	3.0300596
E2	11	141	WT	Plate_6_filtered	4.3698025	3.8714347
E11	16	232	WT	Plate_6_filtered	6.1144967	3.6642215
B8	28	92	WT	Plate_6_filtered	10.270938	5.3599157
E8	24	215	WT	Plate_6_filtered	5.270145	8.036044
B6	22	93	WT	Plate_6_filtered	9.357441	4.0292993
D9	2	74	Null	Plate_6_filtered	8.517427	4.4413915
E3	17	161	WT	Plate_6_filtered	6.2770963	5.1003113
B10	36	124	WT	Plate_6_filtered	9.113533	2.847551
D11	30	67	Null	Plate_6_filtered	8.292716	5.687028
E9	20	251	WT	Plate_6_filtered	6.2182755	4.462006
G5	19	131	Null	Plate_6_filtered	4.765611	2.784275
G6	17	133	Null	Plate_6_filtered	4.7964373	4.8395553
B6	20	93	WT	Plate_6_filtered	9.396669	5.791659
D7	33	68	Null	Plate_6_filtered	8.17998	4.0210857
E10	15	224	WT	Plate_6_filtered	6.822878	6.229245
D11	31	67	Null	Plate_6_filtered	9.105832	5.65916
G8	21	132	Null	Plate_6_filtered	5.5611463	8.222129
E9	29	251	WT	Plate_6_filtered	4.9980483	6.308437
G4	22	109	Null	Plate_6_filtered	6.7931366	5.3219175
G7	21	128	Null	Plate_6_filtered	5.1910048	1.7866386
E4	17	131	WT	Plate_6_filtered	4.375761	3.4838336
B6	30	93	WT	Plate_6_filtered	9.603126	5.217046
E8	19	215	WT	Plate_6_filtered	5.27367	2.5707984
E8	24	215	WT	Plate_6_filtered	5.7492647	3.415555
E8	16	215	WT	Plate_6_filtered	4.507836	3.1300685
B8	28	92	WT	Plate_6_filtered	10.162026	5.734557
B8	8	92	WT	Plate_6_filtered	9.485193	4.6546164
G9	11	87	Null	Plate_6_filtered	3.1738539	4.6551356
D3	36	55	Null	Plate_6_filtered	7.374639	6.63332
E2	15	141	WT	Plate_6_filtered	4.1478133	6.482159
G8	9	132	Null	Plate_6_filtered	5.093954	2.8043334
G9	14	87	Null	Plate_6_filtered	7.0523252	5.118683
E9	16	251	WT	Plate_6_filtered	5.7348604	4.660231
D9	22	74	Null	Plate_6_filtered	7.676225	3.7512784
G3	1	123	Null	Plate_6_filtered	7.003664	6.2164135
G4	5	109	Null	Plate_6_filtered	4.28312	2.7653468
E10	8	224	WT	Plate_6_filtered	6.008857	4.408737
B11	16	122	WT	Plate_6_filtered	10.670807	5.15527
B5	3	91	WT	Plate_6_filtered	5.727711	8.286592
B2	25	129	WT	Plate_6_filtered	9.086303	2.6894112
B2	6	129	WT	Plate_6_filtered	8.515537	6.003728
E9	28	251	WT	Plate_6_filtered	4.7993646	5.4343324
D7	35	68	Null	Plate_6_filtered	7.8215747	4.6411543
B2	10	129	WT	Plate_6_filtered	8.941018	3.8668022
B9	32	135	WT	Plate_6_filtered	9.085214	4.6696687
G3	32	123	Null	Plate_6_filtered	6.8066473	4.357884
E10	16	224	WT	Plate_6_filtered	5.3515244	3.9645243
E9	4	251	WT	Plate_6_filtered	7.130567	6.526714
E7	18	194	WT	Plate_6_filtered	5.5043664	2.5505104
B4	33	88	WT	Plate_6_filtered	9.301433	4.9095826
D5	35	50	Null	Plate_6_filtered	8.624876	4.2195854
B7	23	102	WT	Plate_6_filtered	10.52375	4.659955
D11	7	67	Null	Plate_6_filtered	6.1475554	3.650453
E6	13	144	WT	Plate_6_filtered	4.7318907	7.4656043
G5	5	131	Null	Plate_6_filtered	5.794944	4.996873
E10	32	224	WT	Plate_6_filtered	3.498596	5.1303587
E6	22	144	WT	Plate_6_filtered	6.77116	6.6352487
E2	2	141	WT	Plate_6_filtered	4.3680563	2.2190905
D8	22	62	Null	Plate_6_filtered	9.623793	3.2605786
E8	11	215	WT	Plate_6_filtered	4.128456	6.2028775
E5	26	172	WT	Plate_6_filtered	5.40114	4.9215913
E4	16	131	WT	Plate_6_filtered	4.970277	5.680659
E9	16	251	WT	Plate_6_filtered	5.823701	3.935765
G4	22	109	Null	Plate_6_filtered	4.740253	3.5089123
B4	27	88	WT	Plate_6_filtered	8.831786	5.330492
G3	33	123	Null	Plate_6_filtered	5.2241826	6.109959
E4	4	131	WT	Plate_6_filtered	4.7356997	4.485528
E11	22	232	WT	Plate_6_filtered	5.991591	7.2535224
G4	14	109	Null	Plate_6_filtered	4.950997	6.574362
B11	21	122	WT	Plate_6_filtered	9.801843	5.74547
G10	9	88	Null	Plate_6_filtered	6.9841957	7.257722
B4	32	88	WT	Plate_6_filtered	8.392927	4.4245243
G11	18	114	Null	Plate_6_filtered	8.763537	6.427063
G2	27	114	Null	Plate_6_filtered	3.5311713	6.5573406
B7	29	102	WT	Plate_6_filtered	9.408833	3.931223
B7	9	102	WT	Plate_6_filtered	9.5082855	5.9224553
B2	15	129	WT	Plate_6_filtered	8.798984	4.0263543
B3	18	116	WT	Plate_6_filtered	8.653925	4.336617
B4	27	88	WT	Plate_6_filtered	8.681216	5.218085
B4	18	88	WT	Plate_6_filtered	8.365729	3.7517557
B10	17	124	WT	Plate_6_filtered	9.984171	3.5994134
E6	13	144	WT	Plate_6_filtered	4.1694937	5.228647
G10	11	88	Null	Plate_6_filtered	4.9179187	4.3196673
D5	24	50	Null	Plate_6_filtered	7.613523	4.195148
B8	21	92	WT	Plate_6_filtered	10.647007	4.6127205
B9	28	135	WT	Plate_6_filtered	9.456994	5.332637
B9	31	135	WT	Plate_6_filtered	8.213348	5.369747
B2	28	129	WT	Plate_6_filtered	10.339297	4.6370907
G7	25	128	Null	Plate_6_filtered	4.96658	6.677341
E8	4	215	WT	Plate_6_filtered	4.456885	3.4495437
E2	14	141	WT	Plate_6_filtered	5.211949	8.148865
G2	10	114	Null	Plate_6_filtered	4.783615	5.4234967
B10	22	124	WT	Plate_6_filtered	10.444228	4.5428524
G3	4	123	Null	Plate_6_filtered	6.4518285	5.378995
D10	10	59	Null	Plate_6_filtered	9.226821	4.099962
B3	2	116	WT	Plate_6_filtered	9.265659	3.7749019
B6	10	93	WT	Plate_6_filtered	9.711325	4.1553063
G9	12	87	Null	Plate_6_filtered	5.7845063	3.2404432
E7	17	194	WT	Plate_6_filtered	6.3167973	7.2078805
E7	1	194	WT	Plate_6_filtered	4.011253	3.316441
D5	4	50	Null	Plate_6_filtered	8.11355	4.4715967
E3	21	161	WT	Plate_6_filtered	4.692422	7.295219
G10	8	88	Null	Plate_6_filtered	6.7003055	5.3010087
E11	30	232	WT	Plate_6_filtered	4.834292	7.3841243
G11	27	114	Null	Plate_6_filtered	4.2753086	6.4960513
B9	29	135	WT	Plate_6_filtered	10.359068	4.438918
B5	33	91	WT	Plate_6_filtered	8.929829	5.439114
E10	6	224	WT	Plate_6_filtered	4.6956296	4.468666
E11	34	232	WT	Plate_6_filtered	5.011355	6.517031
D11	36	67	Null	Plate_6_filtered	8.427953	4.678337
G9	13	87	Null	Plate_6_filtered	5.746231	4.658295
D2	32	53	Null	Plate_6_filtered	8.269867	3.6350672
B3	33	116	WT	Plate_6_filtered	9.232836	6.1981425
B2	19	129	WT	Plate_6_filtered	8.715299	2.9130538
B11	16	122	WT	Plate_6_filtered	10.319192	4.5641603
B2	2	129	WT	Plate_6_filtered	8.353543	3.829758
D10	14	59	Null	Plate_6_filtered	9.763018	4.3775854
G7	15	128	Null	Plate_6_filtered	4.273061	4.717965
E4	28	131	WT	Plate_6_filtered	5.9672713	8.703751
B6	11	93	WT	Plate_6_filtered	9.836661	3.5578537
G6	3	133	Null	Plate_6_filtered	6.256705	5.8647275
E10	9	224	WT	Plate_6_filtered	4.707878	5.926444
E11	26	232	WT	Plate_6_filtered	5.708602	3.1887093
E9	29	251	WT	Plate_6_filtered	6.424432	5.1322336
E2	15	141	WT	Plate_6_filtered	4.9139566	3.7463384
E8	5	215	WT	Plate_6_filtered	5.9229274	6.8470283
B6	22	93	WT	Plate_6_filtered	9.772961	3.6060677
G2	25	114	Null	Plate_6_filtered	6.0112495	2.8823712
E7	3	194	WT	Plate_6_filtered	3.4968026	4.468653
E11	22	232	WT	Plate_6_filtered	6.988722	2.9486983
E3	12	161	WT	Plate_6_filtered	3.28725	3.525609
B11	22	122	WT	Plate_6_filtered	10.584751	4.143596
B6	7	93	WT	Plate_6_filtered	8.2232685	4.094052
D11	26	67	Null	Plate_6_filtered	9.398901	4.190995
E11	16	232	WT	Plate_6_filtered	6.5401	6.3181324
G3	5	123	Null	Plate_6_filtered	5.816036	2.9659598
E7	17	194	WT	Plate_6_filtered	4.7354736	6.479669
G6	22	133	Null	Plate_6_filtered	3.6280727	6.4016967
E8	10	215	WT	Plate_6_filtered	4.671164	4.4533353
B3	26	116	WT	Plate_6_filtered	8.696051	5.531223
E2	18	141	WT	Plate_6_filtered	6.390309	3.7953377
G7	26	128	Null	Plate_6_filtered	5.3480153	3.2097683
E9	11	251	WT	Plate_6_filtered	6.5260124	7.181879
G11	32	114	Null	Plate_6_filtered	5.288615	2.2311516
E10	32	224	WT	Plate_6_filtered	5.1278667	3.7944837
D10	12	59	Null	Plate_6_filtered	8.840521	3.8198485
B8	12	92	WT	Plate_6_filtered	9.98314	3.5760438
G9	1	87	Null	Plate_6_filtered	5.938082	2.7661736
G8	29	132	Null	Plate_6_filtered	7.0549583	6.880554
E11	17	232	WT	Plate_6_filtered	6.341816	7.552171
G5	7	131	Null	Plate_6_filtered	4.1853294	6.136005
E9	34	251	WT	Plate_6_filtered	5.2529197	7.5355988
G8	24	132	Null	Plate_6_filtered	7.0990167	7.981406
G8	5	132	Null	Plate_6_filtered	6.983217	8.036175
E6	29	144	WT	Plate_6_filtered	3.7285101	3.1898403
E10	24	224	WT	Plate_6_filtered	4.5890555	2.9794052
G8	35	132	Null	Plate_6_filtered	6.9704123	6.1815014
G5	34	131	Null	Plate_6_filtered	6.6301265	8.026924
G5	31	131	Null	Plate_6_filtered	5.6310396	6.1758933
B2	14	129	WT	Plate_6_filtered	9.065454	4.3455625
B6	27	93	WT	Plate_6_filtered	8.435341	3.3748574
E5	10	172	WT	Plate_6_filtered	5.414627	8.013288
B3	22	116	WT	Plate_6_filtered	8.896159	3.2375927
G7	3	128	Null	Plate_6_filtered	5.6173	6.125453
D7	23	68	Null	Plate_6_filtered	6.5219765	7.5221844
B11	15	122	WT	Plate_6_filtered	10.371685	5.3114333
E11	17	232	WT	Plate_6_filtered	6.6639423	4.8433127
B3	21	116	WT	Plate_6_filtered	10.443563	3.9824166
E10	10	224	WT	Plate_6_filtered	5.3933177	3.5066535
B2	9	129	WT	Plate_6_filtered	10.81487	5.074889
E8	35	215	WT	Plate_6_filtered	6.010553	5.3068466
D6	22	54	Null	Plate_6_filtered	3.9385886	4.926075
B5	34	91	WT	Plate_6_filtered	9.503746	5.752127
E11	16	232	WT	Plate_6_filtered	5.774654	3.3264287
G5	32	131	Null	Plate_6_filtered	6.625882	8.413217
E2	18	141	WT	Plate_6_filtered	5.633396	7.0923285
G2	33	114	Null	Plate_6_filtered	6.3286524	7.7116327
E6	34	144	WT	Plate_6_filtered	4.3375025	4.5670695
D3	22	55	Null	Plate_6_filtered	7.8719416	4.4816513
E8	25	215	WT	Plate_6_filtered	3.9966605	3.8080287
E10	9	224	WT	Plate_6_filtered	6.536075	3.7787354
E11	1	232	WT	Plate_6_filtered	6.879398	6.0491843
B5	17	91	WT	Plate_6_filtered	9.744002	3.6784065
G9	27	87	Null	Plate_6_filtered	4.1430287	5.2257314
G7	4	128	Null	Plate_6_filtered	5.0976515	4.629574
E3	24	161	WT	Plate_6_filtered	6.7921925	8.009236
B5	10	91	WT	Plate_6_filtered	9.660058	3.5449753
E3	20	161	WT	Plate_6_filtered	3.9532022	7.148045
D6	18	54	Null	Plate_6_filtered	8.374613	5.1023293
G9	13	87	Null	Plate_6_filtered	6.3146043	4.905894
B8	15	92	WT	Plate_6_filtered	9.843764	3.4326897
E10	30	224	WT	Plate_6_filtered	4.629689	3.3323214
D3	32	55	Null	Plate_6_filtered	7.5703354	5.9369316
B2	13	129	WT	Plate_6_filtered	8.98085	2.5893307
E11	10	232	WT	Plate_6_filtered	4.9230328	2.9633408
D11	10	67	Null	Plate_6_filtered	9.527303	4.5654087
G6	20	133	Null	Plate_6_filtered	5.255208	1.7410139
E10	27	224	WT	Plate_6_filtered	6.3774767	7.2121444
B9	30	135	WT	Plate_6_filtered	3.3184893	3.8764682
B5	10	91	WT	Plate_6_filtered	9.599452	4.161081
D5	20	50	Null	Plate_6_filtered	7.9850082	4.6432576
G6	32	133	Null	Plate_6_filtered	5.5671883	4.086796
E8	21	215	WT	Plate_6_filtered	4.181954	4.594011
E9	4	251	WT	Plate_6_filtered	6.5950894	4.1243854
E9	10	251	WT	Plate_6_filtered	6.3444524	3.7431252
B3	15	116	WT	Plate_6_filtered	8.208915	4.074565
E5	15	172	WT	Plate_6_filtered	5.224812	3.6342075
E4	6	131	WT	Plate_6_filtered	5.7875524	7.4594717
G7	25	128	Null	Plate_6_filtered	5.103401	4.951928
G4	11	109	Null	Plate_6_filtered	4.8788095	3.2396226
G7	22	128	Null	Plate_6_filtered	7.5792613	3.5220678
G6	4	133	Null	Plate_6_filtered	5.5403147	3.0411448
G3	31	123	Null	Plate_6_filtered	5.457528	2.6655216
B11	10	122	WT	Plate_6_filtered	10.512986	4.1908364
E10	8	224	WT	Plate_6_filtered	6.570412	5.8668146
E10	7	224	WT	Plate_6_filtered	3.5617821	4.526147
B9	2	135	WT	Plate_6_filtered	9.019822	3.056416
G10	16	88	Null	Plate_6_filtered	3.5403175	4.778424
D3	5	55	Null	Plate_6_filtered	9.4873085	4.41431
G5	27	131	Null	Plate_6_filtered	5.6105924	5.09362
E10	29	224	WT	Plate_6_filtered	4.5633545	1.7590735
G11	1	114	Null	Plate_6_filtered	5.06427	7.5088706
B5	29	91	WT	Plate_6_filtered	9.054359	2.6807451
G6	31	133	Null	Plate_6_filtered	7.346257	4.7407384
E5	18	172	WT	Plate_6_filtered	5.155858	7.0122075
G2	33	114	Null	Plate_6_filtered	7.1932383	5.499749
B10	13	124	WT	Plate_6_filtered	9.947678	5.292043
G2	5	114	Null	Plate_6_filtered	6.271046	6.5808415
B10	22	124	WT	Plate_6_filtered	5.7989817	3.913764
D7	18	68	Null	Plate_6_filtered	10.069906	4.9523444
B10	34	124	WT	Plate_6_filtered	9.624004	5.14902
E9	17	251	WT	Plate_6_filtered	6.3484435	8.100522
G8	14	132	Null	Plate_6_filtered	5.7773943	7.8839407
G3	8	123	Null	Plate_6_filtered	4.522399	5.2993693
E11	22	232	WT	Plate_6_filtered	6.5789394	7.5045295
B7	16	102	WT	Plate_6_filtered	9.796008	5.9081097
E6	19	144	WT	Plate_6_filtered	6.0569205	6.9785585
E5	23	172	WT	Plate_6_filtered	6.0840526	6.525258
B11	3	122	WT	Plate_6_filtered	8.213944	6.106932
B5	10	91	WT	Plate_6_filtered	8.46534	4.081485
E3	36	161	WT	Plate_6_filtered	4.7082143	2.6481633
G8	27	132	Null	Plate_6_filtered	5.5270247	7.050809
D11	17	67	Null	Plate_6_filtered	10.547474	4.8349447
G11	11	114	Null	Plate_6_filtered	5.482253	4.94687
E6	15	144	WT	Plate_6_filtered	3.9298987	5.3524876
D2	20	53	Null	Plate_6_filtered	8.34818	5.4154215
D3	24	55	Null	Plate_6_filtered	8.369804	3.6529236
D3	33	55	Null	Plate_6_filtered	3.7478168	3.8313735
G4	21	109	Null	Plate_6_filtered	5.138438	4.1389675
E7	32	194	WT	Plate_6_filtered	5.5892096	2.6121283
B9	30	135	WT	Plate_6_filtered	5.9811707	3.9991627
B9	4	135	WT	Plate_6_filtered	10.120547	4.393673
D9	21	74	Null	Plate_6_filtered	9.178819	4.9024467
B9	25	135	WT	Plate_6_filtered	9.447111	3.92978
E11	33	232	WT	Plate_6_filtered	4.3353376	6.4854503
B9	26	135	WT	Plate_6_filtered	9.248887	4.1528063
G7	7	128	Null	Plate_6_filtered	5.6928368	4.9497294
D7	30	68	Null	Plate_6_filtered	9.364911	3.9375474
G3	34	123	Null	Plate_6_filtered	4.345019	5.271569
D9	15	74	Null	Plate_6_filtered	9.74938	3.941515
G3	35	123	Null	Plate_6_filtered	4.431802	2.5348141
G7	32	128	Null	Plate_6_filtered	6.532274	8.560986
D7	34	68	Null	Plate_6_filtered	6.4635525	7.4301043
E3	22	161	WT	Plate_6_filtered	4.278501	6.5653315
D2	16	53	Null	Plate_6_filtered	9.80688	4.291313
E5	23	172	WT	Plate_6_filtered	4.892869	6.3250957
E5	6	172	WT	Plate_6_filtered	5.4933	5.4982677
E9	5	251	WT	Plate_6_filtered	6.3470407	6.6419077
B6	21	93	WT	Plate_6_filtered	8.5833435	4.116332
G7	33	128	Null	Plate_6_filtered	6.2869115	4.142513
D11	35	67	Null	Plate_6_filtered	9.033237	4.8048825
B11	23	122	WT	Plate_6_filtered	10.419423	4.1891685
B11	34	122	WT	Plate_6_filtered	8.459233	3.8658514
E10	8	224	WT	Plate_6_filtered	6.2126265	4.011773
E10	9	224	WT	Plate_6_filtered	4.033065	5.1998982
B5	15	91	WT	Plate_6_filtered	9.107475	2.9109595
B8	25	92	WT	Plate_6_filtered	8.397759	3.0485225
E4	17	131	WT	Plate_6_filtered	3.3805099	3.2379258
E9	27	251	WT	Plate_6_filtered	5.414733	3.9834466
B9	27	135	WT	Plate_6_filtered	9.378493	5.437273
D6	12	54	Null	Plate_6_filtered	8.975287	3.8419945
G7	23	128	Null	Plate_6_filtered	5.681619	7.817195
D3	30	55	Null	Plate_6_filtered	8.962918	2.6372192
B5	28	91	WT	Plate_6_filtered	9.662511	3.820604
E5	10	172	WT	Plate_6_filtered	6.4047017	4.452933
E11	22	232	WT	Plate_6_filtered	6.486165	6.6743693
G10	5	88	Null	Plate_6_filtered	5.556024	3.8352907
D8	26	62	Null	Plate_6_filtered	8.225458	3.6538737
D5	24	50	Null	Plate_6_filtered	8.131507	4.3996015
B5	10	91	WT	Plate_6_filtered	9.379156	2.90599
E4	9	131	WT	Plate_6_filtered	5.556675	6.063734
E2	1	141	WT	Plate_6_filtered	4.7633996	6.004839
G9	1	87	Null	Plate_6_filtered	4.4148526	2.6547196
E3	24	161	WT	Plate_6_filtered	3.4419668	3.2039013
E7	17	194	WT	Plate_6_filtered	6.6656933	6.9914017
B11	24	122	WT	Plate_6_filtered	9.185548	2.740976
D2	14	53	Null	Plate_6_filtered	9.138053	3.5092916
E11	12	232	WT	Plate_6_filtered	5.6607533	3.1070492
G6	24	133	Null	Plate_6_filtered	4.8432765	1.9829161
B10	22	124	WT	Plate_6_filtered	4.085108	5.3201118
E10	9	224	WT	Plate_6_filtered	6.380661	3.4073653
G9	5	87	Null	Plate_6_filtered	6.452733	4.6004434
