Metadata_Plate	Metadata_Site	Metadata_Well	Metadata_genotype	Metadata_number_of_singlecells	UMAP0	UMAP1
Plate_3_prime	20	F11	Null	100	-2.9026523	2.2205176
Plate_3	4	D3	WT	305	-2.2154922	1.4177872
Plate_3_prime	12	D4	WT	358	-0.561314	-0.37002945
Plate_5	8	E9	Null	119	-1.7317032	0.13476609
Plate_3_prime	17	G4	WT	388	0.9150735	-0.91205716
Plate_3	8	C11	Null	280	1.4293928	1.6934104
Plate_5	8	C9	Null	156	-1.3027856	0.21325836
Plate_3_prime	10	F4	WT	284	2.3463929	6.550997
Plate_5	6	B9	Null	173	0.4012754	-3.2224731
Plate_3_prime	21	B2	WT	55	0.83180594	-1.6931773
Plate_3	18	E10	Null	117	-0.088527866	-2.0166225
Plate_3	12	C4	WT	666	3.765921	0.55417895
Plate_5	14	E12	Null	115	-0.7059382	0.21675691
Plate_3_prime	9	B12	Null	200	0.34281373	1.203149
Plate_3	18	B10	Null	84	0.37785363	0.34629413
Plate_3	13	C4	WT	666	-1.717957	0.16161337
Plate_5	9	F12	Null	124	-0.35643056	-2.3371305
Plate_3	20	G11	Null	250	-0.7482526	1.1435796
Plate_3_prime	14	D3	WT	168	1.1788061	3.979864
Plate_3	23	E11	Null	331	1.6292531	0.7492466
Plate_5	10	D1	WT	91	-0.83748126	1.1600151
Plate_3_prime	20	E10	Null	72	-0.027304644	4.199322
Plate_5	7	B9	Null	173	-2.4549384	3.225644
Plate_3_prime	12	C12	Null	321	1.8464279	3.6986046
Plate_3_prime	10	B4	WT	219	-2.2917838	1.7129753
Plate_3	21	G4	WT	386	-2.5090618	0.87954813
Plate_5	13	B1	WT	76	-0.31704792	-0.27099836
Plate_3	13	C4	WT	666	-0.45862988	3.5418859
Plate_3	20	C4	WT	666	1.4662718	1.1927582
Plate_3	3	C12	Null	570	-1.4621525	-0.702672
Plate_5	18	F1	WT	87	0.6116507	4.001401
Plate_5	7	F4	WT	94	-0.22796585	0.5606521
Plate_3	13	B12	Null	531	1.1585788	3.3295918
Plate_5	16	C11	Null	154	-0.10110036	2.6868849
Plate_3	17	D12	Null	623	0.4454635	-2.0536096
Plate_3_prime	2	C12	Null	321	-0.83168226	1.2246594
Plate_3	9	C12	Null	570	1.2193438	1.2074052
Plate_5	18	C9	Null	156	0.70319176	-0.92754257
Plate_3	16	E12	Null	607	0.276641	-0.1801623
Plate_3	19	F4	WT	438	1.1131512	-0.99089956
Plate_5	3	E12	Null	115	-0.40697545	1.4338565
Plate_3_prime	9	E11	Null	59	-0.928022	0.78191805
Plate_3	21	B10	Null	84	-3.1849124	2.8761208
Plate_3	19	C12	Null	570	-0.42974678	0.47579232
Plate_3_prime	24	G11	Null	142	-0.06570215	0.7807706
Plate_3_prime	23	B3	WT	76	0.09304979	3.98781
Plate_3_prime	2	D4	WT	358	-1.3036487	1.6620371
Plate_3	15	F12	Null	647	1.0730426	-1.5838052
Plate_3	2	E11	Null	331	-0.4896219	2.2509866
Plate_3	17	C1	WT	64	-1.3819115	4.07376
Plate_5	19	B1	WT	76	0.35179606	3.7489977
Plate_3	24	C11	Null	280	-0.6693361	1.3099021
Plate_5	14	G11	Null	127	-0.6469878	2.7092013
Plate_3	23	D12	Null	623	2.2980075	0.29517987
Plate_3_prime	9	D11	Null	100	0.12480171	3.8349087
Plate_3	25	E3	WT	168	-0.020185005	3.0833864
Plate_5	19	G9	Null	149	-0.48976317	-0.7570044
Plate_3_prime	12	G4	WT	388	-0.5286874	0.88642955
Plate_5	12	D9	Null	135	0.2825841	0.28619254
Plate_3	4	F4	WT	438	-0.08240501	1.3956947
Plate_3_prime	19	D12	Null	193	0.36864936	1.8212751
Plate_3	9	F12	Null	647	2.3527007	0.93691635
Plate_3_prime	19	B12	Null	200	-1.1386275	2.9319246
Plate_3	7	D12	Null	623	-1.4209732	-0.16255096
Plate_5	2	C10	Null	125	-3.1150963	2.0152192
Plate_3_prime	19	D12	Null	193	0.99946827	3.054739
Plate_3	25	G4	WT	386	2.1511908	6.0373654
Plate_3	8	B4	WT	559	-0.5758667	2.9918938
Plate_3	7	D4	WT	636	3.2309706	1.0834374
Plate_3	18	G12	Null	481	0.44111776	1.0352288
Plate_3_prime	10	F12	Null	125	-0.5159517	2.1000454
Plate_3	11	B4	WT	559	0.7989845	0.0019217035
Plate_3	22	G12	Null	481	-0.92102623	1.1164694
Plate_3	20	G11	Null	250	-0.017996179	1.1509312
Plate_3	15	F4	WT	438	-1.3063614	1.6098374
Plate_5	9	G11	Null	127	-0.6015943	-2.1682842
Plate_3	4	F3	WT	185	0.3559788	-3.391398
Plate_3	15	B4	WT	559	1.9135113	1.4664484
Plate_5	3	D11	Null	178	-2.1428766	0.33737412
Plate_3_prime	3	D4	WT	358	-1.7700814	0.636603
Plate_3_prime	14	E12	Null	328	0.3061289	-0.15198863
Plate_3_prime	17	B4	WT	219	0.261947	2.6834943
Plate_5	2	F3	WT	91	0.3051201	2.8741999
Plate_3	21	D12	Null	623	1.7083105	2.3909082
Plate_3	7	C4	WT	666	-1.0724403	0.7131241
Plate_3	24	G12	Null	481	0.52137256	2.199017
Plate_3	25	F12	Null	647	-0.5748441	-0.027809458
Plate_5	7	D10	Null	157	2.2344124	3.1044796
Plate_3_prime	15	B4	WT	219	3.8518522	0.94738835
Plate_3	23	E11	Null	331	1.2704366	-0.17962019
Plate_3_prime	25	E12	Null	328	2.1571832	2.1700397
Plate_3	15	D4	WT	636	-0.010721738	-0.1310282
Plate_3	25	E12	Null	607	1.7401493	-0.46749464
Plate_5	8	B3	WT	77	-3.256086	2.45285
Plate_3_prime	17	F4	WT	284	-2.481412	1.4351021
Plate_5	9	F11	Null	135	-0.63078696	0.006376756
Plate_5	21	B3	WT	77	0.6782484	3.7485058
Plate_3	5	G12	Null	481	0.67551166	-1.0298891
Plate_3_prime	15	E12	Null	328	2.3950636	3.0153735
Plate_3	16	F1	WT	39	-2.955627	2.0596151
Plate_5	21	B12	Null	148	0.67383605	1.5767534
Plate_5	2	E1	WT	100	-0.017328007	-0.028314317
Plate_5	1	F4	WT	94	0.1464733	-0.35707763
Plate_5	4	F9	Null	149	-0.055873252	1.1785933
Plate_3_prime	5	B4	WT	219	-1.1470363	0.95946896
Plate_5	5	E1	WT	100	-2.8108962	0.30035904
Plate_3_prime	9	F2	WT	91	0.90512335	2.053639
Plate_3	11	F3	WT	185	0.16525774	-1.7386034
Plate_3	7	B12	Null	531	-1.5444249	0.73493433
Plate_3	18	C11	Null	280	-1.7957042	-0.12743422
Plate_5	7	B1	WT	76	0.20679457	2.5054135
Plate_3	20	F11	Null	329	1.4839205	2.9183574
Plate_3	6	B12	Null	531	0.63867027	-1.8113452
Plate_3	10	C3	WT	344	1.4353367	1.6675936
Plate_3_prime	19	G3	WT	248	-0.39341876	-0.34262988
Plate_3	5	E12	Null	607	2.2942019	1.3530656
Plate_3_prime	23	C12	Null	321	1.940716	3.5686855
Plate_3	17	B11	Null	279	-0.5791166	1.1756623
Plate_3	17	E10	Null	117	-0.47278166	4.1127167
Plate_3_prime	17	G11	Null	142	-2.4352624	-0.5732605
Plate_3_prime	17	G4	WT	388	0.9984643	2.4482455
Plate_3	11	G4	WT	386	-0.6857302	3.1220818
Plate_3	1	G12	Null	481	0.82891697	0.13826674
Plate_3	16	B2	WT	139	-1.2095134	-1.4293867
Plate_3	14	G4	WT	386	1.6150758	-0.8931342
Plate_3	19	C3	WT	344	-2.1930604	2.144968
Plate_3	5	D12	Null	623	0.9689205	2.056181
Plate_5	5	D12	Null	106	-1.5217445	0.06542527
Plate_5	1	G12	Null	121	-0.10762754	0.6382632
Plate_3	14	C12	Null	570	1.6988244	0.92093754
Plate_3	15	E12	Null	607	1.105389	1.751879
Plate_5	18	D4	WT	102	1.6777685	1.1197207
Plate_5	20	G12	Null	121	-0.22679575	1.7651905
Plate_3	11	C12	Null	570	0.15053178	0.919113
Plate_3	11	C4	WT	666	0.6340237	3.2694044
Plate_3	24	B4	WT	559	2.6652653	1.5883557
Plate_3_prime	24	D4	WT	358	-1.3947368	0.7623145
Plate_3	13	C4	WT	666	1.5662196	4.07091
Plate_3	8	G12	Null	481	0.52305734	3.3568997
Plate_3_prime	21	G4	WT	388	-3.1073325	0.05053329
Plate_3	7	G2	WT	47	0.06992231	0.48002422
Plate_3	10	B3	WT	297	0.3868541	-1.862712
Plate_3	21	E11	Null	331	1.4529345	2.5643828
Plate_3	6	F12	Null	647	-0.54342526	1.0945551
Plate_5	20	F12	Null	124	-0.25578102	-1.0948585
Plate_3	16	E1	WT	51	-3.410889	3.257
Plate_3	4	D4	WT	636	2.004557	2.890996
Plate_3	6	D2	WT	151	0.31721473	4.1025753
Plate_3_prime	11	B10	Null	49	0.32766518	-2.004017
Plate_3_prime	10	B4	WT	219	-0.54725564	2.291052
Plate_3_prime	4	G11	Null	142	-3.1680524	0.63997704
Plate_3	20	C12	Null	570	2.3836956	0.7883062
Plate_3_prime	22	F12	Null	125	0.40187606	-0.42350456
Plate_3	2	G10	Null	117	-1.0935515	-0.47749755
Plate_3	11	B4	WT	559	-0.536741	1.8975075
Plate_3	12	B12	Null	531	-0.2907293	3.7463257
Plate_3_prime	11	E10	Null	72	-0.691998	-0.7470858
Plate_3	24	B4	WT	559	1.7616125	1.7238559
Plate_3	4	D12	Null	623	2.1688037	1.9004335
Plate_3	25	C3	WT	344	0.24548146	2.3787916
Plate_3	4	G12	Null	481	-2.9563684	0.99863297
Plate_5	1	E9	Null	119	0.6009498	0.057503432
Plate_3	22	E12	Null	607	1.6320252	2.3093336
Plate_5	13	D12	Null	106	-0.82191896	-0.42781702
Plate_5	7	B9	Null	173	-0.4138151	2.765004
Plate_3	10	D4	WT	636	-1.5333894	-0.57698244
Plate_5	19	D4	WT	102	1.2377079	-0.44550818
Plate_3_prime	12	F3	WT	174	-0.81108385	1.3253506
Plate_5	15	E1	WT	100	-0.19757964	2.7781627
Plate_5	13	D3	WT	128	-1.7930194	0.32139176
Plate_3	4	G12	Null	481	-0.36373323	-0.38032833
Plate_3	1	F12	Null	647	0.7101761	-1.7356205
Plate_5	18	B9	Null	173	1.2994081	1.5613347
Plate_5	13	G2	WT	123	-0.25376025	1.5588133
Plate_5	9	C1	WT	63	-2.6943505	1.4928856
Plate_3	16	F12	Null	647	3.0118947	1.01364
Plate_3_prime	22	F12	Null	125	-0.96890146	0.21958405
Plate_3	12	D4	WT	636	2.1398337	1.9853034
Plate_3	12	C4	WT	666	1.5663439	2.5247886
Plate_5	5	B10	Null	155	-2.8422024	1.072022
Plate_3_prime	8	F4	WT	284	1.3901175	3.877625
Plate_5	9	C11	Null	154	1.2766447	2.35989
Plate_3_prime	4	D3	WT	168	-1.1372584	2.5476856
Plate_3	16	E12	Null	607	-0.65288156	2.484695
Plate_5	9	G10	Null	128	-0.58049846	-0.18933277
Plate_5	4	D11	Null	178	1.0980947	2.7393303
Plate_3	25	E2	WT	9	2.9428906	5.2112207
Plate_3_prime	10	G4	WT	388	0.98317736	3.0482767
Plate_3	12	F12	Null	647	-3.0332959	0.09946396
Plate_3	17	G3	WT	187	-0.2616377	3.3256552
Plate_3	12	B12	Null	531	-1.509993	1.4491298
Plate_3_prime	9	G4	WT	388	-3.3750706	1.8552898
Plate_3_prime	9	G11	Null	142	-1.1736772	0.22380848
Plate_5	3	E11	Null	185	-1.2541288	2.8306892
Plate_3_prime	13	F2	WT	91	0.13553454	3.253475
Plate_3_prime	24	G12	Null	187	-0.47386548	1.0296477
Plate_3	7	G11	Null	250	0.8402049	1.4979056
Plate_5	12	D3	WT	128	-2.6580198	1.1389986
Plate_5	7	F3	WT	91	-2.7799394	2.560658
Plate_3	1	C12	Null	570	2.2739542	2.69736
Plate_3	3	C1	WT	64	0.84600383	-0.9453259
Plate_3	17	G10	Null	117	0.81276625	3.0568302
Plate_5	21	D9	Null	135	1.3254654	1.3636334
Plate_3_prime	20	E10	Null	72	-1.062284	-0.31952435
Plate_5	16	C3	WT	117	2.1903605	1.7807121
Plate_3	10	B3	WT	297	0.8855874	3.721848
Plate_3	16	F1	WT	39	-2.9428027	0.0912434
Plate_3_prime	18	D3	WT	168	-0.6022214	1.0591339
Plate_3	12	D12	Null	623	2.6768858	1.1382854
Plate_3	20	C2	WT	175	-0.032959163	3.4672294
Plate_3	13	C4	WT	666	2.3697796	0.60367006
Plate_3_prime	16	B9	Null	43	0.012722986	0.96529216
Plate_3	3	D4	WT	636	0.697361	1.2507128
Plate_3	25	C3	WT	344	1.1281209	1.6002097
Plate_3	10	B11	Null	279	1.436674	2.8856938
Plate_3_prime	21	G2	WT	94	-0.0032495211	4.3186975
Plate_3	10	E3	WT	168	-0.68698996	-0.6512737
Plate_5	21	B10	Null	155	-3.0532708	0.6388763
Plate_3_prime	18	C3	WT	137	-3.2496305	0.505382
Plate_3	21	B12	Null	531	-3.1542778	1.9052005
Plate_3	9	B4	WT	559	-1.41068	1.3795263
Plate_3	14	C3	WT	344	1.3530806	4.007681
Plate_3	8	C11	Null	280	-0.3807339	2.4731739
Plate_3	24	E12	Null	607	1.9133387	0.4592799
Plate_3	21	G12	Null	481	2.3516452	6.557066
Plate_3_prime	25	C4	WT	127	0.81009066	3.5472896
Plate_3	18	B4	WT	559	-0.6034894	2.4254212
Plate_3	15	F12	Null	647	1.5778433	0.36744103
Plate_3	2	D12	Null	623	-1.1747987	3.1505053
Plate_3_prime	22	F4	WT	284	3.229517	1.0215175
Plate_5	13	C9	Null	156	-3.3408391	0.5432617
Plate_3	1	G4	WT	386	-3.265741	1.4301243
Plate_5	17	B4	WT	111	-1.1097698	1.3056153
Plate_3	21	G3	WT	187	-0.14723484	-0.42551354
Plate_3	1	C2	WT	175	-0.72190386	3.9082036
Plate_3	18	B11	Null	279	-0.13953832	-0.1669227
Plate_3	4	B3	WT	297	0.3450703	-2.7392137
Plate_5	20	B2	WT	97	1.5734112	0.4620604
Plate_3	14	F3	WT	185	0.94396	2.1957753
Plate_5	2	G1	WT	71	1.2925766	3.4814115
Plate_3	25	B9	Null	68	-0.24557002	-1.4222299
Plate_3	21	F11	Null	329	1.1399208	0.51508015
Plate_3	22	D10	Null	134	-0.9885422	2.3855267
Plate_3	20	C10	Null	136	-1.2596526	-0.25171888
Plate_3_prime	15	E12	Null	328	-1.1422542	1.8677399
Plate_3	8	B11	Null	279	0.22755349	-1.0123647
Plate_3_prime	8	E12	Null	328	-1.5157441	0.23187083
Plate_5	4	G12	Null	121	-1.7075185	1.3005116
Plate_3	6	D2	WT	151	-1.3664608	0.92067134
Plate_3	12	C4	WT	666	0.20835416	3.2913334
Plate_5	16	G9	Null	149	0.94938445	0.82665825
Plate_3	20	F12	Null	647	2.5635045	1.1057199
Plate_3	23	B3	WT	297	0.16446728	0.7590371
Plate_3	5	D10	Null	134	0.17323929	-1.3326828
Plate_3_prime	7	B10	Null	49	1.4791615	0.84786224
Plate_3	18	G11	Null	250	1.3733761	1.7737167
Plate_5	15	F11	Null	135	-3.0526474	1.0919944
Plate_5	21	F11	Null	135	-1.2467752	3.6337724
Plate_3_prime	21	G1	WT	20	-1.9741025	-0.41421777
Plate_5	1	D3	WT	128	-0.78386605	3.9456313
Plate_5	19	C11	Null	154	-2.949059	0.08924711
Plate_3	22	D3	WT	305	0.6757545	-0.5620751
Plate_3	3	D4	WT	636	-1.4504528	0.9722595
Plate_3_prime	8	D4	WT	358	0.23498026	0.8326713
Plate_3	13	F10	Null	149	1.0166304	2.1176012
Plate_3_prime	8	F4	WT	284	-2.1992102	0.013662033
Plate_5	1	F10	Null	152	0.06027162	4.278819
Plate_5	6	B11	Null	148	-2.5590975	0.16271146
Plate_3_prime	17	G4	WT	388	-1.930567	0.7148733
Plate_3	15	C12	Null	570	1.367691	0.455726
Plate_5	4	B4	WT	111	0.19037504	2.9201038
Plate_3	4	G4	WT	386	-1.9199779	-0.5261648
Plate_3_prime	12	D4	WT	358	-1.7736536	1.7715743
Plate_5	2	C2	WT	136	0.05250861	3.6942484
Plate_3	23	C12	Null	570	3.656681	0.8497788
Plate_5	1	D11	Null	178	-2.6667645	0.4649439
Plate_5	3	D3	WT	128	0.35585254	0.3812394
Plate_3	11	C4	WT	666	-1.5638554	1.7614032
Plate_3	12	F10	Null	149	1.2135	-0.9790663
Plate_3	7	C12	Null	570	0.4877967	-1.5299844
Plate_3	16	B11	Null	279	0.68135846	-1.1275516
Plate_3	23	B12	Null	531	0.08984043	0.8325632
Plate_5	16	D10	Null	157	-1.37305	1.9770042
Plate_3_prime	16	E3	WT	155	-3.038404	1.0385838
Plate_3	14	B11	Null	279	0.13484699	-0.67988384
Plate_3	24	F2	WT	70	-0.9526185	0.08852508
Plate_3_prime	20	D4	WT	358	1.5629112	1.4262674
Plate_5	11	D3	WT	128	0.6094224	-1.6685699
Plate_3	12	F9	Null	66	-0.8033457	4.246262
Plate_3_prime	20	E3	WT	155	-2.0470853	-0.19810383
Plate_3	13	B4	WT	559	-0.07147352	1.038109
Plate_3_prime	3	C12	Null	321	0.43517783	3.7872307
Plate_5	6	B9	Null	173	1.1003962	0.71630555
Plate_3	22	G4	WT	386	-1.7517976	-0.5901061
Plate_5	8	E4	WT	85	1.1678156	0.5906593
Plate_3	6	F12	Null	647	1.9170839	1.2342329
Plate_3_prime	9	F12	Null	125	1.0435879	3.5600698
Plate_3	23	B12	Null	531	-2.1740787	-0.44916132
Plate_5	14	B9	Null	173	0.9832939	0.90711814
Plate_3	12	C11	Null	280	-0.4260722	0.30123007
Plate_5	4	E9	Null	119	-1.0924093	1.8676059
Plate_3	13	G10	Null	117	-0.2063068	-1.4023492
Plate_3_prime	14	C12	Null	321	2.127379	0.8811286
Plate_3	11	B11	Null	279	1.6399081	2.8733256
Plate_5	1	B3	WT	77	-1.5567615	1.0256287
Plate_3_prime	25	D4	WT	358	3.799087	1.0176939
Plate_5	2	F3	WT	91	-2.0877392	0.34619868
Plate_5	17	E4	WT	85	1.4063069	3.6452272
Plate_3	25	B4	WT	559	1.4457577	2.931905
Plate_5	9	C2	WT	136	-1.591356	-0.26887104
Plate_3	25	G10	Null	117	0.30238923	3.3476596
Plate_5	8	E12	Null	115	0.5681044	2.1283324
Plate_3_prime	15	C3	WT	137	1.577685	2.384392
Plate_3	3	D4	WT	636	-1.6098635	0.9038657
Plate_3_prime	13	D11	Null	100	-2.3828118	-0.32816795
Plate_3	3	B12	Null	531	-0.1753438	2.9967048
Plate_3_prime	16	B12	Null	200	-1.6732059	-0.32205206
Plate_3_prime	20	D3	WT	168	-1.919753	1.9056063
Plate_3_prime	9	E12	Null	328	0.5054294	2.34434
Plate_3_prime	25	F4	WT	284	-1.4551744	2.4830322
Plate_3	9	B4	WT	559	-2.4527302	0.1974354
Plate_3_prime	9	C12	Null	321	-2.4597356	1.4820765
Plate_3	3	E11	Null	331	-1.3835527	0.928819
Plate_3_prime	20	E4	WT	246	0.09685622	4.34048
Plate_3	17	D12	Null	623	1.3356191	1.3343451
Plate_3_prime	9	E3	WT	155	1.2890413	2.243517
Plate_3_prime	19	C12	Null	321	-1.6032013	1.7370222
Plate_3_prime	14	B12	Null	200	0.5857418	3.9228058
Plate_3_prime	16	E2	WT	59	-0.22282222	2.8568602
Plate_3	24	F4	WT	438	0.9561754	3.893863
Plate_3_prime	8	B4	WT	219	-2.3779626	0.65076625
Plate_3_prime	19	F12	Null	125	0.5002723	1.4346052
Plate_5	20	C9	Null	156	0.27550146	1.7151942
Plate_3	13	C2	WT	175	0.6942923	-0.22516851
Plate_3_prime	15	B4	WT	219	-2.1427011	1.136398
Plate_5	19	G2	WT	123	-1.9341422	3.6388772
Plate_3	12	F11	Null	329	0.06643798	-0.39258462
Plate_3_prime	17	D4	WT	358	-1.8380662	0.11790354
Plate_3_prime	21	D3	WT	168	0.37651688	3.0608158
Plate_5	6	E3	WT	120	0.45094788	-2.3096483
Plate_5	7	G12	Null	121	-0.4244465	1.4094855
Plate_3	9	D12	Null	623	-1.0861981	0.29659712
Plate_5	1	D10	Null	157	0.38597402	1.2031542
Plate_3_prime	5	C12	Null	321	-1.6393337	-0.10661739
Plate_3_prime	13	F3	WT	174	1.2108579	-1.1493883
Plate_3	14	C12	Null	570	0.18664892	0.17257571
Plate_3_prime	10	B4	WT	219	-2.2255282	1.5191562
Plate_3	24	G10	Null	117	0.07032806	2.9871538
Plate_5	9	C9	Null	156	-1.2817658	0.60238194
Plate_3_prime	24	B4	WT	219	-0.104484186	0.9439474
Plate_3	13	F4	WT	438	-0.69737303	0.49630553
Plate_3	16	F12	Null	647	0.43615457	0.5554811
Plate_5	17	C3	WT	117	0.49264303	4.0159245
Plate_3	9	G12	Null	481	1.7215586	0.59289455
Plate_3_prime	23	F4	WT	284	-2.7419255	0.32728535
Plate_3	7	D3	WT	305	1.1397759	1.0372512
Plate_3	24	B12	Null	531	0.24959947	-0.26549253
Plate_3_prime	18	G12	Null	187	-1.7946492	0.95235217
Plate_3	8	D4	WT	636	1.7426758	1.6531516
Plate_3_prime	2	D4	WT	358	0.44623885	4.179402
Plate_3_prime	12	E10	Null	72	-0.66021377	0.006992735
Plate_3	20	D12	Null	623	5.0052114	0.34049076
Plate_3	18	E11	Null	331	2.0635538	2.8819761
Plate_3	1	G12	Null	481	-0.92624414	3.74823
Plate_5	19	C12	Null	119	-2.9161582	1.5938469
Plate_3	5	E11	Null	331	-0.7099307	0.18987295
Plate_5	1	E2	WT	102	-0.4776428	3.559858
Plate_3	3	D4	WT	636	-0.59155357	2.644073
Plate_3	14	C3	WT	344	1.3535973	-0.52866536
Plate_3_prime	23	E4	WT	246	1.8302095	1.3836526
Plate_3	19	G12	Null	481	2.0125437	0.16211934
Plate_3	9	D4	WT	636	0.47746897	2.4564548
Plate_3	21	C4	WT	666	1.2162287	1.984769
Plate_5	13	E10	Null	132	-3.0062404	3.3264027
Plate_3	21	D3	WT	305	-0.8247029	3.306921
Plate_5	16	F3	WT	91	-1.3467667	1.7761394
Plate_3	22	E3	WT	168	-2.6318467	1.5656656
Plate_3	21	C11	Null	280	-0.7721243	3.3560457
Plate_5	3	E11	Null	185	0.3234202	-0.028770346
Plate_3_prime	19	D3	WT	168	-0.44054595	2.175083
Plate_3	11	E12	Null	607	-0.684655	1.0759355
Plate_3	21	B12	Null	531	3.0097632	1.1903994
Plate_3	4	C4	WT	666	-1.5841844	0.092685044
Plate_3	5	C12	Null	570	3.5878212	0.6282236
Plate_3	2	F11	Null	329	-0.39204058	-1.1933992
Plate_5	20	B4	WT	111	-0.386827	0.89463854
Plate_3	13	G11	Null	250	0.80342984	2.588329
Plate_3	19	C11	Null	280	2.0440793	3.460392
Plate_3	2	F12	Null	647	1.5508734	1.3542254
Plate_3	20	D4	WT	636	-0.718583	1.2876847
Plate_3_prime	19	C11	Null	54	-2.7876303	1.0669746
Plate_3	13	C4	WT	666	2.403893	1.4648731
Plate_3	13	D12	Null	623	2.5281942	1.6833546
Plate_3_prime	11	G3	WT	248	0.90095156	3.4946494
Plate_5	17	G10	Null	128	-2.923183	-0.0041100136
Plate_5	15	E11	Null	185	0.88502234	3.1499684
Plate_5	18	F9	Null	149	-1.1809845	-1.4207547
Plate_3	1	B10	Null	84	-0.85391855	-1.5212214
Plate_3	2	G10	Null	117	-0.59310204	-0.55445474
Plate_5	17	D12	Null	106	-0.3090471	-1.0981706
Plate_5	10	F4	WT	94	1.9804136	2.0383825
Plate_3	5	D4	WT	636	1.8633643	2.637112
Plate_3_prime	10	D11	Null	100	-1.5003741	0.5770562
Plate_5	5	C11	Null	154	-3.0748389	0.19272119
Plate_3	10	E11	Null	331	-0.3266674	-1.3788598
Plate_3	4	D12	Null	623	2.405813	1.9454256
Plate_3_prime	22	G2	WT	94	-0.25620362	3.329853
Plate_3	13	G10	Null	117	-0.35310394	3.7497363
Plate_3	2	B2	WT	139	-2.166462	2.2174678
Plate_3	8	D3	WT	305	1.0434031	2.6201239
Plate_3	3	C12	Null	570	1.4333963	0.3002931
Plate_3	16	E11	Null	331	-3.005143	2.417533
Plate_3	25	C4	WT	666	-0.20213318	2.5581148
Plate_3	12	C3	WT	344	-1.2324935	0.59908444
Plate_3	21	B12	Null	531	2.3426497	1.0085906
Plate_3	22	C4	WT	666	-0.9020715	0.82602775
Plate_3	17	D12	Null	623	-0.9021527	1.4407425
Plate_5	9	E1	WT	100	0.31447506	1.470151
Plate_3_prime	25	C4	WT	127	-0.48972917	3.304392
Plate_3	1	G12	Null	481	2.763879	0.92534816
Plate_5	14	F10	Null	152	0.63978654	-2.4542842
Plate_3_prime	23	D2	WT	42	-2.488978	1.1516751
Plate_3	5	B11	Null	279	0.44018862	2.744156
Plate_3	19	C11	Null	280	1.3318427	1.5772738
Plate_5	10	E3	WT	120	-3.272617	0.5550895
Plate_3	18	G4	WT	386	0.34170532	0.51245755
Plate_3_prime	8	D11	Null	100	1.6379043	2.485421
Plate_3	2	C4	WT	666	1.0605016	-0.26907182
Plate_3	18	D4	WT	636	3.4021752	1.0209272
Plate_5	13	F12	Null	124	0.22798212	0.4263554
Plate_3_prime	21	D10	Null	50	1.5245714	0.17919573
Plate_3	7	D12	Null	623	-0.0227422	3.8115716
Plate_5	17	G11	Null	127	0.5198451	-2.9028006
Plate_3	19	C1	WT	64	-3.244418	1.4768229
Plate_3_prime	10	G3	WT	248	-0.12027093	3.9204109
Plate_3	7	B3	WT	297	-1.7373108	2.2399256
Plate_3	14	E10	Null	117	0.013740298	4.078801
Plate_3	16	F12	Null	647	2.081317	1.5632954
Plate_5	5	D10	Null	157	1.1253304	0.8624708
Plate_3	15	F12	Null	647	1.3863804	1.9059192
Plate_3	7	B9	Null	68	-0.5960697	-1.517587
Plate_5	3	E9	Null	119	-1.8135455	-0.14262283
Plate_3	14	F4	WT	438	-2.152162	2.0002913
Plate_3_prime	22	G4	WT	388	0.31676197	4.131637
Plate_3	16	E10	Null	117	-0.08486781	-0.09083336
Plate_3	10	D12	Null	623	2.1614153	2.707277
Plate_3	13	F4	WT	438	0.18385954	-1.5057049
Plate_3	10	E3	WT	168	1.655369	3.2255306
Plate_3	14	B4	WT	559	-0.29767144	3.056409
Plate_5	18	C11	Null	154	-0.25236943	0.7140339
Plate_3_prime	8	G4	WT	388	2.0996163	1.0169485
Plate_3	2	C3	WT	344	1.602508	2.6722488
Plate_5	7	D10	Null	157	0.3754749	3.348258
Plate_3	15	D12	Null	623	3.087873	1.1425773
Plate_5	8	E1	WT	100	-2.704584	0.69775903
Plate_3	1	E11	Null	331	-0.11343846	0.90951186
Plate_5	8	E9	Null	119	-0.6589983	3.368567
Plate_5	10	C3	WT	117	-0.14346342	3.8440967
Plate_3	17	E12	Null	607	1.2409152	3.431549
Plate_3	18	F11	Null	329	1.1711738	-0.9875616
Plate_3	22	F10	Null	149	-0.08659213	3.8561134
Plate_3	19	G4	WT	386	0.7713804	-0.94115674
Plate_3	8	C10	Null	136	-0.46570814	4.452351
Plate_3_prime	23	C4	WT	127	-1.6491426	1.4913015
Plate_5	9	C11	Null	154	0.15931125	1.1907144
Plate_3	3	F12	Null	647	2.30732	1.6227835
Plate_5	1	G9	Null	149	-0.0034043202	-0.25164035
Plate_3	8	D4	WT	636	0.11667788	1.5626543
Plate_3_prime	20	C4	WT	127	0.13129051	-1.0155832
Plate_3_prime	10	F4	WT	284	2.1558537	6.061532
Plate_3_prime	13	D3	WT	168	-0.56483006	0.27045944
Plate_3	8	C3	WT	344	0.8956316	-0.86208963
Plate_3_prime	16	G11	Null	142	-2.512044	2.3272574
Plate_3_prime	5	E4	WT	246	-0.17853159	3.694505
Plate_3	17	D3	WT	305	0.07067094	1.6341829
Plate_3	24	C12	Null	570	1.2520531	2.491631
Plate_3_prime	20	F4	WT	284	1.5510771	3.8890727
