Channel_OrigCY5,Channel_OrigDAPI,Channel_OrigGFP,Channel_OrigRFP,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05MeasureImageQuality,FileName_OrigCY5,FileName_OrigDAPI,FileName_OrigGFP,FileName_OrigRFP,Frame_OrigCY5,Frame_OrigDAPI,Frame_OrigGFP,Frame_OrigRFP,Group_Index,Group_Length,Group_Number,Height_OrigCY5,Height_OrigDAPI,Height_OrigGFP,Height_OrigRFP,ImageNumber,ImageQuality_Correlation_OrigCY5_20,ImageQuality_Correlation_OrigDAPI_20,ImageQuality_Correlation_OrigGFP_20,ImageQuality_Correlation_OrigRFP_20,ImageQuality_FocusScore_OrigCY5,ImageQuality_FocusScore_OrigDAPI,ImageQuality_FocusScore_OrigGFP,ImageQuality_FocusScore_OrigRFP,ImageQuality_LocalFocusScore_OrigCY5_20,ImageQuality_LocalFocusScore_OrigDAPI_20,ImageQuality_LocalFocusScore_OrigGFP_20,ImageQuality_LocalFocusScore_OrigRFP_20,ImageQuality_PercentMaximal_OrigCY5,ImageQuality_PercentMaximal_OrigDAPI,ImageQuality_PercentMaximal_OrigGFP,ImageQuality_PercentMaximal_OrigRFP,ImageQuality_PercentMinimal_OrigCY5,ImageQuality_PercentMinimal_OrigDAPI,ImageQuality_PercentMinimal_OrigGFP,ImageQuality_PercentMinimal_OrigRFP,ImageQuality_PowerLogLogSlope_OrigCY5,ImageQuality_PowerLogLogSlope_OrigDAPI,ImageQuality_PowerLogLogSlope_OrigGFP,ImageQuality_PowerLogLogSlope_OrigRFP,ImageQuality_Scaling_OrigCY5,ImageQuality_Scaling_OrigDAPI,ImageQuality_Scaling_OrigGFP,ImageQuality_Scaling_OrigRFP,ImageSet_ImageSet,MD5Digest_OrigCY5,MD5Digest_OrigDAPI,MD5Digest_OrigGFP,MD5Digest_OrigRFP,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05MeasureImageQuality,PathName_OrigCY5,PathName_OrigDAPI,PathName_OrigGFP,PathName_OrigRFP,Scaling_OrigCY5,Scaling_OrigDAPI,Scaling_OrigGFP,Scaling_OrigRFP,Series_OrigCY5,Series_OrigDAPI,Series_OrigGFP,Series_OrigRFP,URL_OrigCY5,URL_OrigDAPI,URL_OrigGFP,URL_OrigRFP,Width_OrigCY5,Width_OrigDAPI,Width_OrigGFP,Width_OrigRFP
-1,-1,-1,-1,0.0,0.0,1.2800000000000011,0.0,1.9099999999999984,B10_01_3_10_CY5_001.tif,B10_01_1_10_DAPI_001.tif,B10_01_2_10_GFP_001.tif,B10_01_4_10_RFP_001.tif,0,0,0,0,1,1500,1,904,904,904,904,1,0.7843328245440341,0.6899120123978115,0.6891655444670814,0.7554574313610243,0.08646479518244905,0.44461402731136057,0.10158695028868164,0.2745216360043338,0.22617366892110205,21.456215587794365,2.1073244031965173,1.394319068057847,0.026299236508762796,0.19783171380646655,0.1406240962461681,0.022232344265139686,9.037538319162473e-05,9.037538319162473e-05,9.037538319162473e-05,0.003705390710856614,-1.6789213230696147,-2.2535542804829056,-2.022910101584064,-1.8222525745552864,65535,65535,65535,65535,b'eLuaipKosxntko52SYdYeI42+qganKOtPqoGpzEoOIHup2JwgkpTOwAHasVi',1135c397536d144f27b5f4f4ec539db6,d46681a838acf42160660f982ddeb0fc,77b0e174035ace7e1a746a81f4848346,d3a7a3530a2a8ca4cd169a5e6d4fdb4c,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_10_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_10_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_10_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_10_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,1.3000000000000007,0.0,2.0299999999999994,B10_01_3_11_CY5_001.tif,B10_01_1_11_DAPI_001.tif,B10_01_2_11_GFP_001.tif,B10_01_4_11_RFP_001.tif,0,0,0,0,2,1500,1,904,904,904,904,2,0.829983291522402,0.6127089401938064,0.743387318388655,0.7619815555880004,0.14408387953426177,0.3956149770560591,0.12991116440910333,0.37265057351914516,0.2708884434947011,17.97123457888144,2.0556474923223815,1.5608581244409028,0.5755104401642663,0.33023165018219675,0.1253506564867835,0.7170382902423507,9.037538319162473e-05,0.0002711261495748742,0.0002711261495748742,0.006958904505755105,-1.9915905962493496,-2.2840617690508513,-2.063035009337071,-1.8910084333158277,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o42uajapfUcLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgAQmcVm',dce264850035cbca224781354d994af1,6cb05f777f588710d6fe33055df77afe,1a59edd00edf167e0f6096abbad1955a,1b1adc80e881e6e60ee6605d80ebbbcc,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_11_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_11_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_11_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_11_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.6300000000000026,0.0,1.4500000000000028,B10_01_3_12_CY5_001.tif,B10_01_1_12_DAPI_001.tif,B10_01_2_12_GFP_001.tif,B10_01_4_12_RFP_001.tif,0,0,0,0,3,1500,1,904,904,904,904,3,0.7474554515722738,0.6100377567601588,0.6793256347054819,0.7596803544836682,0.07325390288395493,0.26341372942975533,0.09463112935349859,0.24516949611999816,0.600188880181242,10.78834268651824,3.296492518748211,1.004373879075589,0.06931791890797617,9.037538319162473e-05,0.07555382034819827,0.007230030655329979,9.037538319162473e-05,9.037538319162473e-05,9.037538319162473e-05,0.01183917519810284,-1.7429465150375638,-2.251113636404998,-1.9772963190625246,-1.7251406507076026,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o02uajapfUaLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgAZyMVq',d7714d5f8696a1233dcf11d74fef4fac,cef066c5a35a196b83af2be33882d3da,641a58ce6db7ca1241e8e8234fd2d070,c54bcd82895a0d1eb32f842d2e68bace,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_12_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_12_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_12_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_12_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.5,0.0,1.5399999999999991,B10_01_3_13_CY5_001.tif,B10_01_1_13_DAPI_001.tif,B10_01_2_13_GFP_001.tif,B10_01_4_13_RFP_001.tif,0,0,0,0,4,1500,1,904,904,904,904,4,0.7373863932328087,0.47789719421062654,0.6998983782944246,0.716155401673033,0.0436586528383634,0.23539711483110481,0.05853646124551996,0.2279502990767154,0.09763225396117205,6.859892433656549,0.7851611564414485,0.6346993368716136,0.0025305107293654926,0.010212418300653595,0.01735207357279195,0.005512898374689108,9.037538319162473e-05,9.037538319162473e-05,9.037538319162473e-05,0.014550436693851582,-1.675529392932076,-2.447978896886783,-1.8663899267692792,-1.698264397432437,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o82uajapfUeLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgAi98Vu',217b81c516ff9e0cdf3f974349dcf76e,7ede3d7d86843f7713492bba37a18794,085ec2a6ee6376618ba72d5a0e6b1c57,e88ed879bf83b68ba544b84d28df59f6,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_13_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_13_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_13_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_13_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.5,0.0,1.370000000000001,B10_01_3_14_CY5_001.tif,B10_01_1_14_DAPI_001.tif,B10_01_2_14_GFP_001.tif,B10_01_4_14_RFP_001.tif,0,0,0,0,5,1500,1,904,904,904,904,5,0.7655335703650903,0.6263051722410758,0.6747588843589906,0.7169059760304943,0.04962954906637665,0.2634968774557063,0.051037996756683954,0.2214928238249215,0.14797671092702303,7.063624787796053,1.4496964415621474,1.1673521672677971,0.009308664468737347,0.08323572791948639,0.017080947423217075,0.008043409104054601,9.037538319162473e-05,0.00018075076638324945,9.037538319162473e-05,0.009850916767887095,-1.7545619445915044,-2.4430265098345787,-2.1158662579288796,-1.732094517927531,65535,65535,65535,65535,b'eLuaipKosxntktKjS2oy2uajapfUZLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgAsJsVy',a8aa6d746ec5092d73c2749873387510,8cb5dfc4909612679a2f8a54b16cbf6a,8483b499058c7583e04477ec0703a27b,00f06c38ab7a655ef919e56b964be3f4,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_14_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_14_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_14_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_14_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.6099999999999994,0.0,1.2799999999999976,B10_01_3_15_CY5_001.tif,B10_01_1_15_DAPI_001.tif,B10_01_2_15_GFP_001.tif,B10_01_4_15_RFP_001.tif,0,0,0,0,6,1500,1,904,904,904,904,6,0.7357336816694421,0.600459666320845,0.6623257545132494,0.71118050714583,0.045401111958054914,0.28142804026031176,0.08180024777947452,0.2431013623120495,0.1087775805844825,11.486709027912916,2.658729291907015,1.6217622981942514,0.0002711261495748742,0.0009037538319162473,0.011568049048527965,0.0164483197408757,0.00018075076638324945,9.037538319162473e-05,9.037538319162473e-05,0.0034342645612817396,-1.8108645070587273,-2.329120706734656,-2.0781569699749847,-1.719774014176194,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o62uajapfUdLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgA1VcV2',fb29d27f630952fa9e13cb7f4d6a23ff,264564e855d02389b4b6b24966df3e56,a0105165d5057e6ab1dafd58c0f47c5d,b4cd32d3c619e6d31d7e580f20be98b4,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_15_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_15_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_15_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_15_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.600000000000005,0.0,1.3599999999999994,B10_01_3_16_CY5_001.tif,B10_01_1_16_DAPI_001.tif,B10_01_2_16_GFP_001.tif,B10_01_4_16_RFP_001.tif,0,0,0,0,7,1500,1,904,904,904,904,7,0.7494911199392101,0.6515160413750593,0.6935533325151151,0.6737204343239317,0.08999269462465935,0.3617922223205594,0.07344443435986359,0.25831859855748834,0.5272692624907548,16.447987194710905,2.1945627381322654,1.823610310166312,0.24853230377696803,0.32643588408814855,0.06208788825264619,0.009760541384695471,9.037538319162473e-05,0.00018075076638324945,0.0002711261495748742,0.030456504135577534,-1.8897520488032873,-2.2090444673326273,-2.099765663478807,-1.7560000264100313,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o22uajapfUbLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgA+hMV6',d4bb47617c3cfd8a188a08aa6439fe52,e86c2776264a72fbc7f0bb0ffee66c2b,c327e61a25530467750870fef796f08c,fadfbef22fc218460d03902ef0fd3bf4,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_16_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_16_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_16_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_16_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.5100000000000016,0.0,1.3099999999999987,B10_01_3_17_CY5_001.tif,B10_01_1_17_DAPI_001.tif,B10_01_2_17_GFP_001.tif,B10_01_4_17_RFP_001.tif,0,0,0,0,8,1500,1,904,904,904,904,8,0.6770117930172026,0.6584896284161343,0.6929714641818141,0.7465872794561574,0.023580730625096066,0.10587332742677515,0.021378216344226514,0.18784958819148032,0.15150485295631777,1.8017726916208394,0.35145050924869187,0.40609891987389757,0.0048802706923477355,9.037538319162473e-05,0.0020786338134073687,0.0002711261495748742,9.037538319162473e-05,9.037538319162473e-05,9.037538319162473e-05,0.029823876453236163,-1.558190583362369,-2.204704386884933,-1.8655850225046764,-1.7528850804056622,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o+2uajapfUfLTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgBHs8V+',0799431f0e5ef87091593d92956f3ed5,b49db8a169bdcd4e641a02ac8a34494a,cbb8e85432fa5cda68c8d3983b23f226,0bef9a57396d25b783fb3214c866da1a,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_17_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_17_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_17_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_17_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.46000000000000085,0.0,1.3299999999999983,B10_01_3_18_CY5_001.tif,B10_01_1_18_DAPI_001.tif,B10_01_2_18_GFP_001.tif,B10_01_4_18_RFP_001.tif,0,0,0,0,9,1500,1,904,904,904,904,9,0.7972376945384786,0.687789529733577,0.6980238694660137,0.7552484881265514,0.07583535542394741,0.35464961598420697,0.08422677995053242,0.2988876885828814,0.21461339436389495,15.521057785977224,1.6391282911854206,1.9292065079203198,0.00858566140320435,0.11568049048527966,0.005874399907455608,0.04871233154028573,9.037538319162473e-05,0.00018075076638324945,9.037538319162473e-05,0.01852695355428307,-1.7797376747539324,-2.4293085796808938,-2.0123720378187038,-1.7221927948938467,65535,65535,65535,65535,b'eLuaipKosxntktKjS2ox2uajapfUYrTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgBQ4sWC',5b9f3240fb21ddc5b01e538b8084c4d1,541ff35af9c39674b08fc1ce3f6383f4,939e43a300c0055f4362ead9d865a2f5,83f5e90591bcd6df081a7e04895f08d2,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_18_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_18_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_18_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_18_RFP_001.tif,1224,1224,1224,1224
-1,-1,-1,-1,0.0,0.0,0.46999999999999886,0.0,1.2800000000000011,B10_01_3_19_CY5_001.tif,B10_01_1_19_DAPI_001.tif,B10_01_2_19_GFP_001.tif,B10_01_4_19_RFP_001.tif,0,0,0,0,10,1500,1,904,904,904,904,10,0.7427359624773469,0.6012438179375283,0.6698646403491804,0.7445369490397503,0.06294118927522155,0.3179009089992101,0.08360053517037369,0.21692358367455505,0.2366583666626216,15.727128630736297,2.1130957822603964,0.8343281224476861,0.013104430562785586,0.08359722945225288,0.04464543929666262,9.037538319162473e-05,9.037538319162473e-05,0.0002711261495748742,9.037538319162473e-05,0.01220067673086934,-1.6869273994571952,-2.389887201708609,-2.029476397120802,-1.7862648929106588,65535,65535,65535,65535,b'eLuaipKosxntktKjS2o52uajapfUcrTRR7XgNAEF52irj1rBaQwKTqD7qRicoNLUDgBaEcWG',bca6653de4aed841145ea28def4b77e8,d54fd5db343e94892f4501584eed7690,cbbff22544a9b3740f28969263b57463,67f658c2e8198f50b70fc7936b33d5e0,0,0,0,0,0,0,0,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4,65535,65535,65535,65535,0,0,0,0,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_3_19_CY5_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_1_19_DAPI_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_2_19_GFP_001.tif,file:/home/jenna/nf1_cellpainting_data/0.download_data/Plate_4/B10_01_4_19_RFP_001.tif,1224,1224,1224,1224
